Demand;SolarPV;Wind
15159.79403;0;0.568
12235.79815;0;0.546
10886.26159;0;0.505
9986.570546;0;0.516
9109.371782;0;0.652
8816.972194;0;0.738
8547.064882;0;0.741
8547.064882;0;0.721
10076.53965;0.061;0.7
11246.138;0.268;0.688
9221.833162;0.452;0.661
9131.864058;0.584;0.62
9221.833162;0.643;0.564
12145.82904;0.627;0.5
13472.87333;0.575;0.453
13427.88877;0.503;0.436
13540.35015;0.411;0.412
13855.24202;0.299;0.402
13697.79609;0.121;0.404
13068.01236;0.002;0.41
12078.35221;0;0.414
15317.23996;0;0.42
17656.43666;0;0.428
16419.36148;0;0.445
15159.79403;0;0.469
12573.18229;0;0.49
10458.90834;0;0.51
9671.678682;0;0.548
8749.495366;0;0.658
8479.588054;0;0.765
8322.142122;0;0.794
8097.219361;0;0.772
9244.325438;0.028;0.732
10931.24614;0.158;0.708
9154.356334;0.338;0.701
8524.572606;0.498;0.675
11268.63028;0.623;0.642
12145.82904;0.65;0.634
13450.38105;0.631;0.614
12978.04325;0.574;0.601
13090.50463;0.461;0.601
13675.30381;0.324;0.605
13360.41195;0.145;0.586
12910.56643;0.003;0.563
11920.90628;0;0.547
14372.56437;0;0.538
17049.14521;0;0.517
16104.46962;0;0.503
14170.13388;0;0.513
12145.82904;0;0.517
10503.89289;0;0.528
10166.50875;0;0.553
9041.894954;0;0.651
8682.018538;0;0.75
8749.495366;0;0.794
8052.234809;0;0.789
8996.910402;0.047;0.779
9806.632338;0.229;0.774
8884.449022;0.405;0.778
8727.00309;0.543;0.77
9626.69413;0.633;0.749
10368.93924;0.618;0.746
11223.64573;0.604;0.756
11381.09166;0.528;0.735
11561.02987;0.417;0.74
11920.90628;0.23;0.728
11336.10711;0.071;0.713
10841.27703;0.001;0.683
12843.0896;0;0.647
14485.02575;0;0.617
16644.28424;0;0.621
15947.02369;0;0.662
14754.93306;0;0.733
11740.96807;0;0.715
10503.89289;0;0.714
9671.678682;0;0.742
8727.00309;0;0.856
8434.603502;0;0.91
8142.203913;0;0.915
8052.234809;0;0.914
8524.572606;0.042;0.916
8996.910402;0.242;0.916
8704.510814;0.433;0.915
8524.572606;0.577;0.911
9154.356334;0.671;0.895
9806.632338;0.704;0.865
10976.23069;0.685;0.838
11021.21524;0.624;0.825
11111.18435;0.49;0.825
10796.29248;0.33;0.84
10233.98558;0.133;0.848
9784.140062;0.002;0.858
9964.07827;0;0.869
12460.72091;0;0.875
16959.17611;0;0.868
16036.99279;0;0.864
14102.65705;0;0.87
11830.93718;0;0.875
9874.109166;0;0.875
9604.201854;0;0.883
8547.064882;0;0.903
8592.049434;0;0.916
8007.250257;0;0.913
8007.250257;0;0.911
9334.294542;0.021;0.913
11538.53759;0.112;0.916
8996.910402;0.217;0.916
8547.064882;0.31;0.911
8884.449022;0.337;0.904
11246.138;0.311;0.897
12505.70546;0.298;0.894
13270.44284;0.274;0.891
13472.87333;0.205;0.888
14170.13388;0.111;0.884
15227.27085;0.034;0.881
13292.93512;0;0.88
11943.39856;0;0.882
14822.40989;0;0.88
17116.62204;0;0.876
16374.37693;0;0.87
15114.80947;0;0.862
12640.65911;0;0.86
10526.38517;0;0.871
9716.663234;0;0.881
9176.84861;0;0.896
8765.239959;0;0.911
8434.603502;0;0.916
8367.126674;0;0.916
9806.632338;0.01;0.916
11246.138;0.084;0.915
8704.510814;0.192;0.915
8704.510814;0.279;0.873
8614.54171;0.311;0.859
11313.61483;0.32;0.869
12348.25953;0.331;0.877
13202.96601;0.331;0.878
13495.3656;0.294;0.876
13697.79609;0.157;0.889
13630.31926;0.031;0.901
13157.98146;0;0.906
11291.12255;0;0.91
13697.79609;0;0.912
16576.80742;0;0.907
15857.05458;0;0.902
15632.13182;0;0.903
12100.84449;0;0.909
10054.04737;0;0.912
9581.709578;0;0.908
8794.479918;0;0.902
8389.61895;0;0.903
8209.680742;0;0.908
8232.173018;0;0.912
9829.124614;0.007;0.914
11131.42739;0.092;0.915
9356.786818;0.216;0.916
8727.00309;0.281;0.916
11695.98352;0.268;0.916
12370.7518;0.221;0.916
13000.53553;0.205;0.915
13315.42739;0.193;0.896
13180.47374;0.146;0.884
14080.16478;0.09;0.905
13495.3656;0.028;0.915
13045.52008;0;0.887
11381.09166;0;0.832
14237.61071;0;0.756
17094.12976;0;0.706
16621.79197;0;0.668
15384.71679;0;0.669
12483.21318;0;0.695
10728.81565;0;0.726
10121.5242;0;0.694
9424.263646;0;0.653
9086.879506;0;0.634
8693.264676;0;0.626
8839.46447;0;0.595
10009.06282;0.005;0.563
11583.52214;0.048;0.528
9739.15551;0.103;0.496
10189.00103;0.153;0.47
12033.36766;0.183;0.446
12663.15139;0.192;0.462
13090.50463;0.206;0.5
13270.44284;0.203;0.538
13270.44284;0.165;0.629
13630.31926;0.105;0.735
13135.48919;0.042;0.789
13023.02781;0;0.85
11808.4449;0;0.862
14709.94851;0;0.857
16374.37693;0;0.841
15362.22451;0;0.821
15182.2863;0;0.816
12370.7518;0;0.803
10076.53965;0;0.772
9109.371782;0;0.798
8502.08033;0;0.862
8209.680742;0;0.901
8097.219361;0;0.916
8187.188465;0;0.893
9289.30999;0.014;0.841
11133.67662;0.089;0.845
9581.709578;0.132;0.874
8974.418126;0.155;0.891
10841.27703;0.192;0.895
8097.219361;0.267;0.888
4723.377961;0.33;0.885
7939.773429;0.279;0.88
12798.10505;0.16;0.877
13360.41195;0.087;0.88
13225.45829;0.029;0.888
12933.0587;0;0.906
12843.0896;0;0.916
13382.90422;0;0.909
16869.207;0;0.894
16171.94645;0;0.886
15587.14727;0;0.893
12370.7518;0;0.903
10233.98558;0;0.908
9626.69413;0;0.91
8951.92585;0;0.912
8592.049434;0;0.915
8367.126674;0;0.915
8322.142122;0;0.913
8794.479918;0.015;0.907
9896.601442;0.103;0.904
9131.864058;0.177;0.9
8996.910402;0.214;0.894
9784.140062;0.233;0.894
10458.90834;0.238;0.903
11201.15345;0.201;0.909
11201.15345;0.152;0.913
11448.56849;0.117;0.914
11606.01442;0.082;0.915
11088.69207;0.035;0.915
10301.46241;0;0.915
10526.38517;0;0.915
13202.96601;0;0.909
16396.86921;0;0.902
15834.56231;0;0.903
14417.54892;0;0.906
11988.38311;0;0.907
10616.35427;0;0.91
9919.093718;0;0.916
8951.92585;0;0.913
8614.54171;0;0.9
8367.126674;0;0.888
8322.142122;0;0.9
8816.972194;0.028;0.914
10076.53965;0.172;0.916
9671.678682;0.325;0.916
8996.910402;0.44;0.915
9131.864058;0.494;0.914
9716.663234;0.45;0.913
10413.92379;0.359;0.912
10571.36972;0.244;0.915
10436.41607;0.174;0.914
10548.87745;0.104;0.908
10458.90834;0.036;0.902
10076.53965;0;0.897
11336.10711;0;0.899
12055.85994;0;0.904
16329.39238;0;0.908
15159.79403;0;0.911
13090.50463;0;0.912
10346.44696;0;0.913
8592.049434;0;0.915
8164.696189;0;0.916
7422.451081;0;0.915
7085.066941;0;0.91
6860.144181;0;0.903
6860.144181;0;0.901
8592.049434;0.009;0.903
10773.80021;0.061;0.905
8682.018538;0.126;0.909
7422.451081;0.203;0.911
10301.46241;0.251;0.912
11291.12255;0.282;0.915
12303.27497;0.273;0.915
12663.15139;0.232;0.914
12730.62822;0.172;0.914
13247.95057;0.108;0.916
13045.52008;0.04;0.915
12280.7827;0;0.916
11448.56849;0;0.914
13068.01236;0;0.91
16464.34604;0;0.911
15384.71679;0;0.914
13765.27291;0;0.916
10908.75386;0;0.916
8884.449022;0;0.916
7737.342945;0;0.915
7669.866117;0;0.91
7197.528321;0;0.892
7265.005149;0;0.87
7332.481977;0;0.872
8974.418126;0.014;0.885
10818.78476;0.098;0.894
8749.495366;0.221;0.904
8209.680742;0.314;0.913
10796.29248;0.367;0.916
11268.63028;0.393;0.915
12213.30587;0.371;0.914
12303.27497;0.305;0.914
12325.76725;0.224;0.912
13090.50463;0.136;0.911
12865.58187;0.053;0.909
12471.96704;0;0.897
11268.63028;0;0.876
13247.95057;0;0.854
16756.74562;0;0.837
15767.08548;0;0.822
14732.44078;0;0.808
11471.06076;0;0.81
9626.69413;0;0.816
9064.38723;0;0.827
8164.696189;0;0.848
7894.788877;0;0.882
7669.866117;0;0.898
7669.866117;0;0.894
9086.879506;0.02;0.875
11066.19979;0.126;0.848
9221.833162;0.272;0.825
8771.987642;0.412;0.808
10301.46241;0.528;0.79
6545.252317;0.538;0.779
11021.21524;0.513;0.778
11381.09166;0.422;0.771
11875.92173;0.324;0.754
12438.22863;0.215;0.728
12303.27497;0.087;0.728
11426.07621;0.002;0.756
11273.12873;0;0.78
13675.30381;0;0.782
16115.71576;0;0.767
15092.3172;0;0.74
13607.82698;0;0.712
10818.78476;0;0.673
9244.325438;0;0.637
8727.00309;0;0.626
7894.788877;0;0.678
7647.373841;0;0.737
7422.451081;0;0.75
7467.435633;0;0.742
9019.402678;0.019;0.717
11156.1689;0.118;0.689
9514.23275;0.255;0.674
8771.987642;0.381;0.671
10413.92379;0.458;0.666
11246.138;0.487;0.684
12010.87539;0.453;0.662
12168.32132;0.388;0.641
12730.62822;0.316;0.621
12933.0587;0.215;0.605
12843.0896;0.091;0.588
12190.81359;0.002;0.595
11246.138;0;0.629
14327.57981;0;0.644
16779.2379;0;0.652
16014.50051;0;0.652
14395.05664;0;0.661
11583.52214;0;0.686
10121.5242;0;0.691
9109.371782;0;0.708
8434.603502;0;0.771
8074.727085;0;0.784
7872.296601;0;0.767
7849.804325;0;0.76
9199.340886;0.043;0.767
11021.21524;0.213;0.783
8727.00309;0.403;0.805
8569.557158;0.541;0.821
0;0.619;0.811
11291.12255;0.657;0.771
12213.30587;0.627;0.741
13225.45829;0.567;0.73
12978.04325;0.465;0.715
13967.7034;0.306;0.718
13225.45829;0.125;0.723
12548.44078;0.003;0.753
11493.55304;0;0.799
13315.42739;0;0.821
16711.76107;0;0.827
16329.39238;0;0.841
14934.87127;0;0.86
12055.85994;0;0.88
10144.01648;0;0.886
9514.23275;0;0.891
8322.142122;0;0.908
7984.757981;0;0.914
7534.912461;0;0.913
7759.835221;0;0.908
8097.219361;0.033;0.898
9109.371782;0.159;0.885
8659.526262;0.276;0.875
8614.54171;0.373;0.87
7309.989701;0.465;0.858
8434.603502;0.549;0.844
9300.556128;0.578;0.837
9514.23275;0.538;0.84
9604.201854;0.431;0.844
9784.140062;0.28;0.835
9536.725026;0.12;0.817
9154.356334;0.003;0.796
9896.601442;0;0.788
12685.64367;0;0.779
16711.76107;0;0.789
16059.48507;0;0.798
14709.94851;0;0.798
13090.50463;0;0.807
10796.29248;0;0.81
8659.526262;0;0.831
8614.54171;0;0.858
8097.219361;0;0.849
7917.281153;0;0.837
7624.881565;0;0.821
8434.603502;0.051;0.807
7377.466529;0.273;0.795
7422.451081;0.492;0.792
8704.510814;0.629;0.795
9334.294542;0.712;0.792
9671.678682;0.735;0.767
10256.47786;0.711;0.738
10278.97013;0.629;0.718
10009.06282;0.512;0.713
9716.663234;0.336;0.695
9266.817714;0.139;0.671
9244.325438;0.004;0.636
9536.725026;0;0.609
10638.84655;0;0.57
15092.3172;0;0.523
13675.30381;0;0.493
11111.18435;0;0.46
6297.837281;0;0.435
5398.146241;0;0.417
9221.833162;0;0.373
6342.821833;0;0.389
6297.837281;0;0.438
2968.980433;0;0.451
3936.148301;0;0.425
8164.696189;0.042;0.393
10683.8311;0.227;0.361
8434.603502;0.449;0.341
8547.064882;0.614;0.322
0;0.712;0.301
6432.790937;0.736;0.294
10526.38517;0.721;0.286
10503.89289;0.635;0.271
10121.5242;0.511;0.26
10458.90834;0.368;0.261
9806.632338;0.157;0.266
9896.601442;0.005;0.259
9649.186406;0;0.238
12618.16684;0;0.217
14957.36354;0;0.213
13855.24202;0;0.209
11808.4449;0;0.192
8929.433574;0;0.177
7377.466529;0;0.17
15879.54686;0;0.156
6162.883625;0;0.154
5915.468589;0;0.176
5892.976313;0;0.2
6027.929969;0;0.197
8097.219361;0.044;0.181
9626.69413;0.197;0.158
8097.219361;0.342;0.136
7512.420185;0.437;0.119
9041.894954;0.484;0.101
9649.186406;0.47;0.114
10233.98558;0.447;0.159
10256.47786;0.357;0.242
10323.95469;0.297;0.347
10166.50875;0.204;0.457
10503.89289;0.084;0.513
10099.03193;0.002;0.506
9851.61689;0;0.493
10548.87745;0;0.507
14530.0103;0;0.534
13472.87333;0;0.542
11606.01442;0;0.558
9086.879506;0;0.558
8322.142122;0;0.554
7017.590113;0;0.548
6567.744593;0;0.643
6342.821833;0;0.657
6230.360453;0;0.617
6522.760041;0;0.56
6702.698249;0.064;0.503
8344.634398;0.275;0.469
8659.526262;0.473;0.474
8097.219361;0.615;0.49
9559.217302;0.705;0.503
9829.124614;0.75;0.533
10458.90834;0.739;0.564
10683.8311;0.655;0.566
10773.80021;0.546;0.542
11336.10711;0.329;0.517
10953.73841;0.141;0.507
10796.29248;0.006;0.471
10031.5551;0;0.438
12168.32132;0;0.429
15249.76313;0;0.459
14912.37899;0;0.508
13562.84243;0;0.531
10841.27703;0;0.541
8457.095778;0;0.58
7872.296601;0;0.626
7152.543769;0;0.692
6950.113285;0;0.711
6860.144181;0;0.704
6770.175077;0;0.693
8569.557158;0.066;0.692
10818.78476;0.255;0.685
9316.300721;0.417;0.673
8277.15757;0.544;0.65
10189.00103;0.573;0.601
10638.84655;0.538;0.553
11223.64573;0.509;0.542
11381.09166;0.475;0.548
11426.07621;0.407;0.556
12033.36766;0.285;0.589
11830.93718;0.127;0.633
11156.1689;0.004;0.619
10728.81565;0;0.608
13337.91967;0;0.633
15722.10093;0;0.652
14889.88671;0;0.65
13517.85788;0;0.662
10728.81565;0;0.671
8951.92585;0;0.65
8254.665294;0;0.649
7782.327497;0;0.712
7287.497425;0;0.735
7197.528321;0;0.725
7242.512873;0;0.689
8592.049434;0.081;0.646
10211.49331;0.305;0.614
8592.049434;0.5;0.606
8659.526262;0.636;0.589
10706.32338;0.717;0.551
11246.138;0.741;0.503
12100.84449;0.711;0.46
12145.82904;0.664;0.419
12100.84449;0.562;0.349
12393.24408;0.394;0.308
12303.27497;0.181;0.301
12033.36766;0.007;0.327
11066.19979;0;0.389
14237.61071;0;0.466
16194.43872;0;0.546
15429.70134;0;0.548
15497.17817;0;0.546
12348.25953;0;0.548
9424.263646;0;0.519
8996.910402;0;0.515
8232.173018;0;0.685
8074.727085;0;0.805
8794.479918;0;0.834
8097.219361;0;0.834
8547.064882;0.073;0.833
10571.36972;0.298;0.827
8771.987642;0.487;0.809
8322.142122;0.619;0.786
9401.77137;0.696;0.746
10346.44696;0.727;0.719
11291.12255;0.706;0.685
11471.06076;0.643;0.647
11898.41401;0.546;0.621
12055.85994;0.404;0.612
11448.56849;0.194;0.628
10931.24614;0.009;0.695
10548.87745;0;0.71
12708.13594;0;0.643
16531.82286;0;0.62
15767.08548;0;0.617
14530.0103;0;0.649
12910.56643;0;0.68
10807.53862;0;0.676
9784.140062;0;0.678
8816.972194;0;0.784
8322.142122;0;0.858
8209.680742;0;0.89
7984.757981;0;0.906
8434.603502;0.06;0.912
9379.279094;0.275;0.909
8771.987642;0.458;0.904
8929.433574;0.571;0.903
8951.92585;0.611;0.905
9716.663234;0.593;0.902
10863.76931;0.474;0.905
10796.29248;0.324;0.915
10773.80021;0.201;0.915
10796.29248;0.111;0.914
10189.00103;0.041;0.915
9964.07827;0.001;0.916
10009.06282;0;0.914
12775.61277;0;0.914
16351.88465;0;0.91
15632.13182;0;0.912
13675.30381;0;0.915
11291.12255;0;0.902
9716.663234;0;0.826
9131.864058;0;0.713
8322.142122;0;0.598
7669.866117;0;0.609
7489.927909;0;0.673
7602.389289;0;0.765
9334.294542;0.006;0.822
11246.138;0.052;0.836
8771.987642;0.134;0.833
8434.603502;0.214;0.796
10638.84655;0.244;0.756
11313.61483;0.289;0.683
12708.13594;0.317;0.558
13202.96601;0.326;0.461
13000.53553;0.264;0.356
13472.87333;0.171;0.262
12595.67456;0.069;0.177
12100.84449;0.002;0.119
11763.46035;0;0.082
12865.58187;0;0.054
16734.25335;0;0.034
15969.51596;0;0.022
14619.9794;0;0.014
11695.98352;0;0.009
9559.217302;0;0.007
9064.38723;0;0.006
8164.696189;0;0.007
7872.296601;0;0.006
7714.850669;0;0.004
7827.312049;0;0.002
9311.802266;0.053;0.001
11268.63028;0.212;0.001
9334.294542;0.385;0.001
8861.956746;0.503;0.001
11111.18435;0.583;0
11606.01442;0.601;0
12415.73635;0.582;0
12415.73635;0.533;0.001
12280.7827;0.408;0.002
12438.22863;0.274;0.004
12033.36766;0.116;0.004
11606.01442;0.004;0.004
11246.138;0;0.003
12730.62822;0;0.002
15722.10093;0;0.001
15339.73223;0;0.001
13967.7034;0;0.001
11178.66117;0;0
7557.404737;0;0
16149.45417;0;0
7647.373841;0;0
7422.451081;0;0
7220.020597;0;0
7759.835221;0;0
9221.833162;0.063;0
11336.10711;0.274;0
9829.124614;0.49;0
8951.92585;0.636;0
10638.84655;0.722;0
10301.46241;0.754;0
11673.49125;0.742;0.001
11785.95263;0.681;0.009
11628.50669;0.562;0.023
12550.69001;0.396;0.035
11853.42945;0.178;0.038
11403.58393;0.008;0.039
10526.38517;0;0.036
13045.52008;0;0.033
16374.37693;0;0.031
15722.10093;0;0.032
14305.08754;0;0.036
11606.01442;0;0.043
9311.802266;0;0.047
8727.00309;0;0.055
8029.742533;0;0.078
7624.881565;0;0.085
7422.451081;0;0.076
7489.927909;0;0.06
9896.601442;0.084;0.045
10953.73841;0.308;0.036
9829.124614;0.495;0.03
9716.663234;0.625;0.029
10976.23069;0.692;0.033
11695.98352;0.699;0.052
12528.19773;0.668;0.092
13202.96601;0.598;0.154
13157.98146;0.479;0.204
13495.3656;0.334;0.223
13405.3965;0.158;0.233
12753.12049;0.007;0.208
11538.53759;0;0.181
13652.81153;0;0.162
17386.52935;0;0.152
16756.74562;0;0.154
15497.17817;0;0.154
12370.7518;0;0.162
10233.98558;0;0.163
8884.449022;0;0.184
8884.449022;0;0.259
8457.095778;0;0.286
8209.680742;0;0.269
8299.649846;0;0.243
9356.786818;0.088;0.228
11246.138;0.306;0.229
8884.449022;0.488;0.256
8704.510814;0.625;0.3
11516.04531;0.69;0.339
12483.21318;0.716;0.361
12888.07415;0.687;0.374
12730.62822;0.61;0.365
12978.04325;0.501;0.33
13517.85788;0.347;0.298
13135.48919;0.158;0.271
12820.59732;0.008;0.253
11628.50669;0;0.259
13360.41195;0;0.262
18173.75901;0;0.26
16936.68383;0;0.26
15767.08548;0;0.251
12393.24408;0;0.241
10751.30793;0;0.223
9806.632338;0;0.241
8996.910402;0;0.345
8682.018538;0;0.404
8389.61895;0;0.385
8434.603502;0;0.347
8771.987642;0.091;0.305
9739.15551;0.312;0.264
10976.23069;0.501;0.23
9649.186406;0.63;0.201
10166.50875;0.721;0.187
10526.38517;0.756;0.209
11313.61483;0.743;0.264
10841.27703;0.685;0.313
10751.30793;0.571;0.331
10728.81565;0.405;0.319
10189.00103;0.188;0.299
10121.5242;0.01;0.269
10278.97013;0;0.236
13045.52008;0;0.206
15384.71679;0;0.186
14170.13388;0;0.17
12820.59732;0;0.151
10931.24614;0;0.145
9086.879506;0;0.145
8344.634398;0;0.175
7624.881565;0;0.339
7512.420185;0;0.435
7265.005149;0;0.45
7175.036045;0;0.398
8254.665294;0.081;0.295
7422.451081;0.308;0.202
8816.972194;0.505;0.15
8434.603502;0.641;0.131
8794.479918;0.718;0.138
9266.817714;0.735;0.208
9761.647786;0.705;0.31
9851.61689;0.65;0.363
9694.170958;0.534;0.33
9356.786818;0.368;0.287
8906.941298;0.171;0.299
8659.526262;0.008;0.306
8951.92585;0;0.277
12100.84449;0;0.257
14619.9794;0;0.259
14057.6725;0;0.257
12033.36766;0;0.26
10144.01648;0;0.286
8569.557158;0;0.31
7647.373841;0;0.328
7040.082389;0;0.419
6747.682801;0;0.54
6500.267765;0;0.601
6432.790937;0;0.588
7422.451081;0.058;0.544
8187.188465;0.226;0.5
8254.665294;0.382;0.453
8322.142122;0.516;0.4
8547.064882;0.598;0.342
8816.972194;0.636;0.297
11111.18435;0.629;0.261
10796.29248;0.576;0.233
9041.894954;0.483;0.221
8951.92585;0.335;0.222
8659.526262;0.151;0.233
8682.018538;0.007;0.247
9086.879506;0;0.264
11920.90628;0;0.31
14754.93306;0;0.347
13742.78064;0;0.36
11920.90628;0;0.358
8951.92585;0;0.35
7309.989701;0;0.321
6837.651905;0;0.285
6252.852729;0;0.393
6117.899073;0;0.472
5982.945417;0;0.471
6095.406797;0;0.432
8029.742533;0.046;0.384
10323.95469;0.203;0.333
9041.894954;0.388;0.284
8412.111226;0.554;0.228
10144.01648;0.639;0.184
10054.04737;0.578;0.184
10638.84655;0.564;0.209
10413.92379;0.51;0.226
10391.43151;0.391;0.222
10751.30793;0.247;0.21
10661.33883;0.098;0.181
9896.601442;0.003;0.162
10503.89289;0;0.154
13045.52008;0;0.159
14957.36354;0;0.175
13765.27291;0;0.164
12415.73635;0;0.16
8097.219361;0;0.15
7804.819773;0;0.127
7242.512873;0;0.122
6702.698249;0;0.138
6567.744593;0;0.154
6477.775489;0;0.145
5600.576725;0;0.124
8502.08033;0.073;0.101
10346.44696;0.267;0.08
8682.018538;0.427;0.069
7939.773429;0.504;0.067
9851.61689;0.509;0.075
10751.30793;0.501;0.101
11583.52214;0.51;0.143
11830.93718;0.481;0.185
11718.4758;0.412;0.224
12415.73635;0.289;0.257
12168.32132;0.131;0.282
12325.76725;0.006;0.287
10976.23069;0;0.293
12145.82904;0;0.298
16171.94645;0;0.289
15587.14727;0;0.28
14372.56437;0;0.258
11448.56849;0;0.257
9379.279094;0;0.242
9221.833162;0;0.24
7917.281153;0;0.319
7557.404737;0;0.376
7197.528321;0;0.377
7242.512873;0;0.361
8839.46447;0.039;0.341
10661.33883;0.195;0.327
8659.526262;0.382;0.324
7872.296601;0.526;0.336
10278.97013;0.586;0.339
10953.73841;0.616;0.363
11943.39856;0.586;0.422
12213.30587;0.52;0.474
12145.82904;0.42;0.487
12820.59732;0.288;0.487
12820.59732;0.13;0.492
12145.82904;0.007;0.49
10796.29248;0;0.474
11718.4758;0;0.455
16824.22245;0;0.44
15992.00824;0;0.414
14507.51802;0;0.399
11853.42945;0;0.422
9311.802266;0;0.46
8996.910402;0;0.552
7939.773429;0;0.672
7692.358393;0;0.74
7467.435633;0;0.749
7354.974253;0;0.723
8771.987642;0.058;0.684
10526.38517;0.23;0.654
8367.126674;0.404;0.647
8097.219361;0.534;0.653
10638.84655;0.603;0.663
11313.61483;0.632;0.654
12235.79815;0.618;0.646
12415.73635;0.557;0.634
12505.70546;0.443;0.587
13472.87333;0.292;0.538
3576.271885;0.121;0.513
10863.76931;0.004;0.5
10931.24614;0;0.496
12280.7827;0;0.487
16509.33059;0;0.493
15384.71679;0;0.487
8727.00309;0;0.474
12145.82904;0;0.457
9491.740474;0;0.429
8771.987642;0;0.454
7939.773429;0;0.526
7422.451081;0;0.507
7287.497425;0;0.448
7309.989701;0;0.397
8052.234809;0.036;0.363
8861.956746;0.173;0.346
8367.126674;0.328;0.347
8277.15757;0.464;0.352
9446.755922;0.558;0.345
10278.97013;0.602;0.319
11043.70752;0.573;0.31
11133.67662;0.522;0.313
11246.138;0.416;0.308
11673.49125;0.282;0.297
11201.15345;0.125;0.287
10526.38517;0.006;0.287
10166.50875;0;0.291
12348.25953;0;0.269
16149.45417;0;0.243
15317.23996;0;0.239
13877.73429;0;0.243
12168.32132;0;0.251
10413.92379;0;0.253
9266.817714;0;0.285
7861.050463;0;0.354
7422.451081;0;0.377
7354.974253;0;0.373
7017.590113;0;0.367
7444.943357;0.041;0.365
8637.033986;0.2;0.368
8569.557158;0.395;0.381
8277.15757;0.561;0.41
8861.956746;0.647;0.435
9604.201854;0.657;0.454
10661.33883;0.618;0.47
10818.78476;0.547;0.454
10841.27703;0.452;0.426
10413.92379;0.328;0.41
10189.00103;0.16;0.414
9941.585994;0.01;0.419
10211.49331;0;0.408
13023.02781;0;0.4
16756.74562;0;0.396
16936.68383;0;0.394
14012.68795;0;0.394
11875.92173;0;0.41
10368.93924;0;0.407
9446.755922;0;0.409
