Demand;SolarGen;Wind
0.0;0.0;0.847
0.0;0.0;0.794
0.0;0.0;0.752
0.0;0.0;0.718
0.0;0.0;0.6890000000000001
0.0;0.0;0.664
0.0;0.004;0.649
0.0;0.049;0.627
0.0;0.10300000000000001;0.628
0.0;0.153;0.651
0.0;0.203;0.71
0.0;0.267;0.805
0.0;0.303;0.891
0.0;0.305;0.9410000000000001
0.0;0.278;0.966
14.5;0.212;0.972
16.6;0.088;0.972
22.2;0.002;0.97
23.4;0.0;0.971
21.2;0.0;0.971
17.5;0.0;0.977
17.2;0.0;0.982
4.0;0.0;0.983
0.0;0.0;0.984
0.0;0.0;0.983
0.0;0.0;0.98
0.0;0.0;0.975
0.0;0.0;0.968
0.0;0.0;0.961
0.0;0.0;0.9480000000000001
0.0;0.017;0.934
0.0;0.166;0.933
0.0;0.34700000000000003;0.9480000000000001
0.0;0.492;0.962
0.0;0.5640000000000001;0.968
0.0;0.58;0.973
0.0;0.538;0.972
0.0;0.47000000000000003;0.965
0.0;0.373;0.9540000000000001
15.3;0.258;0.9430000000000001
16.1;0.101;0.924
20.1;0.002;0.889
22.5;0.0;0.847
19.9;0.0;0.8200000000000001
17.2;0.0;0.807
14.8;0.0;0.803
12.0;0.0;0.797
0.0;0.0;0.8
0.0;0.0;0.8200000000000001
0.0;0.0;0.8270000000000001
0.0;0.0;0.8320000000000001
0.0;0.0;0.835
0.0;0.0;0.836
0.0;0.0;0.8220000000000001
0.0;0.031;0.797
0.0;0.228;0.783
0.0;0.432;0.8300000000000001
0.0;0.561;0.856
0.0;0.578;0.849
0.0;0.605;0.84
0.0;0.5670000000000001;0.8290000000000001
0.0;0.486;0.8170000000000001
0.0;0.396;0.808
13.2;0.273;0.801
17.7;0.122;0.783
21.2;0.004;0.75
0.0;0.0;0.724
16.5;0.0;0.713
18.0;0.0;0.705
14.2;0.0;0.6970000000000001
12.1;0.0;0.674
0.0;0.0;0.64
0.0;0.0;0.605
0.0;0.0;0.5750000000000001
0.0;0.0;0.554
0.0;0.0;0.533
0.0;0.0;0.515
0.0;0.0;0.459
0.0;0.042;0.41300000000000003
0.0;0.263;0.391
0.0;0.466;0.49
0.0;0.604;0.541
0.0;0.66;0.521
0.0;0.676;0.492
0.0;0.648;0.465
0.0;0.595;0.443
0.0;0.511;0.428
9.0;0.32;0.41000000000000003
13.8;0.152;0.38
21.5;0.006;0.35000000000000003
22.3;0.0;0.341
22.0;0.0;0.315
20.7;0.0;0.294
14.9;0.0;0.271
12.6;0.0;0.264
0.0;0.0;0.26
0.0;0.0;0.26
0.0;0.0;0.263
0.0;0.0;0.265
0.0;0.0;0.271
0.0;0.0;0.275
0.0;0.0;0.268
0.0;0.049;0.262
0.0;0.276;0.256
0.0;0.46900000000000003;0.335
0.0;0.6000000000000001;0.395
0.0;0.632;0.40900000000000003
0.0;0.625;0.425
0.0;0.65;0.451
0.0;0.599;0.482
0.0;0.488;0.513
11.8;0.306;0.52
12.2;0.14400000000000002;0.47500000000000003
21.2;0.005;0.389
21.5;0.0;0.342
19.9;0.0;0.318
17.7;0.0;0.28400000000000003
13.3;0.0;0.257
8.0;0.0;0.243
0.0;0.0;0.28800000000000003
0.0;0.0;0.307
0.0;0.0;0.307
0.0;0.0;0.298
0.0;0.0;0.315
0.0;0.0;0.302
0.0;0.0;0.291
0.0;0.038;0.274
0.0;0.232;0.23500000000000001
0.0;0.428;0.249
0.0;0.579;0.267
0.0;0.679;0.256
0.0;0.722;0.253
0.0;0.727;0.262
0.0;0.656;0.28500000000000003
0.0;0.534;0.326
12.1;0.352;0.367
14.4;0.127;0.386
20.1;0.004;0.403
20.9;0.0;0.40800000000000003
19.6;0.0;0.404
17.7;0.0;0.391
13.6;0.0;0.382
8.0;0.0;0.374
0.0;0.0;0.377
0.0;0.0;0.397
0.0;0.0;0.399
0.0;0.0;0.404
0.0;0.0;0.404
0.0;0.0;0.395
0.0;0.0;0.393
0.0;0.044;0.391
0.0;0.262;0.379
0.0;0.47900000000000004;0.419
0.0;0.622;0.461
0.0;0.705;0.511
0.0;0.727;0.5700000000000001
0.0;0.714;0.616
0.0;0.657;0.638
0.0;0.5720000000000001;0.652
10.4;0.41500000000000004;0.654
15.2;0.198;0.639
20.1;0.008;0.584
21.5;0.0;0.527
20.1;0.0;0.507
18.0;0.0;0.494
13.3;0.0;0.498
8.5;0.0;0.493
0.0;0.0;0.498
0.0;0.0;0.518
0.0;0.0;0.534
0.0;0.0;0.55
0.0;0.0;0.608
0.0;0.0;0.684
0.0;0.0;0.722
0.0;0.034;0.747
0.0;0.263;0.779
0.0;0.484;0.864
0.0;0.622;0.913
0.0;0.6920000000000001;0.929
0.0;0.722;0.9400000000000001
0.0;0.724;0.9430000000000001
0.0;0.673;0.9390000000000001
0.0;0.53;0.929
7.7;0.362;0.915
13.8;0.165;0.891
22.5;0.005;0.84
23.6;0.0;0.783
20.1;0.0;0.723
16.9;0.0;0.673
13.6;0.0;0.627
10.9;0.0;0.615
0.0;0.0;0.635
0.0;0.0;0.633
0.0;0.0;0.6990000000000001
0.0;0.0;0.748
0.0;0.0;0.795
0.0;0.0;0.8200000000000001
0.0;0.0;0.8300000000000001
0.0;0.044;0.812
0.0;0.265;0.8150000000000001
0.0;0.451;0.868
0.0;0.586;0.905
0.0;0.644;0.914
0.0;0.667;0.922
0.0;0.635;0.927
0.0;0.535;0.932
0.0;0.39;0.9380000000000001
12.9;0.266;0.9380000000000001
15.2;0.127;0.929
20.4;0.005;0.902
21.7;0.0;0.865
19.6;0.0;0.838
17.7;0.0;0.8270000000000001
13.3;0.0;0.8170000000000001
8.5;0.0;0.805
0.0;0.0;0.794
0.0;0.0;0.788
0.0;0.0;0.788
0.0;0.0;0.78
0.0;0.0;0.769
0.0;0.0;0.787
0.0;0.0;0.803
0.0;0.046;0.8
0.0;0.277;0.788
0.0;0.483;0.835
0.0;0.621;0.877
0.0;0.708;0.89
0.0;0.744;0.897
0.0;0.727;0.89
0.0;0.611;0.872
0.0;0.534;0.854
12.1;0.369;0.839
13.3;0.163;0.8220000000000001
22.5;0.005;0.777
22.0;0.0;0.713
19.1;0.0;0.666
15.6;0.0;0.639
8.9;0.0;0.609
7.7;0.0;0.603
0.0;0.0;0.594
0.0;0.0;0.626
0.0;0.0;0.628
0.0;0.0;0.651
0.0;0.0;0.673
0.0;0.0;0.665
0.0;0.0;0.644
0.0;0.049;0.628
0.0;0.277;0.597
0.0;0.47100000000000003;0.67
0.0;0.613;0.684
0.0;0.6980000000000001;0.68
0.0;0.72;0.682
0.0;0.634;0.68
0.0;0.549;0.6970000000000001
0.0;0.417;0.739
7.7;0.308;0.78
7.5;0.137;0.794
19.3;0.004;0.764
20.7;0.0;0.748
20.1;0.0;0.735
18.8;0.0;0.722
12.6;0.0;0.712
7.5;0.0;0.6970000000000001
0.0;0.0;0.665
0.0;0.0;0.637
0.0;0.0;0.631
0.0;0.0;0.649
0.0;0.0;0.664
0.0;0.0;0.669
0.0;0.0;0.687
0.0;0.034;0.687
0.0;0.211;0.7030000000000001
0.0;0.394;0.8170000000000001
0.0;0.546;0.867
0.0;0.652;0.869
0.0;0.676;0.858
0.0;0.648;0.844
0.0;0.589;0.8310000000000001
0.0;0.463;0.8290000000000001
8.7;0.296;0.8300000000000001
9.4;0.133;0.8150000000000001
16.4;0.005;0.76
21.5;0.0;0.7030000000000001
19.6;0.0;0.647
19.8;0.0;0.588
12.8;0.0;0.555
11.3;0.0;0.552
0.0;0.0;0.5680000000000001
0.0;0.0;0.588
0.0;0.0;0.605
0.0;0.0;0.61
0.0;0.0;0.598
0.0;0.0;0.5740000000000001
0.0;0.0;0.553
0.0;0.028;0.534
0.0;0.217;0.521
0.0;0.434;0.617
0.0;0.586;0.672
0.0;0.647;0.645
0.0;0.638;0.601
0.0;0.624;0.554
0.0;0.521;0.502
0.0;0.43;0.468
10.0;0.28400000000000003;0.456
11.8;0.111;0.435
19.8;0.003;0.417
22.0;0.0;0.419
20.9;0.0;0.41000000000000003
18.8;0.0;0.39
13.7;0.0;0.365
10.7;0.0;0.331
0.0;0.0;0.303
0.0;0.0;0.28600000000000003
0.0;0.0;0.275
0.0;0.0;0.263
0.0;0.0;0.256
0.0;0.0;0.256
0.0;0.0;0.247
0.0;0.039;0.23600000000000002
0.0;0.248;0.214
0.0;0.438;0.271
0.0;0.5760000000000001;0.292
0.0;0.64;0.271
0.0;0.628;0.254
0.0;0.619;0.23700000000000002
0.0;0.54;0.219
0.0;0.445;0.222
0.0;0.29;0.249
0.0;0.139;0.271
0.0;0.005;0.294
0.0;0.0;0.315
0.0;0.0;0.31
0.0;0.0;0.28600000000000003
0.0;0.0;0.258
0.0;0.0;0.23600000000000002
0.0;0.0;0.22
0.0;0.0;0.219
0.0;0.0;0.23700000000000002
0.0;0.0;0.268
0.0;0.0;0.28400000000000003
0.0;0.0;0.276
0.0;0.0;0.268
0.0;0.042;0.245
0.0;0.259;0.228
0.0;0.456;0.341
0.0;0.588;0.418
0.0;0.669;0.457
0.0;0.704;0.518
0.0;0.6880000000000001;0.591
0.0;0.628;0.649
0.0;0.536;0.6970000000000001
0.0;0.378;0.722
0.0;0.176;0.718
0.0;0.008;0.635
0.0;0.0;0.492
0.0;0.0;0.47000000000000003
0.0;0.0;0.48
0.0;0.0;0.492
0.0;0.0;0.527
0.0;0.0;0.628
0.0;0.0;0.718
0.0;0.0;0.758
0.0;0.0;0.761
0.0;0.0;0.775
0.0;0.0;0.788
0.0;0.0;0.751
0.0;0.042;0.725
0.0;0.26;0.781
0.0;0.443;0.877
0.0;0.591;0.911
0.0;0.661;0.92
0.0;0.669;0.922
0.0;0.5730000000000001;0.921
0.0;0.5760000000000001;0.918
0.0;0.463;0.915
8.3;0.342;0.914
7.8;0.138;0.906
