Demand;SolarGen;Wind
0.0;0.0;0.297
0.0;0.0;0.28700000000000003
0.0;0.0;0.28300000000000003
0.0;0.0;0.277
0.0;0.0;0.29
0.0;0.0;0.241
0.0;0.073;0.184
0.0;0.258;0.132
0.0;0.462;0.17200000000000001
0.0;0.604;0.245
0.0;0.667;0.26
0.0;0.664;0.294
0.0;0.62;0.326
0.0;0.517;0.321
0.0;0.37;0.304
20.81364;0.196;0.271
47.85192000000001;0.06;0.312
65.55324;0.0;0.405
68.86008;0.0;0.515
66.81762;0.0;0.616
63.41351999999999;0.0;0.67
55.856418;0.0;0.686
44.44782;0.0;0.6970000000000001
31.22046;0.0;0.685
0.0;0.0;0.682
0.0;0.0;0.6910000000000001
0.0;0.0;0.6980000000000001
0.0;0.0;0.708
0.0;0.0;0.708
0.0;0.0;0.7010000000000001
0.0;0.051000000000000004;0.713
0.0;0.20800000000000002;0.745
0.0;0.393;0.8320000000000001
0.0;0.5640000000000001;0.878
0.0;0.586;0.883
0.0;0.583;0.878
0.0;0.5650000000000001;0.865
0.0;0.529;0.845
0.0;0.427;0.806
20.81364;0.296;0.756
47.85192000000001;0.10400000000000001;0.682
65.55324;0.0;0.623
68.86008;0.0;0.597
66.81762;0.0;0.586
63.41351999999999;0.0;0.5640000000000001
55.856418;0.0;0.539
44.44782;0.0;0.526
31.22046;0.0;0.525
0.0;0.0;0.529
0.0;0.0;0.539
0.0;0.0;0.544
0.0;0.0;0.557
0.0;0.0;0.548
0.0;0.0;0.53
0.0;0.065;0.522
0.0;0.23600000000000002;0.535
0.0;0.41500000000000004;0.635
0.0;0.533;0.732
0.0;0.597;0.753
0.0;0.594;0.744
0.0;0.587;0.733
0.0;0.527;0.71
0.0;0.431;0.667
20.81364;0.258;0.599
47.85192000000001;0.098;0.518
65.55324;0.0;0.46900000000000003
68.86008;0.0;0.43
66.81762;0.0;0.425
63.41351999999999;0.0;0.419
55.856418;0.0;0.41400000000000003
44.44782;0.0;0.426
31.22046;0.0;0.41500000000000004
0.0;0.0;0.376
0.0;0.0;0.375
0.0;0.0;0.37
