Demand;SolarGen;Wind
0.025265022;0;0.007
0.022530006;0;0.005
0.023668451;0;0.004
0.024553995;0;0.002
0.025629051;0;0.002
0.210939062;0;0.002
1.428459302;0;0.003
1.547311127;0;0.004
1.173858812;0;0.003
0.910776492;0;0.001
0.312291681;0;0.001
0.322986285;0.031;0.001
1.573986589;0.142;0.006
1.53437425;0.246;0.015
0.319831702;0.321;0.033
0.323147757;0.365;0.062
0.277221539;0.347;0.072
0.233048801;0.322;0.067
1.350884758;0.289;0.054
1.245516459;0.271;0.036
1.119792401;0.251;0.035
1.015259673;0.144;0.055
0.396430167;0.038;0.043
0.148777702;0;0.009
0.026312733;0;0.002
0.02415765;0;0.002
0.02499337;0;0.004
0.026000186;0;0.007
0.021796371;0;0.012
0.232487416;0;0.013
1.398645145;0;0.013
1.387397598;0;0.009
1.15136705;0;0.006
0.906509882;0;0.004
0.298534714;0;0.003
0.307022462;0.027;0.004
1.454557878;0.138;0.022
1.536804385;0.278;0.056
0.336561368;0.408;0.07
0.300942347;0.481;0.072
0.267363622;0.511;0.07
0.262290569;0.512;0.07
1.31679215;0.435;0.076
1.403046366;0.344;0.071
1.085689548;0.207;0.055
1.032424559;0.099;0.037
0.392565874;0.036;0.022
0.151235544;0;0.01
0.024216433;0;0.005
0.021703414;0;0.003
0.024329474;0;0.002
0.026039417;0;0.001
0.026228726;0;0.001
0.231886249;0;0.001
1.417232484;0;0.001
1.554172696;0;0.001
1.23012807;0;0.001
0.848611254;0;0.003
0.341671666;0;0.006
0.315525721;0.019;0.009
1.365687799;0.122;0.031
1.560022211;0.27;0.05
0.285912769;0.406;0.059
0.333375778;0.495;0.061
0.260891163;0.512;0.066
0.237634488;0.525;0.077
1.408421973;0.439;0.084
1.437813677;0.341;0.08
1.202724836;0.228;0.063
1.103322305;0.125;0.043
0.422894523;0.05;0.027
0.155744832;0;0.01
0.02600591;0;0.004
0.023545587;0;0.003
0.021955976;0;0.005
0.021848272;0;0.007
0.025116819;0;0.008
0.243977199;0;0.01
1.320122768;0;0.012
1.563809968;0;0.012
1.176785731;0;0.01
0.850419977;0;0.015
0.316569733;0;0.013
0.320025159;0.031;0.013
1.548133664;0.138;0.038
1.580180123;0.257;0.062
0.310425332;0.373;0.061
0.307425497;0.402;0.061
0.301253432;0.391;0.062
0.253328891;0.322;0.066
1.305968856;0.258;0.061
1.414401543;0.199;0.052
1.135962492;0.131;0.041
0.98445741;0.076;0.028
0.452635759;0.026;0.018
0.159286508;0;0.007
0.023311322;0;0.006
0.023499238;0;0.008
0.025417966;0;0.009
0.026069795;0;0.006
0.025675989;0;0.008
0.225124285;0;0.011
1.297866911;0;0.011
1.359351295;0;0.008
1.119737176;0;0.007
0.76234849;0;0.008
0.333971675;0;0.011
0.338167175;0.029;0.014
1.631972972;0.134;0.049
1.433471993;0.29;0.055
0.292073063;0.417;0.039
0.309738716;0.494;0.025
0.281035345;0.494;0.014
0.26832446;0.447;0.008
1.403576345;0.356;0.009
1.282590388;0.308;0.011
1.111800632;0.225;0.012
1.039118395;0.114;0.01
0.435350491;0.036;0.005
0.164381049;0;0.001
0.022401076;0;0.001
0.02554208;0;0.002
0.022609927;0;0.002
0.021822261;0;0.002
0.023349798;0;0.001
0.247653947;0;0.001
