Demand;SolarGen;Wind
0.0;0.0;0.011
0.0;0.0;0.018000000000000002
0.0;0.0;0.025
0.0;0.0;0.028
0.0;0.0;0.028
0.0;0.0;0.025
0.0;0.023;0.023
84.61800000000001;0.09;0.021
141.03;0.181;0.019
130.6878;0.28400000000000003;0.019
132.5682;0.383;0.019
134.4486;0.43;0.023
141.9702;0.438;0.036000000000000004
135.3888;0.4;0.059000000000000004
136.329;0.324;0.088
123.1662;0.224;0.11800000000000001
123.1662;0.093;0.145
155.133;0.003;0.161
168.2958;0.0;0.164
161.7144;0.0;0.17
146.6712;0.0;0.17
136.329;0.0;0.17200000000000001
125.0466;0.0;0.176
108.123;0.0;0.182
0.0;0.0;0.186
0.0;0.0;0.20500000000000002
0.0;0.0;0.23900000000000002
0.0;0.0;0.292
0.0;0.0;0.354
0.0;0.0;0.419
0.0;0.099;0.47600000000000003
84.61800000000001;0.296;0.527
141.03;0.489;0.562
130.6878;0.629;0.555
132.5682;0.7000000000000001;0.518
134.4486;0.709;0.466
141.9702;0.643;0.40700000000000003
135.3888;0.544;0.363
136.329;0.433;0.355
123.1662;0.273;0.398
123.1662;0.08600000000000001;0.466
155.133;0.001;0.486
168.2958;0.0;0.46900000000000003
161.7144;0.0;0.453
146.6712;0.0;0.43
136.329;0.0;0.382
125.0466;0.0;0.32
108.123;0.0;0.28400000000000003
0.0;0.0;0.251
0.0;0.0;0.215
0.0;0.0;0.166
0.0;0.0;0.134
0.0;0.0;0.111
0.0;0.0;0.113
0.0;0.04;0.126
84.61800000000001;0.155;0.16
141.03;0.28;0.198
130.6878;0.40900000000000003;0.243
132.5682;0.514;0.281
134.4486;0.5740000000000001;0.295
141.9702;0.545;0.311
135.3888;0.467;0.34400000000000003
136.329;0.357;0.383
123.1662;0.246;0.40900000000000003
123.1662;0.112;0.41000000000000003
155.133;0.004;0.404
168.2958;0.0;0.398
161.7144;0.0;0.379
146.6712;0.0;0.34400000000000003
136.329;0.0;0.294
125.0466;0.0;0.23600000000000002
108.123;0.0;0.188
0.0;0.0;0.168
0.0;0.0;0.159
0.0;0.0;0.148
0.0;0.0;0.132
0.0;0.0;0.113
0.0;0.0;0.08600000000000001
0.0;0.14400000000000002;0.063
84.61800000000001;0.356;0.051000000000000004
141.03;0.536;0.044
130.6878;0.65;0.032
132.5682;0.721;0.024
134.4486;0.741;0.026000000000000002
141.9702;0.722;0.039
135.3888;0.654;0.051000000000000004
136.329;0.543;0.058
123.1662;0.377;0.062
123.1662;0.162;0.057
155.133;0.004;0.049
168.2958;0.0;0.046
161.7144;0.0;0.044
146.6712;0.0;0.036000000000000004
136.329;0.0;0.03
125.0466;0.0;0.03
108.123;0.0;0.038
0.0;0.0;0.051000000000000004
0.0;0.0;0.058
0.0;0.0;0.061
0.0;0.0;0.061
0.0;0.0;0.063
0.0;0.0;0.07100000000000001
0.0;0.065;0.074
84.61800000000001;0.218;0.07100000000000001
141.03;0.367;0.076
130.6878;0.484;0.069
132.5682;0.554;0.043000000000000003
134.4486;0.633;0.022
141.9702;0.642;0.025
135.3888;0.583;0.033
136.329;0.47500000000000003;0.032
123.1662;0.342;0.024
123.1662;0.167;0.014
155.133;0.008;0.007
168.2958;0.0;0.004
161.7144;0.0;0.003
146.6712;0.0;0.003
136.329;0.0;0.005
125.0466;0.0;0.008
108.123;0.0;0.013000000000000001
0.0;0.0;0.022
0.0;0.0;0.04
0.0;0.0;0.07200000000000001
0.0;0.0;0.114
0.0;0.0;0.153
0.0;0.0;0.182
0.0;0.106;0.20600000000000002
84.61800000000001;0.339;0.22
141.03;0.549;0.23
130.6878;0.68;0.219
132.5682;0.758;0.187
134.4486;0.784;0.14300000000000002
141.9702;0.766;0.1
135.3888;0.704;0.067
136.329;0.594;0.049
123.1662;0.429;0.037
123.1662;0.20700000000000002;0.037
155.133;0.009000000000000001;0.036000000000000004
168.2958;0.0;0.038
161.7144;0.0;0.044
146.6712;0.0;0.048
136.329;0.0;0.052000000000000005
125.0466;0.0;0.058
108.123;0.0;0.064
0.0;0.0;0.073
0.0;0.0;0.08
0.0;0.0;0.09
0.0;0.0;0.097
0.0;0.0;0.098
0.0;0.0;0.095
0.0;0.101;0.08
84.61800000000001;0.28700000000000003;0.067
141.03;0.433;0.061
130.6878;0.535;0.055
132.5682;0.596;0.047
134.4486;0.594;0.04
141.9702;0.547;0.046
135.3888;0.463;0.069
136.329;0.365;0.107
123.1662;0.249;0.156
123.1662;0.127;0.201
155.133;0.005;0.232
168.2958;0.0;0.23900000000000002
161.7144;0.0;0.22
146.6712;0.0;0.185
136.329;0.0;0.15
125.0466;0.0;0.129
108.123;0.0;0.13
0.0;0.0;0.149
0.0;0.0;0.183
0.0;0.0;0.219
0.0;0.0;0.241
0.0;0.0;0.259
0.0;0.0;0.274
0.0;0.074;0.29
84.61800000000001;0.189;0.302
141.03;0.323;0.311
130.6878;0.425;0.304
132.5682;0.503;0.261
134.4486;0.519;0.212
141.9702;0.557;0.168
135.3888;0.532;0.129
136.329;0.41500000000000004;0.092
123.1662;0.268;0.06
123.1662;0.10300000000000001;0.048
155.133;0.003;0.052000000000000005
168.2958;0.0;0.062
161.7144;0.0;0.074
146.6712;0.0;0.091
136.329;0.0;0.1
125.0466;0.0;0.089
108.123;0.0;0.073
0.0;0.0;0.062
0.0;0.0;0.059000000000000004
0.0;0.0;0.063
0.0;0.0;0.076
0.0;0.0;0.09
0.0;0.0;0.116
0.0;0.038;0.163
84.61800000000001;0.124;0.23800000000000002
141.03;0.229;0.34500000000000003
130.6878;0.298;0.531
132.5682;0.314;0.756
134.4486;0.301;0.842
141.9702;0.309;0.8130000000000001
135.3888;0.272;0.7020000000000001
136.329;0.2;0.5750000000000001
123.1662;0.116;0.51
123.1662;0.045;0.499
155.133;0.0;0.514
168.2958;0.0;0.56
161.7144;0.0;0.618
146.6712;0.0;0.671
136.329;0.0;0.6920000000000001
125.0466;0.0;0.6910000000000001
108.123;0.0;0.675
0.0;0.0;0.654
0.0;0.0;0.638
0.0;0.0;0.639
0.0;0.0;0.666
0.0;0.0;0.704
0.0;0.0;0.739
0.0;0.066;0.759
84.61800000000001;0.214;0.773
141.03;0.372;0.784
130.6878;0.501;0.787
132.5682;0.596;0.783
134.4486;0.616;0.749
141.9702;0.5720000000000001;0.6890000000000001
135.3888;0.468;0.612
136.329;0.326;0.544
123.1662;0.17500000000000002;0.49
123.1662;0.062;0.453
155.133;0.001;0.457
168.2958;0.0;0.492
161.7144;0.0;0.526
146.6712;0.0;0.542
136.329;0.0;0.5700000000000001
125.0466;0.0;0.603
108.123;0.0;0.599
0.0;0.0;0.583
0.0;0.0;0.5700000000000001
0.0;0.0;0.56
0.0;0.0;0.553
0.0;0.0;0.552
0.0;0.0;0.541
0.0;0.05;0.527
84.61800000000001;0.153;0.512
141.03;0.277;0.511
130.6878;0.369;0.504
132.5682;0.398;0.468
134.4486;0.403;0.375
141.9702;0.392;0.254
135.3888;0.34700000000000003;0.163
136.329;0.264;0.126
123.1662;0.14300000000000002;0.124
123.1662;0.049;0.12
155.133;0.0;0.137
168.2958;0.0;0.17400000000000002
161.7144;0.0;0.216
146.6712;0.0;0.218
136.329;0.0;0.176
125.0466;0.0;0.135
108.123;0.0;0.107
0.0;0.0;0.088
0.0;0.0;0.077
0.0;0.0;0.082
0.0;0.0;0.107
0.0;0.0;0.14300000000000002
0.0;0.0;0.171
0.0;0.065;0.187
84.61800000000001;0.226;0.185
141.03;0.379;0.166
130.6878;0.464;0.135
132.5682;0.47500000000000003;0.113
134.4486;0.447;0.112
141.9702;0.384;0.136
135.3888;0.326;0.181
136.329;0.267;0.231
123.1662;0.182;0.271
123.1662;0.073;0.291
155.133;0.001;0.309
168.2958;0.0;0.318
161.7144;0.0;0.359
146.6712;0.0;0.439
136.329;0.0;0.502
125.0466;0.0;0.524
108.123;0.0;0.524
0.0;0.0;0.524
0.0;0.0;0.51
0.0;0.0;0.482
0.0;0.0;0.451
0.0;0.0;0.431
0.0;0.0;0.432
0.0;0.03;0.454
84.61800000000001;0.106;0.492
141.03;0.20400000000000001;0.529
130.6878;0.309;0.546
132.5682;0.421;0.548
134.4486;0.504;0.513
141.9702;0.515;0.464
135.3888;0.482;0.434
136.329;0.404;0.419
123.1662;0.331;0.397
123.1662;0.157;0.381
155.133;0.007;0.41100000000000003
168.2958;0.0;0.464
161.7144;0.0;0.512
146.6712;0.0;0.541
136.329;0.0;0.536
125.0466;0.0;0.507
108.123;0.0;0.454
0.0;0.0;0.39
0.0;0.0;0.326
0.0;0.0;0.274
0.0;0.0;0.228
0.0;0.0;0.198
0.0;0.0;0.186
0.0;0.082;0.182
84.61800000000001;0.259;0.17300000000000001
141.03;0.421;0.165
130.6878;0.544;0.162
132.5682;0.626;0.164
134.4486;0.65;0.17200000000000001
141.9702;0.624;0.185
135.3888;0.5660000000000001;0.192
136.329;0.456;0.19
123.1662;0.305;0.202
123.1662;0.121;0.216
155.133;0.003;0.20800000000000002
168.2958;0.0;0.178
161.7144;0.0;0.138
146.6712;0.0;0.1
136.329;0.0;0.064
125.0466;0.0;0.037
108.123;0.0;0.028
0.0;0.0;0.031
0.0;0.0;0.041
0.0;0.0;0.058
0.0;0.0;0.076
0.0;0.0;0.08600000000000001
0.0;0.0;0.08700000000000001
0.0;0.059000000000000004;0.08600000000000001
84.61800000000001;0.25;0.079
141.03;0.40800000000000003;0.079
130.6878;0.508;0.08
132.5682;0.5640000000000001;0.075
134.4486;0.557;0.052000000000000005
141.9702;0.47600000000000003;0.023
135.3888;0.389;0.006
136.329;0.327;0.002
123.1662;0.227;0.001
123.1662;0.091;0.001
155.133;0.002;0.001
168.2958;0.0;0.001
161.7144;0.0;0.0
146.6712;0.0;0.0
136.329;0.0;0.001
125.0466;0.0;0.003
108.123;0.0;0.002
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.004
0.0;0.0;0.02
0.0;0.074;0.047
84.61800000000001;0.256;0.056
141.03;0.47400000000000003;0.047
130.6878;0.635;0.032
132.5682;0.712;0.019
134.4486;0.754;0.004
141.9702;0.741;0.0
135.3888;0.681;0.0
136.329;0.5680000000000001;0.0
123.1662;0.406;0.006
123.1662;0.19;0.015
155.133;0.009000000000000001;0.024
168.2958;0.0;0.028
161.7144;0.0;0.024
146.6712;0.0;0.015
136.329;0.0;0.009000000000000001
125.0466;0.0;0.007
108.123;0.0;0.008
0.0;0.0;0.011
0.0;0.0;0.014
