Demand;SolarGen;Wind
7.0186899999999985;0.0;0.193
6.3888;0.0;0.17400000000000002
6.68933;0.0;0.149
6.2985;0.0;0.133
16.044610000000002;0.0;0.119
22.40336;0.001;0.11199999999999999
29.32906;0.106;0.1
24.72211;0.306;0.077
26.59431;0.493;0.07100000000000001
35.61156;0.614;0.061
36.30212;0.6729999999999999;0.055999999999999994
37.45678;0.682;0.052000000000000005
36.62888;0.628;0.047
33.631409999999995;0.5429999999999999;0.042
39.39558;0.408;0.040999999999999995
37.58351;0.22899999999999998;0.040999999999999995
44.65539;0.052000000000000005;0.036000000000000004
67.44455;0.0;0.049
106.1625;0.0;0.042
99.99778;0.0;0.024
73.76892;0.0;0.012
41.61483;0.0;0.027999999999999997
19.62132;0.0;0.077
9.45216;0.0;0.131
7.06358;0.0;0.171
6.8175;0.0;0.198
7.536580000000002;0.0;0.214
7.07685;0.0;0.22399999999999998
16.658279999999998;0.0;0.239
21.06553;0.001;0.256
29.82703;0.11199999999999999;0.237
22.53267;0.298;0.35700000000000004
24.20261;0.46299999999999997;0.466
30.884690000000006;0.583;0.40399999999999997
36.80553;0.644;0.305
32.24467;0.657;0.22899999999999998
34.03109;0.637;0.184
35.41392000000001;0.5589999999999999;0.157
34.28614;0.42700000000000005;0.14400000000000002
32.96311;0.249;0.14800000000000002
45.05398;0.061;0.138
65.51909;0.0;0.187
93.50514;0.0;0.26
117.70982;0.0;0.335
66.91724;0.0;0.395
31.63479;0.0;0.40399999999999997
18.35536;0.0;0.411
7.70425;0.0;0.418
7.204789999999999;0.0;0.42200000000000004
6.12239;0.0;0.423
5.82064;0.0;0.43
6.6410800000000005;0.0;0.451
14.07686;0.0;0.467
16.32422;0.001;0.467
26.61566;0.11199999999999999;0.42200000000000004
19.442970000000006;0.301;0.618
25.12767;0.469;0.626
26.20066;0.607;0.55
32.02899;0.6709999999999999;0.44
38.34308;0.6910000000000001;0.359
33.15895;0.662;0.309
29.41139;0.5820000000000001;0.27699999999999997
36.26592;0.452;0.261
32.72514;0.273;0.247
41.44586;0.073;0.18600000000000003
59.82956;0.0;0.195
73.51364000000002;0.0;0.263
79.08740999999998;0.0;0.36700000000000005
66.07207;0.0;0.442
36.07415;0.0;0.477
18.62753;0.0;0.475
10.32244;0.0;0.485
5.81255;0.0;0.5
6.04982;0.0;0.515
5.22799;0.0;0.515
5.45697;0.0;0.504
12.58441;0.0;0.498
19.71941;0.001;0.494
25.92724;0.13699999999999998;0.486
17.68456;0.337;0.718
26.73692;0.496;0.71
33.004529999999995;0.616;0.597
25.87111;0.6779999999999999;0.451
30.67356;0.6859999999999999;0.33399999999999996
27.5112;0.644;0.23399999999999999
30.811;0.556;0.17
31.778340000000004;0.41700000000000004;0.14400000000000002
29.35854;0.236;0.141
33.093740000000004;0.055;0.12
54.38059000000001;0.0;0.146
83.29481;0.0;0.179
75.36179;0.0;0.22699999999999998
72.27107;0.0;0.297
40.73973;0.0;0.373
16.70705;0.0;0.41
7.14041;0.0;0.426
6.31066;0.0;0.425
7.5673;0.0;0.411
6.76235;0.0;0.397
6.04736;0.0;0.382
15.04821;0.0;0.374
16.09319;0.001;0.37
29.0331;0.124;0.321
22.24746;0.32899999999999996;0.40399999999999997
27.80149;0.496;0.418
27.88965;0.631;0.34600000000000003
43.04224;0.667;0.262
33.97882;0.652;0.203
35.72075;0.596;0.157
32.3302;0.5379999999999999;0.12300000000000001
33.234390000000005;0.424;0.106
37.52087;0.257;0.09699999999999999
46.4915;0.066;0.081
68.03063;0.0;0.11699999999999999
88.66245;0.0;0.172
91.24719;0.0;0.242
62.22016;0.0;0.312
36.93456;0.0;0.33899999999999997
18.01984;0.0;0.33
9.63172;0.0;0.34600000000000003
6.12019;0.0;0.34500000000000003
7.6165699999999985;0.0;0.312
7.55351;0.0;0.278
7.20188;0.0;0.28200000000000003
13.35141;0.0;0.294
19.76275;0.001;0.306
28.15822;0.12300000000000001;0.34600000000000003
23.96163;0.321;0.5750000000000001
25.122770000000006;0.489;0.557
35.0014;0.628;0.48100000000000004
36.95956;0.684;0.402
40.5543;0.6900000000000001;0.34
36.94565;0.6509999999999999;0.292
36.94025;0.5539999999999999;0.261
42.80479;0.415;0.247
32.00907;0.24100000000000002;0.23199999999999998
42.26389;0.061;0.179
56.68263;0.0;0.19699999999999998
87.97922;0.0;0.248
82.77708;0.0;0.307
76.8378;0.0;0.365
33.03477;0.0;0.39
18.4981;0.0;0.395
8.56823;0.0;0.407
7.4329399999999985;0.0;0.41700000000000004
4.87763;0.0;0.416
5.75553;0.0;0.407
6.09374;0.0;0.402
14.28945;0.0;0.4
20.85379;0.001;0.405
22.56686;0.14200000000000002;0.36700000000000005
26.42898;0.35000000000000003;0.5700000000000001
24.47476;0.515;0.608
26.229340000000004;0.628;0.524
32.175740000000005;0.6890000000000001;0.419
37.4193;0.7020000000000001;0.355
29.35963;0.669;0.315
26.48846;0.589;0.295
36.32246;0.45899999999999996;0.29600000000000004
28.949790000000004;0.278;0.293
41.57508;0.075;0.22399999999999998
53.02387;0.0;0.218
64.12352;0.0;0.263
68.23021;0.0;0.325
64.70515;0.0;0.401
40.64964000000001;0.0;0.466
20.47809;0.0;0.498
10.1443;0.0;0.503
6.6966100000000015;0.0;0.449
5.73019;0.0;0.428
5.44285;0.0;0.408
6.14939;0.0;0.396
11.35241;0.0;0.39299999999999996
15.07086;0.001;0.39
24.47849;0.15;0.33799999999999997
22.77266;0.365;0.5529999999999999
24.03205;0.532;0.606
27.6687;0.648;0.511
36.29144;0.705;0.42200000000000004
32.55866;0.7140000000000001;0.359
33.47055;0.679;0.31
35.101240000000004;0.597;0.28
32.65802;0.466;0.276
34.34088;0.28700000000000003;0.281
39.34999000000001;0.08;0.24100000000000002
56.7257;0.0;0.26899999999999996
78.99276;0.0;0.34500000000000003
101.1969;0.0;0.407
51.6182;0.0;0.44299999999999995
28.93995;0.0;0.43700000000000006
16.16776;0.0;0.436
7.39765;0.0;0.446
7.28062;0.0;0.457
7.15244;0.0;0.466
6.45753;0.0;0.475
7.037089999999999;0.0;0.496
13.95757;0.0;0.508
19.70153;0.002;0.502
30.09456;0.159;0.451
25.95541;0.371;0.662
26.77032;0.535;0.649
27.89675;0.643;0.501
35.26146;0.6980000000000001;0.35100000000000003
35.072140000000005;0.705;0.256
31.72896;0.674;0.192
34.62427;0.589;0.158
39.18866;0.45;0.151
36.36481;0.243;0.163
39.19385;0.06;0.151
67.40059000000001;0.0;0.20199999999999999
97.22248;0.0;0.29100000000000004
95.8767;0.0;0.376
83.26592;0.0;0.43700000000000006
42.09563;0.0;0.46399999999999997
22.91437;0.0;0.46799999999999997
9.47307;0.0;0.479
7.38822;0.0;0.486
6.58236;0.0;0.489
7.3063699999999985;0.0;0.494
6.9786100000000015;0.0;0.496
15.616970000000002;0.0;0.485
20.64144;0.0;0.462
26.64731;0.081;0.631
24.35959;0.24100000000000002;0.71
28.64887;0.418;0.6409999999999999
30.504340000000006;0.593;0.5529999999999999
39.31535;0.682;0.475
39.0879;0.6900000000000001;0.407
38.64387;0.642;0.353
35.95773;0.557;0.32
38.1861;0.423;0.306
32.47118;0.245;0.299
52.90407;0.06;0.233
67.06389;0.0;0.22899999999999998
94.55816;0.0;0.28200000000000003
104.66936;0.0;0.36700000000000005
71.10904000000002;0.0;0.467
35.94835;0.0;0.498
19.75486;0.0;0.539
9.292;0.0;0.5690000000000001
5.40517;0.0;0.578
5.26757;0.0;0.588
5.12039;0.0;0.603
6.96695;0.0;0.594
13.76537;0.0;0.556
20.76023;0.001;0.527
26.09614;0.132;0.5700000000000001
19.42183;0.337;0.664
22.10612;0.503;0.598
28.75808;0.607;0.54
29.84138;0.664;0.51
33.683679999999995;0.67;0.489
33.44808;0.621;0.462
26.65246;0.53;0.434
33.05784;0.395;0.411
31.44623;0.22;0.359
40.54774000000001;0.051;0.23199999999999998
58.88749;0.0;0.19
94.28669;0.0;0.22
88.19111;0.0;0.29100000000000004
83.8974;0.0;0.37200000000000005
32.49495;0.0;0.414
17.52786;0.0;0.434
8.11899;0.0;0.46
5.10186;0.0;0.48200000000000004
6.45987;0.0;0.494
5.76287;0.0;0.51
6.0065800000000005;0.0;0.526
14.72267;0.0;0.5329999999999999
15.01999;0.001;0.526
27.16223;0.119;0.542
20.02823;0.321;0.687
25.09428;0.49200000000000005;0.631
31.40797;0.639;0.532
36.54884000000001;0.6970000000000001;0.418
32.75459;0.706;0.336
29.63975;0.669;0.281
31.7316;0.586;0.244
36.91158;0.45299999999999996;0.221
39.92579;0.272;0.198
42.33346;0.07100000000000001;0.14400000000000002
52.71439;0.0;0.153
94.51012;0.0;0.19
81.41082;0.0;0.247
65.10625;0.0;0.322
31.880740000000007;0.0;0.384
21.29064;0.0;0.423
8.13304;0.0;0.451
6.31619;0.0;0.466
6.70593;0.0;0.45899999999999996
6.20919;0.0;0.44
7.564660000000001;0.0;0.425
15.03989;0.0;0.415
20.21736;0.002;0.413
28.25702;0.151;0.385
22.62922;0.364;0.521
25.92586;0.531;0.484
30.70842;0.649;0.35600000000000004
36.73043;0.705;0.22899999999999998
38.09291;0.713;0.146
35.020140000000005;0.6729999999999999;0.095
30.20205;0.581;0.068
37.50927;0.442;0.06
34.78902;0.264;0.073
44.86605;0.07100000000000001;0.08700000000000001
67.30360999999999;0.0;0.14400000000000002
79.93585999999998;0.0;0.203
110.21067;0.0;0.268
69.19355999999999;0.0;0.32
31.276940000000003;0.0;0.34800000000000003
19.88235;0.0;0.359
9.06741;0.0;0.369
7.874630000000002;0.0;0.39799999999999996
8.19781;0.0;0.433
7.820639999999999;0.0;0.419
6.96236;0.0;0.382
15.68158;0.0;0.354
25.33186;0.001;0.32
35.93644000000001;0.14300000000000002;0.248
25.06526;0.355;0.271
27.43764;0.523;0.182
33.46795;0.631;0.062
50.47632;0.6900000000000001;0.027000000000000003
39.52596;0.7010000000000001;0.015
48.75387;0.66;0.011000000000000001
33.7387;0.5740000000000001;0.012
46.06204;0.435;0.016
35.66366;0.247;0.018000000000000002
53.85926;0.059;0.027000000000000003
67.86994;0.0;0.054000000000000006
85.3447;0.0;0.048
104.27846;0.0;0.024
66.90669;0.0;0.006
44.08158;0.0;0.002
22.25241;0.0;0.011000000000000001
10.01324;0.0;0.040999999999999995
6.13215;0.0;0.076
7.9611100000000015;0.0;0.091
7.83157;0.0;0.08199999999999999
7.365010000000002;0.0;0.061
16.79391;0.0;0.04
21.05989;0.001;0.027999999999999997
28.38035;0.127;0.024
30.17383;0.33;0.019
27.25427;0.5;0.004
31.75105;0.631;0.0
42.09329;0.6900000000000001;0.002
37.09062;0.6990000000000001;0.004
36.73392;0.6459999999999999;0.006
36.24364;0.544;0.006999999999999999
35.84605;0.4;0.006999999999999999
39.31096;0.225;0.009000000000000001
45.51654;0.057;0.013
55.4296;0.0;0.031
85.28511;0.0;0.035
104.01468;0.0;0.036000000000000004
79.64824;0.0;0.038
35.87027;0.0;0.028999999999999998
20.6093;0.0;0.013999999999999999
10.56496;0.0;0.006999999999999999
7.04128;0.0;0.011000000000000001
6.6315300000000015;0.0;0.027999999999999997
7.6451;0.0;0.05
6.644539999999999;0.0;0.067
15.8884;0.0;0.08199999999999999
19.07208;0.001;0.09699999999999999
23.62183;0.139;0.095
27.19685;0.34500000000000003;0.055999999999999994
27.10548;0.51;0.045
29.916390000000003;0.62;0.044000000000000004
38.28399;0.679;0.054000000000000006
39.08206;0.6920000000000001;0.059
30.94621;0.648;0.055999999999999994
37.68066;0.5680000000000001;0.053
39.96695;0.43700000000000006;0.055
34.60858;0.251;0.061
42.54853;0.064;0.057999999999999996
72.28206999999998;0.0;0.076
76.5081;0.0;0.08900000000000001
101.94235;0.0;0.11
65.72875;0.0;0.146
44.4881;0.0;0.195
23.12934;0.0;0.24100000000000002
9.00165;0.0;0.28200000000000003
5.57395;0.0;0.299
6.8358;0.0;0.289
5.68398;0.0;0.256
6.81089;0.0;0.209
12.54933;0.0;0.184
17.7233;0.002;0.19
26.88023;0.151;0.17
21.03421;0.364;0.13
24.25459;0.528;0.228
24.73167;0.637;0.295
28.50709;0.6900000000000001;0.28700000000000003
26.16876;0.6970000000000001;0.249
28.3352;0.664;0.21
30.19429;0.586;0.182
33.84453;0.457;0.166
30.12048;0.27899999999999997;0.153
39.19766;0.078;0.107
58.66698;0.0;0.103
72.54349;0.0;0.115
104.69988;0.0;0.14800000000000002
59.03565;0.0;0.207
26.72043;0.0;0.294
21.61575;0.0;0.384
8.03392;0.0;0.439
5.43346;0.0;0.462
5.568969999999998;0.0;0.436
5.72163;0.0;0.411
6.09445;0.0;0.39
13.85034;0.0;0.377
15.95032;0.002;0.38
22.86003;0.157;0.33399999999999996
18.20926;0.36700000000000005;0.331
26.23841;0.531;0.331
25.12341;0.633;0.315
26.531990000000004;0.6890000000000001;0.29100000000000004
36.27187;0.6980000000000001;0.275
27.22791;0.6579999999999999;0.27699999999999997
29.892740000000003;0.5770000000000001;0.294
36.77654;0.445;0.318
29.89763;0.266;0.326
36.3488;0.07;0.237
57.89693000000001;0.0;0.192
78.92896;0.0;0.184
89.86542;0.0;0.212
64.00916;0.0;0.297
29.28044;0.0;0.408
16.51062;0.0;0.471
7.17352;0.0;0.475
6.20596;0.0;0.449
5.10259;0.0;0.415
5.85958;0.0;0.387
7.0011100000000015;0.0;0.34
19.27023;0.0;0.29100000000000004
17.93873;0.002;0.243
25.33008;0.14800000000000002;0.162
19.33006;0.36200000000000004;0.077
20.03492;0.528;0.153
31.19889;0.643;0.22399999999999998
33.12058;0.7000000000000001;0.276
31.24284;0.7090000000000001;0.268
32.30866;0.665;0.23399999999999999
22.87609;0.579;0.2
29.08431;0.445;0.172
31.49078;0.265;0.147
41.32295;0.07200000000000001;0.091
58.4786;0.0;0.081
74.23756999999998;0.0;0.081
106.38449;0.0;0.11199999999999999
47.22083;0.0;0.215
41.11713;0.0;0.36700000000000005
20.89253;0.0;0.462
9.08707;0.0;0.488
5.84866;0.0;0.477
5.79338;0.0;0.45
6.84415;0.0;0.413
5.96094;0.0;0.359
12.10282;0.0;0.298
16.917089999999998;0.002;0.24600000000000002
22.94854;0.13;0.172
17.58867;0.33799999999999997;0.08800000000000001
21.70128;0.508;0.069
31.60741;0.609;0.066
35.82942;0.652;0.066
30.62853;0.6579999999999999;0.057
34.59345;0.643;0.046
29.70533;0.5820000000000001;0.040999999999999995
35.42531;0.462;0.045
32.78733;0.28600000000000003;0.057999999999999996
30.01845;0.08199999999999999;0.057999999999999996
58.73339;0.0;0.07100000000000001
63.74675;0.0;0.07200000000000001
104.10843;0.0;0.066
50.13686;0.0;0.055999999999999994
38.02464000000001;0.0;0.040999999999999995
15.04074;0.0;0.04
5.31553;0.0;0.057
7.7568199999999985;0.0;0.08600000000000001
7.1524;0.0;0.11599999999999999
7.16978;0.0;0.136
6.18906;0.0;0.135
17.74711;0.0;0.126
22.07555;0.002;0.121
34.03078;0.166;0.10099999999999999
24.78579;0.382;0.036000000000000004
29.34362;0.545;0.011000000000000001
36.45398;0.655;0.012
43.64316;0.711;0.02
38.1326;0.72;0.023
34.00248;0.682;0.017
34.70639;0.5740000000000001;0.012
35.94802;0.40399999999999997;0.01
43.46181;0.222;0.009000000000000001
47.10456;0.062;0.008
79.36655999999998;0.0;0.013999999999999999
99.29798;0.0;0.015
105.37612;0.0;0.016
78.31945;0.0;0.03
47.26707;0.0;0.07
21.34458;0.0;0.13
9.70054;0.0;0.195
8.06869;0.0;0.245
8.17805;0.0;0.256
8.682260000000001;0.0;0.251
7.75678;0.0;0.249
15.67393;0.0;0.244
23.07233;0.002;0.24100000000000002
26.58466;0.162;0.195
24.16339;0.382;0.115
30.12467;0.5489999999999999;0.127
38.34241;0.6579999999999999;0.155
32.306670000000004;0.715;0.147
35.28482;0.7240000000000001;0.11199999999999999
46.76109;0.6890000000000001;0.076
