Demand,SolarGen,Wind,GridAvailability
22,0,0.061,1
0,0,0.053,0
0,0,0.035,0
0,0,0.021,1
0,0,0.013,0
0,0,0.011,1
0,0,0.012,1
4,0.008,0.012,1
10,0.236,0,1
6,0.475,0,0
3,0.64,0.006,0
0,0.755,0.025,0
3,0.812,0.04,1
3,0.812,0.051,1
3,0.764,0.061,1
3,0.66,0.071,0
3,0.493,0.076,1
0,0.266,0.084,1
21,0.042,0.076,1
18,0,0.06,1
28,0,0.045,1
19,0,0.044,0
19,0,0.053,1
6,0,0.053,1
6,0,0.046,1
0,0,0.035,1
0,0,0.021,1
0,0,0.008,1
0,0,0.002,1
0,0,0.001,1
0,0,0.001,0
2,0.006,0,1
4,0.183,0,1
18,0.417,0.001,0
0,0.548,0.003,0
0,0.616,0.009,1
3,0.727,0.031,1
3,0.766,0.058,1
9,0.689,0.074,1
6,0.604,0.108,1
3,0.425,0.182,0
3,0.212,0.269,0
3,0.03,0.269,1
12,0,0.204,1
10,0,0.152,1
7,0,0.139,1
6,0,0.122,1
6,0,0.105,1
6,0,0.087,0
0,0,0.06,1
0,0,0.034,1
0,0,0.013,1
0,0,0.004,1
0,0,0.001,1
0,0,0,0
8,0.007,0,1
6,0.191,0,0
3,0.421,0.006,1
3,0.564,0.024,1
6,0.625,0.036,1
12,0.603,0.057,1
6,0.41,0.082,1
3,0.287,0.099,1
6,0.222,0.096,0
30,0.142,0.077,0
21,0.111,0.06,1
6,0.032,0.045,1
37,0,0.032,1
24,0,0.028,1
21,0,0.068,1
7,0,0.129,0
6,0,0.155,1
8,0,0.161,1
0,0,0.23,1
0,0,0.361,1
0,0,0.432,1
0,0,0.383,1
0,0,0.253,1
0,0,0.142,0
8,0.007,0.064,1
8,0.187,0,1
3,0.421,0.007,0
9,0.598,0.045,0
6,0.677,0.11,1
9,0.575,0.219,1
9,0.462,0.362,1
9,0.427,0.492,0
6,0.38,0.577,1
9,0.333,0.613,1
6,0.172,0.578,1
18,0.028,0.521,1
26,0,0.436,1
41,0,0.363,1
20,0,0.312,1
21,0,0.272,0
8,0,0.225,1
12,0,0.179,1
0,0,0.144,1
0,0,0.123,1
0,0,0.098,1
0,0,0.069,1
0,0,0.045,1
0,0,0.024,1
2,0.004,0.006,1
4,0.107,0.003,1
3,0.274,0.108,1
3,0.395,0.205,1
3,0.373,0.235,1
3,0.361,0.245,1
21,0.303,0.247,1
3,0.245,0.232,0
0,0.233,0.213,1
9,0.143,0.197,0
24,0.055,0.184,1
24,0.005,0.156,1
20,0,0.109,0
35,0,0.069,0
16,0,0.031,1
21,0,0.011,1
16,0,0.006,0
4,0,0.009,1
0,0,0.021,1
0,0,0.033,1
0,0,0.039,1
0,0,0.047,1
0,0,0.06,0
0,0,0.077,0
2,0.006,0.075,1
2,0.188,0.042,1
12,0.347,0.033,0
6,0.294,0.024,1
6,0.439,0.021,1
12,0.511,0.02,0
12,0.345,0.018,1
3,0.297,0.012,1
6,0.214,0.003,1
9,0.153,0,1
6,0.089,0,1
9,0.018,0,1
11,0,0.001,1
7,0,0.006,1
18,0,0.018,0
20,0,0.03,1
20,0,0.059,1
6,0,0.122,1
0,0,0.211,0
0,0,0.259,0
0,0,0.266,1
0,0,0.246,1
0,0,0.226,1
0,0,0.196,1
8,0.002,0.144,0
8,0.1,0.078,1
6,0.269,0.032,1
9,0.513,0.008,1
12,0.698,0.014,1
6,0.794,0.054,0
6,0.801,0.146,1
9,0.756,0.346,1
9,0.657,0.599,1
24,0.497,0.673,1
27,0.278,0.597,0
0,0.053,0.443,1
9,0,0.318,1
16,0,0.265,1
23,0,0.192,0
16,0,0.119,0
22,0,0.071,1
18,0,0.086,1
0,0,0.149,1
0,0,0.188,0
0,0,0.172,1
0,0,0.143,1
0,0,0.124,1
0,0,0.111,1
6,0.011,0.086,0
12,0.211,0.256,1
3,0.443,0.381,1
3,0.6,0.371,1
3,0.719,0.39,1
3,0.779,0.435,0
0,0.793,0.494,1
3,0.745,0.555,0
6,0.642,0.605,0
21,0.478,0.645,1
18,0.26,0.597,0
39,0.045,0.539,1
48,0,0.503,0
31,0,0.484,1
27,0,0.459,1
24,0,0.407,1
22,0,0.342,1
10,0,0.307,1
0,0,0.269,1
0,0,0.268,1
0,0,0.284,0
0,0,0.289,1
0,0,0.245,1
0,0,0.211,1
4,0.012,0.102,1
6,0.209,0.32,1
18,0.43,0.454,1
3,0.574,0.434,1
6,0.657,0.494,1
6,0.689,0.597,1
3,0.687,0.682,1
3,0.585,0.733,0
3,0.486,0.749,0
3,0.335,0.733,0
6,0.125,0.65,1
6,0.015,0.619,1
10,0,0.602,1
19,0,0.603,1
4,0,0.537,0
11,0,0.469,1
20,0,0.418,1
6,0,0.379,1
0,0,0.359,0
0,0,0.368,1
0,0,0.373,1
0,0,0.37,1
0,0,0.357,1
0,0,0.315,0
4,0.008,0.195,1
4,0.187,0.326,1
3,0.429,0.315,1
9,0.615,0.224,0
3,0.737,0.207,1
6,0.802,0.228,1
15,0.799,0.257,1
3,0.75,0.294,1
6,0.645,0.351,1
9,0.486,0.389,1
3,0.269,0.388,1
18,0.052,0.395,1
22,0,0.391,0
36,0,0.385,1
23,0,0.368,1
9,0,0.344,0
6,0,0.312,1
22,0,0.276,1
0,0,0.238,0
0,0,0.205,0
0,0,0.134,1
0,0,0.087,1
0,0,0.058,0
0,0,0.03,0
4,0.013,0.004,1
2,0.202,0.024,1
15,0.428,0.096,0
12,0.623,0.127,1
9,0.75,0.151,1
9,0.807,0.188,1
6,0.798,0.228,1
3,0.749,0.277,0
0,0.645,0.332,0
18,0.469,0.371,1
18,0.254,0.37,1
21,0.048,0.396,1
31,0,0.359,1
34,0,0.351,0
7,0,0.357,0
9,0,0.342,1
18,0,0.308,1
16,0,0.27,1
0,0,0.237,1
0,0,0.217,0
0,0,0.188,1
0,0,0.143,0
0,0,0.086,1
0,0,0.05,0
4,0.017,0.013,1
8,0.247,0.045,1
6,0.482,0.117,0
3,0.656,0.139,1
3,0.77,0.152,1
3,0.827,0.171,1
9,0.811,0.203,1
9,0.767,0.225,1
6,0.668,0.254,0
0,0.505,0.292,1
15,0.288,0.293,1
33,0.06,0.315,1
29,0,0.309,1
29,0,0.295,0
13,0,0.282,0
22,0,0.266,1
8,0,0.275,0
10,0,0.256,1
0,0,0.216,1
0,0,0.146,0
0,0,0.096,1
0,0,0.079,1
0,0,0.059,0
0,0,0.029,1
4,0.018,0.003,1
4,0.251,0,1
3,0.49,0.003,1
6,0.657,0.006,0
12,0.768,0.014,1
9,0.824,0.027,0
3,0.821,0.045,1
3,0.771,0.073,1
6,0.667,0.115,1
21,0.507,0.165,1
12,0.29,0.224,1
18,0.062,0.274,1
21,0,0.274,1
25,0,0.235,1
11,0,0.19,1
6,0,0.149,1
18,0,0.12,1
6,0,0.101,1
0,0,0.09,0
0,0,0.08,1
0,0,0.064,1
0,0,0.047,1
0,0,0.031,0
0,0,0.017,1
6,0.018,0.003,1
8,0.239,0.001,0
15,0.472,0.042,1
6,0.645,0.066,0
9,0.752,0.091,1
9,0.794,0.132,1
6,0.793,0.19,1
3,0.751,0.249,1
6,0.64,0.304,0
6,0.454,0.331,1
6,0.267,0.351,1
3,0.057,0.373,1
6,0,0.364,1
23,0,0.358,0
13,0,0.348,0
31,0,0.393,1
20,0,0.432,1
8,0,0.416,1
0,0,0.394,1
0,0,0.379,1
0,0,0.351,1
0,0,0.321,1
0,0,0.281,1
0,0,0.233,0
6,0.016,0.116,1
8,0.207,0.068,1
6,0.434,0.408,0
6,0.582,0.566,1
6,0.671,0.656,0
0,0.684,0.725,0
6,0.585,0.765,1
3,0.49,0.78,0
6,0.404,0.801,0
21,0.279,0.807,1
21,0.149,0.765,1
33,0.029,0.788,1
32,0,0.728,1
36,0,0.648,0
9,0,0.582,1
7,0,0.528,1
6,0,0.474,1
6,0,0.425,0
0,0,0.387,1
0,0,0.359,1
0,0,0.274,1
0,0,0.221,1
0,0,0.176,1
0,0,0.126,1
2,0.017,0.035,0
6,0.219,0.084,1
3,0.448,0.243,1
9,0.62,0.274,1
9,0.733,0.219,0
6,0.791,0.194,1
6,0.807,0.18,1
0,0.762,0.166,1
0,0.664,0.162,0
21,0.488,0.169,1
18,0.279,0.209,1
15,0.062,0.271,1
32,0,0.308,1
32,0,0.334,1
19,0,0.343,0
5,0,0.335,0
4,0,0.268,1
20,0,0.19,1
0,0,0.155,1
0,0,0.147,1
0,0,0.14,0
0,0,0.112,1
0,0,0.072,0
0,0,0.035,1
4,0.019,0.003,1
10,0.22,0.011,0
12,0.444,0.047,1
6,0.595,0.054,1
6,0.704,0.055,0
0,0.756,0.074,0
3,0.756,0.112,1
6,0.709,0.169,0
3,0.606,0.256,1
6,0.451,0.355,0
21,0.247,0.422,1
36,0.053,0.536,1
35,0,0.587,0
23,0,0.556,0
11,0,0.462,1
11,0,0.362,1
22,0,0.311,1
22,0,0.269,1
0,0,0.227,1
0,0,0.174,1
0,0,0.106,1
0,0,0.055,1
0,0,0.024,1
0,0,0.008,0
12,0.018,0,1
10,0.208,0,1
15,0.421,0.01,1
9,0.587,0.049,1
6,0.699,0.108,1
6,0.764,0.171,1
6,0.777,0.228,1
6,0.735,0.297,1
6,0.637,0.387,1
18,0.46,0.462,1
15,0.257,0.45,1
21,0.06,0.49,1
25,0,0.513,1
15,0,0.425,1
24,0,0.342,0
9,0,0.302,1
18,0,0.282,1
20,0,0.26,1
0,0,0.248,1
0,0,0.268,1
0,0,0.271,1
0,0,0.253,1
0,0,0.302,1
0,0,0.274,0
10,0.02,0.111,1
10,0.221,0.24,1
9,0.444,0.697,1
12,0.615,0.781,1
6,0.728,0.783,1
0,0.785,0.807,1
3,0.767,0.83,0
3,0.722,0.825,1
3,0.623,0.849,1
6,0.469,0.889,0
24,0.266,0.883,1
33,0.061,0.853,1
29,0,0.765,1
40,0,0.584,0
23,0,0.492,1
26,0,0.408,1
10,0,0.338,1
10,0,0.309,1
0,0,0.286,1
0,0,0.257,1
0,0,0.193,1
0,0,0.11,0
0,0,0.051,1
0,0,0.025,1
10,0.021,0.011,0
6,0.218,0.113,1
3,0.441,0.299,1
6,0.611,0.413,1
3,0.723,0.482,1
6,0.779,0.578,1
3,0.776,0.686,1
0,0.728,0.773,1
0,0.627,0.822,1
18,0.459,0.811,1
21,0.256,0.747,0
21,0.057,0.744,1
23,0,0.69,1
28,0,0.627,0
8,0,0.526,0
21,0,0.419,1
22,0,0.386,1
12,0,0.331,1
0,0,0.247,1
0,0,0.202,1
0,0,0.188,0
0,0,0.18,1
0,0,0.115,1
0,0,0.083,1
4,0.022,0.077,1
8,0.219,0.324,1
15,0.445,0.68,1
3,0.612,0.755,1
6,0.722,0.804,1
6,0.776,0.795,0
6,0.747,0.798,1
6,0.7,0.829,0
3,0.6,0.864,1
3,0.448,0.868,1
3,0.249,0.834,1
21,0.057,0.774,1
8,0,0.722,1
9,0,0.59,0
19,0,0.431,1
21,0,0.352,1
20,0,0.297,1
6,0,0.273,1
0,0,0.271,1
0,0,0.279,1
0,0,0.251,1
0,0,0.213,1
0,0,0.192,1
0,0,0.158,1
10,0.021,0.104,1
10,0.204,0.466,0
6,0.416,0.68,1
6,0.551,0.735,1
6,0.661,0.788,0
9,0.717,0.826,0
18,0.719,0.849,1
6,0.671,0.848,0
9,0.569,0.834,1
6,0.402,0.817,1
6,0.216,0.761,1
18,0.047,0.698,1
13,0,0.61,0
44,0,0.466,1
26,0,0.318,1
13,0,0.267,1
8,0,0.239,1
22,0,0.273,1
0,0,0.292,1
0,0,0.219,1
0,0,0.123,1
0,0,0.069,1
0,0,0.044,1
0,0,0.033,1
2,0.016,0.016,1
2,0.162,0.08,1
0,0.348,0.214,1
6,0.508,0.328,0
3,0.636,0.42,1
6,0.684,0.5,1
6,0.709,0.559,1
6,0.644,0.603,1
9,0.531,0.676,0
6,0.381,0.739,0
6,0.211,0.717,1
15,0.049,0.698,1
18,0,0.626,1
18,0,0.514,0
8,0,0.381,1
9,0,0.353,1
6,0,0.349,1
4,0,0.34,1
0,0,0.286,1
0,0,0.203,1
0,0,0.144,1
0,0,0.102,1
0,0,0.073,1
0,0,0.043,0
2,0.02,0.009,1
4,0.19,0.052,1
3,0.396,0.095,0
3,0.513,0.115,1
3,0.631,0.162,1
0,0.695,0.222,0
3,0.727,0.272,1
3,0.681,0.309,1
6,0.579,0.335,0
3,0.417,0.321,1
21,0.224,0.276,1
27,0.051,0.264,1
40,0,0.262,1
36,0,0.269,1
24,0,0.292,1
18,0,0.248,1
16,0,0.23,1
16,0,0.232,1
0,0,0.214,1
0,0,0.195,1
0,0,0.161,1
0,0,0.125,1
0,0,0.076,1
0,0,0.026,1
6,0.025,0.001,1
10,0.204,0.013,1
15,0.438,0.029,1
6,0.613,0.03,1
6,0.723,0.036,1
3,0.779,0.044,1
0,0.782,0.052,1
3,0.736,0.063,0
12,0.637,0.082,0
15,0.472,0.103,0
9,0.273,0.125,1
15,0.068,0.143,1
16,0,0.149,1
19,0,0.141,1
30,0,0.133,1
16,0,0.137,1
8,0,0.141,1
6,0,0.139,1
0,0,0.132,1
0,0,0.118,1
0,0,0.105,1
0,0,0.092,1
0,0,0.073,1
0,0,0.05,1
4,0.026,0.011,1
6,0.209,0.013,1
15,0.427,0.01,0
6,0.595,0.013,0
6,0.711,0.023,1
6,0.716,0.038,1
15,0.683,0.065,0
3,0.698,0.106,1
3,0.609,0.167,1
9,0.453,0.233,0
3,0.222,0.286,1
12,0.037,0.362,1
11,0,0.427,1
26,0,0.443,0
26,0,0.39,1
19,0,0.313,0
6,0,0.249,1
18,0,0.195,1
0,0,0.144,1
0,0,0.081,1
0,0,0.031,1
0,0,0.007,0
0,0,0.001,1
0,0,0,0
2,0.027,0,1
6,0.218,0,1
3,0.433,0.014,0
3,0.6,0.026,1
9,0.713,0.031,1
9,0.77,0.044,0
9,0.785,0.065,1
3,0.739,0.091,1
3,0.637,0.118,1
15,0.471,0.136,1
24,0.268,0.16,1
27,0.068,0.203,1
32,0,0.224,1
23,0,0.217,0
10,0,0.187,1
13,0,0.155,1
8,0,0.114,1
12,0,0.069,1
0,0,0.036,0
0,0,0.02,1
0,0,0.013,1
0,0,0.009,1
0,0,0.007,1
0,0,0.008,1
2,0.028,0.003,0
4,0.218,0,1
6,0.431,0.001,0
0,0.598,0.006,1
0,0.71,0.015,1
3,0.767,0.028,0
6,0.744,0.051,0
6,0.697,0.088,0
3,0.595,0.136,1
21,0.441,0.178,0
18,0.246,0.207,0
39,0.061,0.236,1
28,0,0.246,0
21,0,0.233,1
11,0,0.183,1
23,0,0.13,1
20,0,0.103,0
8,0,0.096,1
0,0,0.093,1
0,0,0.088,1
0,0,0.08,1
0,0,0.075,0
0,0,0.075,1
0,0,0.101,0
8,0.024,0.092,1
6,0.182,0.031,1
0,0.391,0.006,0
9,0.547,0.002,0
9,0.665,0.001,1
0,0.725,0,1
0,0.738,0,1
3,0.69,0,1
3,0.588,0,0
27,0.419,0,1
30,0.229,0.004,1
24,0.056,0.03,1
32,0,0.076,1
16,0,0.118,0
25,0,0.143,0
24,0,0.158,1
24,0,0.158,0
12,0,0.133,1
0,0,0.104,1
0,0,0.069,1
0,0,0.047,0
0,0,0.036,1
0,0,0.03,0
0,0,0.031,1
4,0.022,0.017,1
8,0.174,0.002,0
12,0.373,0,1
3,0.541,0,1
6,0.656,0.004,1
3,0.716,0.008,0
18,0.711,0.009,0
6,0.656,0.009,1
0,0.569,0.01,1
0,0.423,0.01,0
3,0.241,0.01,1
3,0.064,0.005,1
7,0,0.002,1
10,0,0,1
7,0,0,1
6,0,0,1
6,0,0,0
4,0,0,0
0,0,0.001,1
0,0,0.003,1
0,0,0.017,1
0,0,0.042,0
0,0,0.063,1
0,0,0.071,0
8,0.032,0.04,1
8,0.228,0.037,0
12,0.443,0.034,0
12,0.584,0.027,1
12,0.695,0.027,1
9,0.753,0.031,1
6,0.754,0.034,1
3,0.711,0.038,1
6,0.615,0.033,0
3,0.467,0.023,0
0,0.274,0.011,1
6,0.077,0.006,1
10,0,0.012,1
19,0,0.028,1
24,0,0.036,0
14,0,0.032,1
6,0,0.029,1
8,0,0.023,0
0,0,0.016,1
0,0,0.006,1
0,0,0.002,1
0,0,0.001,1
0,0,0,1
0,0,0.008,1
4,0.033,0.029,1
6,0.222,0.039,0
6,0.43,0.054,0
9,0.59,0.058,0
6,0.696,0.041,0
6,0.749,0.019,1
21,0.754,0.008,1
3,0.711,0.007,1
0,0.607,0.008,1
18,0.369,0.013,1
24,0.269,0.031,0
27,0.078,0.067,1
29,0,0.109,1
29,0,0.139,1
23,0,0.156,0
8,0,0.131,1
18,0,0.083,1
20,0,0.035,1
0,0,0.012,0
0,0,0.003,1
0,0,0.001,1
0,0,0,1
0,0,0,0
0,0,0,1
6,0.036,0,1
10,0.23,0.01,0
15,0.442,0.052,0
3,0.595,0.067,1
3,0.704,0.067,1
0,0.76,0.063,1
3,0.759,0.059,1
0,0.716,0.053,1
6,0.615,0.057,1
6,0.45,0.051,0
21,0.241,0.034,1
3,0.066,0.016,1
17,0,0.004,1
33,0,0,1
15,0,0,1
18,0,0,1
6,0,0,1
20,0,0.001,1
0,0,0.001,1
0,0,0.001,1
0,0,0.003,0
0,0,0.012,0
0,0,0.043,1
0,0,0.069,1
10,0.041,0.027,1
8,0.254,0.019,1
12,0.465,0.014,1
12,0.62,0.009,0
6,0.719,0.005,1
6,0.768,0.003,1
6,0.775,0.003,0
6,0.733,0.003,1
3,0.643,0.006,0
6,0.488,0.003,1
24,0.297,0.002,1
24,0.09,0.002,1
35,0,0.002,1
27,0,0.001,0
18,0,0,1
6,0,0,1
6,0,0.001,1
8,0,0.011,1
0,0,0.024,0
0,0,0.032,0
0,0,0.029,1
0,0,0.025,1
0,0,0.035,1
0,0,0.05,0
6,0.043,0.027,1
6,0.257,0.019,1
3,0.468,0.013,1
0,0.626,0.009,1
3,0.728,0.009,1
6,0.78,0.008,1
3,0.775,0.006,1
6,0.734,0.003,1
6,0.643,0.001,1
6,0.499,0,0
6,0.307,0.001,1
39,0.095,0.003,1
25,0,0.025,1
29,0,0.078,1
11,0,0.109,1
9,0,0.095,1
8,0,0.091,1
8,0,0.141,1
0,0,0.239,1
0,0,0.267,1
0,0,0.22,1
0,0,0.126,0
0,0,0.048,0
0,0,0.006,1
4,0.044,0.001,1
4,0.257,0,0
3,0.475,0,1
6,0.628,0,1
6,0.629,0.013,1
6,0.516,0.058,1
6,0.431,0.12,1
6,0.519,0.201,1
3,0.64,0.298,1
3,0.494,0.364,1
3,0.287,0.35,1
3,0.094,0.359,1
4,0,0.367,0
19,0,0.334,1
6,0,0.24,0
20,0,0.122,0
20,0,0.065,1
10,0,0.047,1
0,0,0.032,1
0,0,0.021,1
0,0,0.023,1
0,0,0.024,1
0,0,0.019,1
0,0,0.012,1
6,0.046,0.001,1
4,0.265,0.022,0
15,0.481,0.064,1
12,0.642,0.106,1
6,0.749,0.141,1
3,0.803,0.163,1
0,0.802,0.197,1
0,0.759,0.237,0
3,0.667,0.304,0
3,0.521,0.35,1
21,0.324,0.286,1
6,0.105,0.27,1
14,0,0.256,1
29,0,0.242,1
23,0,0.164,1
21,0,0.127,1
6,0,0.103,1
4,0,0.08,1
0,0,0.057,1
0,0,0.029,0
0,0,0.007,1
0,0,0.001,1
0,0,0,1
0,0,0,1
12,0.045,0.002,0
12,0.253,0.029,0
15,0.464,0.097,1
3,0.613,0.197,1
6,0.718,0.336,1
3,0.772,0.482,1
6,0.777,0.606,1
6,0.733,0.735,1
6,0.64,0.776,1
3,0.491,0.713,0
3,0.297,0.565,1
18,0.092,0.463,0
24,0,0.336,1
34,0,0.197,1
13,0,0.153,1
13,0,0.186,1
12,0,0.228,1
10,0,0.258,1
0,0,0.258,1
0,0,0.233,1
0,0,0.18,1
0,0,0.109,1
0,0,0.047,0
0,0,0.015,1
2,0.044,0.001,0
4,0.232,0.002,1
3,0.434,0.028,0
6,0.591,0.049,1
9,0.695,0.064,1
9,0.747,0.085,1
21,0.751,0.121,1
3,0.705,0.157,1
9,0.609,0.198,0
24,0.451,0.237,1
24,0.261,0.212,1
33,0.081,0.156,1
36,0,0.113,0
26,0,0.088,1
11,0,0.064,0
12,0,0.036,1
16,0,0.014,1
18,0,0.003,1
0,0,0.001,1
0,0,0.001,1
0,0,0.005,1
0,0,0.013,1
0,0,0.018,0
0,0,0.019,0
6,0.037,0.001,1
8,0.205,0,0
3,0.397,0.007,1
3,0.57,0.046,0
3,0.676,0.137,1
3,0.73,0.266,1
9,0.728,0.353,1
6,0.679,0.373,1
3,0.569,0.377,0
21,0.423,0.369,0
18,0.252,0.291,1
0,0.079,0.238,1
4,0,0.165,0
20,0,0.12,1
14,0,0.089,1
25,0,0.052,0
6,0,0.018,1
6,0,0.002,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0.001,1
0,0,0.035,1
0,0,0.159,0
2,0.038,0.144,0
6,0.198,0.061,0
0,0.401,0.004,1
3,0.56,0.004,0
3,0.667,0.02,1
6,0.721,0.033,1
6,0.694,0.041,0
3,0.643,0.052,1
3,0.535,0.069,1
3,0.399,0.08,1
18,0.232,0.077,1
18,0.071,0.063,1
22,0,0.05,1
17,0,0.041,0
13,0,0.044,1
23,0,0.055,1
18,0,0.052,1
10,0,0.045,0
0,0,0.041,1
0,0,0.034,0
0,0,0.028,1
0,0,0.032,1
0,0,0.065,0
0,0,0.169,1
4,0.036,0.247,1
4,0.188,0.353,0
3,0.368,0.289,0
0,0.522,0.222,0
0,0.629,0.218,1
3,0.684,0.221,0
9,0.655,0.22,0
6,0.587,0.205,1
6,0.453,0.201,0
18,0.327,0.195,0
18,0.199,0.158,1
6,0.062,0.131,1
28,0,0.116,1
42,0,0.098,0
24,0,0.072,1
21,0,0.041,1
16,0,0.015,1
16,0,0.003,1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0.002,0
0,0,0.019,1
0,0,0.054,0
6,0.036,0.022,1
8,0.188,0.002,1
3,0.368,0,1
3,0.521,0.002,0
6,0.625,0.009,1
3,0.678,0.023,1
15,0.669,0.036,1
9,0.609,0.043,1
9,0.487,0.047,1
6,0.386,0.052,1
3,0.225,0.052,1
3,0.073,0.046,1
30,0,0.041,1
26,0,0.038,0
11,0,0.043,1
23,0,0.048,0
10,0,0.047,1
24,0,0.039,1
0,0,0.033,1
0,0,0.032,0
0,0,0.024,1
0,0,0.006,1
0,0,0,0
0,0,0.002,1
0,0.042,0,1
6,0.21,0.013,0
3,0.399,0.034,0
3,0.554,0.064,1
9,0.661,0.12,0
0,0.717,0.207,1
0,0.715,0.318,0
6,0.676,0.424,1
3,0.587,0.465,1
21,0.448,0.448,1
21,0.272,0.379,1
15,0.09,0.343,1
18,0,0.314,1
0,0,0.26,1
4,0,0.192,1
4,0,0.135,1
4,0,0.091,1
18,0,0.061,1
0,0,0.057,1
0,0,0.055,1
0,0,0.039,0
0,0,0.017,1
0,0,0.005,1
0,0,0.001,0
6,0.052,0.001,1
4,0.239,0.034,1
0,0.433,0.197,1
9,0.577,0.342,1
6,0.682,0.448,1
3,0.739,0.541,0
9,0.75,0.622,1
3,0.711,0.672,0
6,0.623,0.682,1
6,0.486,0.647,0
6,0.304,0.502,1
15,0.105,0.372,1
19,0,0.246,1
21,0,0.142,1
4,0,0.098,0
18,0,0.079,0
18,0,0.075,0
4,0,0.081,1
0,0,0.089,1
0,0,0.09,1
0,0,0.071,1
0,0,0.042,1
0,0,0.019,1
0,0,0.006,1
2,0.056,0,1
6,0.253,0.013,1
15,0.452,0.063,1
3,0.608,0.094,1
6,0.712,0.125,1
3,0.766,0.159,1
6,0.769,0.192,1
6,0.728,0.221,0
6,0.639,0.237,1
3,0.494,0.224,1
9,0.308,0.176,1
39,0.107,0.115,1
33,0.001,0.056,0
27,0,0.019,1
22,0,0.008,1
12,0,0.006,0
18,0,0.006,1
22,0,0.006,1
0,0,0.006,1
0,0,0.006,0
0,0,0.003,1
0,0,0,0
0,0,0,1
0,0,0,1
2,0.056,0,0
8,0.24,0.001,0
15,0.452,0.009,1
3,0.613,0.029,0
6,0.717,0.047,1
6,0.77,0.067,1
3,0.769,0.085,0
6,0.725,0.095,1
12,0.632,0.11,1
27,0.488,0.112,0
21,0.301,0.076,1
18,0.104,0.022,1
27,0.001,0.001,1
32,0,0,0
26,0,0.001,1
24,0,0.004,1
20,0,0.017,1
16,0,0.046,0
0,0,0.095,1
0,0,0.162,1
0,0,0.234,0
0,0,0.296,1
0,0,0.331,1
0,0,0.277,0
6,0.056,0.147,0
8,0.242,0.157,1
6,0.438,0.149,0
0,0.594,0.124,1
3,0.697,0.086,0
3,0.75,0.058,1
6,0.777,0.041,1
3,0.734,0.032,1
0,0.643,0.027,0
6,0.488,0.023,1
24,0.303,0.022,1
21,0.106,0.022,1
27,0.001,0.024,1
6,0,0.024,1
9,0,0.02,1
21,0,0.01,1
16,0,0.005,1
18,0,0.003,1
0,0,0.001,1
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0.003,1
0,0.051,0.008,1
6,0.223,0.007,1
3,0.414,0.002,1
9,0.576,0.001,0
15,0.688,0.005,0
3,0.736,0.011,1
21,0.715,0.021,0
3,0.648,0.028,0
3,0.577,0.019,1
3,0.446,0.006,1
3,0.273,0.002,1
6,0.094,0,1
21,0.001,0,1
28,0,0.002,1
16,0,0.013,0
27,0,0.034,1
18,0,0.055,1
4,0,0.067,1
0,0,0.071,1
0,0,0.071,1
0,0,0.065,0
0,0,0.058,0
0,0,0.052,0
0,0,0.047,0
6,0.052,0.031,1
10,0.194,0.029,1
12,0.311,0.082,1
15,0.406,0.114,1
12,0.578,0.129,1
6,0.692,0.121,0
0,0.743,0.103,1
6,0.702,0.087,1
6,0.613,0.088,1
9,0.455,0.106,0
6,0.276,0.132,1
21,0.094,0.176,1
12,0.001,0.16,1
29,0,0.107,1
23,0,0.054,1
13,0,0.027,1
10,0,0.02,0
8,0,0.031,0
0,0,0.048,1
0,0,0.055,1
0,0,0.039,1
0,0,0.018,1
0,0,0.007,1
0,0,0.001,1
4,0.054,0,1
8,0.231,0.013,1
18,0.422,0.04,1
3,0.58,0.076,1
3,0.686,0.146,0
9,0.74,0.241,1
18,0.745,0.323,0
6,0.704,0.348,1
6,0.615,0.37,0
3,0.476,0.344,0
3,0.294,0.266,1
18,0.104,0.235,1
18,0.001,0.2,1
12,0,0.17,1
11,0,0.161,1
20,0,0.15,0
6,0,0.142,1
6,0,0.145,0
0,0,0.135,1
0,0,0.11,1
0,0,0.087,1
0,0,0.071,1
0,0,0.049,1
0,0,0.014,1
8,0.059,0.002,1
10,0.225,0.012,0
3,0.423,0.041,1
0,0.572,0.105,1
0,0.678,0.205,0
6,0.73,0.334,0
18,0.74,0.448,1
6,0.697,0.526,0
9,0.607,0.593,1
18,0.461,0.627,1
21,0.284,0.575,1
24,0.101,0.541,1
15,0.002,0.517,1
44,0,0.479,1
22,0,0.404,1
21,0,0.336,1
22,0,0.315,1
20,0,0.301,0
0,0,0.287,1
0,0,0.25,0
0,0,0.212,1
0,0,0.172,1
0,0,0.136,1
0,0,0.107,0
4,0.052,0.088,1
10,0.222,0.244,1
9,0.412,0.299,1
6,0.571,0.315,1
0,0.676,0.339,1
0,0.728,0.367,0
6,0.727,0.434,0
6,0.685,0.529,1
9,0.597,0.586,0
18,0.464,0.528,0
24,0.293,0.297,1
24,0.109,0.127,0
33,0.002,0.052,1
27,0,0.016,1
6,0,0.003,1
6,0,0.002,0
8,0,0.004,1
8,0,0.009,1
0,0,0.009,0
0,0,0.002,1
0,0,0.002,1
0,0,0.002,1
0,0,0.003,0
0,0,0.013,0
4,0.062,0.003,1
4,0.241,0,0
9,0.427,0,1
