Demand;SolarGen;Wind
1582.3566;0.0;0.0
1566.3732;0.0;0.0
1537.227;0.0;0.0
1538.1672;0.0;0.0
1878.5196;0.0;0.001
2149.2972;0.0;0.001
1636.8882;0.046;0.001
1679.1972;0.185;0.002
2122.9716;0.28200000000000003;0.002
2249.8986;0.362;0.002
2444.52;0.396;0.002
2433.2376;0.395;0.005
2547.942;0.358;0.012
2635.3806;0.305;0.016
2624.0982;0.229;0.016
2590.251;0.14;0.012
2404.0914;0.055;0.006
3156.2514;0.001;0.004
3577.461;0.0;0.005
3444.8928;0.0;0.005
3057.5304;0.0;0.006
2335.4568;0.0;0.01
1956.5562;0.0;0.014
1751.5926;0.0;0.018000000000000002
1582.3566;0.0;0.022
1566.3732;0.0;0.032
1537.227;0.0;0.042
1538.1672;0.0;0.049
1878.5196;0.0;0.066
2149.2972;0.0;0.094
1636.8882;0.08600000000000001;0.12
1679.1972;0.28800000000000003;0.214
2122.9716;0.527;0.294
2249.8986;0.653;0.278
2444.52;0.72;0.219
2433.2376;0.729;0.157
2547.942;0.704;0.113
2635.3806;0.602;0.08600000000000001
2624.0982;0.462;0.07100000000000001
2590.251;0.314;0.053
2404.0914;0.127;0.035
3156.2514;0.004;0.023
3577.461;0.0;0.018000000000000002
3444.8928;0.0;0.02
3057.5304;0.0;0.039
2335.4568;0.0;0.07200000000000001
1956.5562;0.0;0.08600000000000001
1751.5926;0.0;0.07100000000000001
1582.3566;0.0;0.064
1566.3732;0.0;0.057
1537.227;0.0;0.049
1538.1672;0.0;0.044
1878.5196;0.0;0.035
2149.2972;0.0;0.022
1636.8882;0.042;0.013000000000000001
1679.1972;0.157;0.028
2122.9716;0.302;0.069
2249.8986;0.47900000000000004;0.08600000000000001
2444.52;0.5700000000000001;0.085
2433.2376;0.589;0.07100000000000001
2547.942;0.551;0.052000000000000005
2635.3806;0.483;0.035
2624.0982;0.369;0.027
2590.251;0.23900000000000002;0.021
2404.0914;0.1;0.011
3156.2514;0.006;0.004
3577.461;0.0;0.001
3444.8928;0.0;0.0
3057.5304;0.0;0.001
2335.4568;0.0;0.001
1956.5562;0.0;0.002
1751.5926;0.0;0.003
1582.3566;0.0;0.005
1566.3732;0.0;0.009000000000000001
1537.227;0.0;0.016
1538.1672;0.0;0.02
1878.5196;0.0;0.021
2149.2972;0.0;0.024
1636.8882;0.107;0.019
1679.1972;0.317;0.047
2122.9716;0.539;0.077
2249.8986;0.66;0.07200000000000001
2444.52;0.728;0.058
2433.2376;0.76;0.047
2547.942;0.744;0.038
2635.3806;0.679;0.029
2624.0982;0.5710000000000001;0.027
2590.251;0.41600000000000004;0.03
2404.0914;0.203;0.023
3156.2514;0.011;0.011
3577.461;0.0;0.004
3444.8928;0.0;0.002
3057.5304;0.0;0.001
2335.4568;0.0;0.0
1956.5562;0.0;0.0
1751.5926;0.0;0.0
1582.3566;0.0;0.0
1566.3732;0.0;0.0
1537.227;0.0;0.001
1538.1672;0.0;0.002
