,power,Wind,GridAvailability,SolarGen
46,24,0.797,1,0
47,0,0.8,1,0
48,2.5,0.82,1,0
49,2.5,0.827,1,0
50,0,0.832,1,0
51,0,0.835,1,0
52,0,0.836,0,0
53,6,0.822,0,0
54,21,0.797,1,0.001
55,21,0.783,0,0.149
56,12,0.83,0,0.338
57,0,0.856,1,0.442
58,0,0.849,0,0.488
59,5,0.84,1,0.494
60,30,0.829,1,0.467
61,71,0.817,1,0.385
62,102,0.808,1,0.286
63,25,0.801,1,0.173
64,46,0.783,1,0.066
65,52,0.75,0,0.004
66,12,0.724,1,0
67,21,0.713,1,0
68,12,0.705,0,0
69,15,0.697,1,0
70,24,0.674,1,0
71,0,0.64,1,0
72,0,0.605,1,0
73,0,0.575,1,0
74,0,0.554,1,0
75,6,0.533,1,0
76,0,0.515,1,0
77,0,0.459,1,0
78,15,0.413,1,0
79,24,0.391,1,0.025
80,12,0.49,1,0.083
81,0,0.541,1,0.221
82,2.5,0.521,0,0.422
83,7.5,0.492,0,0.51
84,5,0.465,1,0.545
85,40,0.443,0,0.493
86,82.5,0.428,1,0.377
87,22.5,0.41,0,0.29
88,5,0.38,1,0.139
89,2.5,0.35,1,0.011
90,47,0.341,1,0
91,55,0.315,1,0
92,38,0.294,1,0
93,24,0.271,1,0
94,30,0.264,0,0
95,6,0.26,1,0
96,5,0.26,1,0
97,8.5,0.263,1,0
98,6,0.265,1,0
99,0,0.271,1,0
100,0,0.275,1,0
101,0,0.268,1,0
102,12,0.262,1,0
103,18,0.256,1,0.065
104,14.5,0.335,1,0.213
105,2.5,0.395,0,0.409
106,0,0.409,1,0.541
107,20,0.425,1,0.54
108,20,0.451,1,0.587
109,20,0.482,1,0.543
110,40,0.513,0,0.454
111,80,0.52,1,0.312
112,20,0.475,1,0.135
113,0,0.389,1,0.013
114,12,0.342,1,0
115,31.5,0.318,1,0
116,37.5,0.284,1,0
117,38.5,0.257,0,0
118,30,0.243,1,0
119,12,0.288,1,0
120,2.5,0.307,1,0
121,2.5,0.307,1,0
122,0,0.298,1,0
123,0,0.315,1,0
124,0,0.302,0,0
125,0,0.291,1,0
126,9,0.274,1,0.002
127,15,0.235,1,0.152
128,12,0.249,1,0.404
129,5,0.267,1,0.62
130,8.5,0.256,1,0.743
131,0,0.253,1,0.808
132,12,0.262,1,0.811
133,0,0.285,0,0.757
134,20,0.326,0,0.645
135,42.5,0.367,1,0.475
136,27.5,0.386,1,0.245
137,51,0.403,0,0.031
138,104,0.408,1,0
139,29,0.404,1,0
140,18,0.391,0,0
141,18,0.382,1,0
142,21,0.374,1,0
143,0,0.377,1,0
144,0,0.397,1,0
145,0,0.399,1,0
146,6,0.404,0,0
147,0,0.404,1,0
148,0,0.395,1,0
149,3,0.393,1,0
150,15,0.391,1,0.003
151,15,0.379,1,0.208
152,9,0.419,1,0.461
153,0,0.461,0,0.646
154,2.5,0.511,1,0.766
155,5,0.57,0,0.823
156,5,0.616,1,0.801
157,11,0.638,0,0.749
158,19.5,0.652,0,0.638
159,11,0.654,0,0.458
160,5,0.639,1,0.226
161,40,0.584,1,0.027
162,34.5,0.527,1,0
163,14.5,0.507,1,0
164,15,0.494,1,0
165,24,0.498,1,0
166,27,0.493,1,0
167,0,0.498,1,0
0,11,0.847,0,0
1,8.5,0.794,1,0
2,3,0.752,1,0
3,6,0.718,1,0
4,3,0.689,1,0
5,0,0.664,1,0
6,12,0.649,1,0.003
7,24,0.627,1,0.196
8,14.5,0.628,1,0.437
9,2.5,0.651,1,0.605
10,0,0.71,1,0.724
11,0,0.805,1,0.783
12,0,0.891,1,0.788
13,0,0.941,1,0.736
14,0,0.966,1,0.627
15,2.5,0.972,1,0.451
16,50,0.972,1,0.225
17,85,0.97,1,0.026
18,42,0.971,1,0
19,21,0.971,0,0
20,27,0.977,1,0
21,21,0.982,1,0
22,18,0.983,1,0
23,6,0.984,1,0
24,0,0.983,1,0
25,0,0.98,0,0
26,3,0.975,1,0
27,6,0.968,0,0
28,3,0.961,0,0
29,3,0.948,0,0
30,18,0.934,1,0.003
31,23.5,0.933,1,0.151
32,14,0.948,0,0.365
33,6,0.962,1,0.569
34,17,0.968,1,0.706
35,0,0.973,0,0.762
36,12,0.972,1,0.763
37,40,0.965,1,0.708
38,42.5,0.954,1,0.596
39,47.5,0.943,0,0.441
40,5,0.924,0,0.217
41,40,0.889,0,0.026
42,26,0.847,1,0
43,58,0.82,1,0
44,21,0.807,1,0
45,24,0.803,1,0
46,24,0.797,1,0
47,0,0.8,1,0
48,5,0.82,1,0
49,8.5,0.827,1,0
50,0,0.832,1,0
51,0,0.835,1,0
52,0,0.836,1,0
53,0,0.822,1,0
54,9,0.797,1,0.003
55,18,0.783,0,0.163
56,12,0.83,1,0.403
57,0,0.856,0,0.591
58,5,0.849,0,0.712
59,5,0.84,0,0.772
60,2.5,0.829,0,0.754
61,5,0.817,0,0.698
62,22.5,0.808,1,0.581
63,25,0.801,1,0.413
64,11,0.783,1,0.199
65,46,0.75,0,0.024
66,101,0.724,1,0
67,30,0.713,1,0
68,23.5,0.705,1,0
69,9,0.697,1,0
70,18,0.674,1,0
71,0,0.64,1,0
72,0,0.605,1,0
73,2.5,0.575,1,0
74,0,0.554,1,0
75,0,0.533,1,0
76,0,0.515,1,0
77,0,0.459,1,0
78,9,0.413,1,0.002
79,15,0.391,0,0.106
80,14,0.49,1,0.249
81,0,0.541,1,0.405
82,12,0.521,1,0.516
83,14.5,0.492,1,0.564
84,5,0.465,1,0.673
85,10,0.443,0,0.657
86,42.5,0.428,0,0.57
87,0,0.41,1,0.416
88,46,0.38,1,0.205
89,6,0.35,1,0.026
90,51.5,0.341,1,0
91,15,0.315,0,0
92,24,0.294,1,0
93,21,0.271,0,0
94,18,0.264,1,0
95,0,0.26,1,0
96,5,0.26,1,0
97,8,0.263,0,0
98,6,0.265,1,0
99,6,0.271,1,0
100,0,0.275,1,0
101,0,0.268,1,0
102,18,0.262,0,0.002
103,20.5,0.256,1,0.103
104,11,0.335,0,0.323
105,0,0.395,1,0.503
106,5,0.409,0,0.625
107,2.5,0.425,0,0.71
108,6,0.451,1,0.74
109,37,0.482,1,0.7
110,25,0.513,0,0.609
111,0,0.52,1,0.42
112,0,0.475,1,0.166
113,0,0.389,1,0.02
114,52,0.342,1,0
115,23.5,0.318,0,0
116,46.5,0.284,1,0
117,24,0.257,0,0
118,18,0.243,1,0
119,0,0.288,1,0
120,0,0.307,0,0
121,0,0.307,0,0
122,0,0.298,1,0
123,0,0.315,0,0
124,0,0.302,1,0
125,6,0.291,1,0
126,12,0.274,1,0.008
127,20.5,0.235,1,0.236
128,14.5,0.249,0,0.475
129,0,0.267,0,0.64
130,0,0.256,0,0.755
131,5,0.253,1,0.812
132,26,0.262,1,0.812
133,52,0.285,1,0.764
134,5,0.326,0,0.66
135,0,0.367,1,0.493
136,20,0.386,1,0.266
137,40,0.403,1,0.042
138,60.5,0.408,1,0
139,28.5,0.404,1,0
140,26,0.391,0,0
141,26.5,0.382,1,0
142,30,0.374,1,0
143,12,0.377,1,0
144,2.5,0.397,1,0
145,6,0.399,1,0
146,0,0.404,1,0
147,3,0.404,1,0
148,3,0.395,1,0
149,0,0.393,0,0
150,21,0.391,1,0.006
151,30,0.379,1,0.183
152,18,0.419,0,0.417
153,0,0.461,0,0.548
154,0,0.511,1,0.616
155,0,0.57,1,0.727
156,20,0.616,1,0.766
157,40,0.638,1,0.689
158,40,0.652,1,0.604
159,31,0.654,0,0.425
160,62,0.639,0,0.212
161,30,0.584,1,0.03
162,23,0.527,1,0
163,23.5,0.507,1,0
164,26.5,0.494,1,0
165,17.5,0.498,1,0
166,18,0.493,1,0
167,0,0.498,0,0
0,0,0.847,1,0
1,0,0.794,1,0
2,0,0.752,1,0
3,0,0.718,1,0
4,0,0.689,1,0
5,0,0.664,0,0
6,15,0.649,1,0.007
7,15,0.627,0,0.191
8,14,0.628,1,0.421
9,5,0.651,1,0.564
10,0,0.71,1,0.625
11,0,0.805,1,0.603
12,32,0.891,1,0.41
13,32,0.941,1,0.287
14,5,0.966,0,0.222
15,0,0.972,0,0.142
16,2.5,0.972,1,0.111
17,45,0.97,1,0.032
18,100.5,0.971,1,0
19,63,0.971,1,0
20,54,0.977,1,0
21,21,0.982,0,0
22,33,0.983,1,0
23,0,0.984,1,0
24,2.5,0.983,1,0
25,2.5,0.98,1,0
26,0,0.975,1,0
27,0,0.968,1,0
28,3,0.961,1,0
29,6,0.948,0,0
30,15,0.934,1,0.007
31,18,0.933,1,0.187
32,17,0.948,0,0.421
33,14.5,0.962,0,0.598
34,0,0.968,1,0.677
35,0,0.973,1,0.575
36,0,0.972,1,0.462
37,0,0.965,0,0.427
38,0,0.954,1,0.38
39,6,0.943,1,0.333
40,46,0.924,1,0.172
41,20,0.889,1,0.028
42,46,0.847,1,0
43,29,0.82,1,0
44,24,0.807,1,0
45,24,0.803,0,0
46,24,0.797,1,0
47,0,0.8,1,0
48,0,0.82,1,0
49,2.5,0.827,1,0
50,0,0.832,1,0
51,0,0.835,1,0
52,3,0.836,1,0
53,6,0.822,1,0
54,15,0.797,1,0.004
55,15,0.783,1,0.107
56,14,0.83,1,0.274
57,10,0.856,1,0.395
58,0,0.849,1,0.373
59,0,0.84,1,0.361
60,22.5,0.829,1,0.303
61,20,0.817,0,0.245
62,2.5,0.808,1,0.233
63,5,0.801,0,0.143
64,0,0.783,1,0.055
65,14.5,0.75,1,0.005
66,66,0.724,0,0
67,61,0.713,0,0
68,38,0.705,1,0
69,18,0.697,1,0
70,15,0.674,0,0
71,0,0.64,1,0
72,5,0.605,1,0
73,0,0.575,1,0
74,0,0.554,1,0
75,0,0.533,1,0
76,0,0.515,0,0
77,0,0.459,0,0
78,12,0.413,1,0.006
79,15,0.391,1,0.188
80,8.5,0.49,0,0.347
81,0,0.541,1,0.294
82,5,0.521,1,0.439
83,0,0.492,0,0.511
84,20,0.465,1,0.345
85,20,0.443,1,0.297
86,40,0.428,1,0.214
87,20,0.41,1,0.153
88,60,0.38,1,0.089
89,62.5,0.35,1,0.018
90,57.5,0.341,1,0
91,26.5,0.315,1,0
92,25.5,0.294,0,0
93,26.5,0.271,1,0
94,27,0.264,1,0
95,0,0.26,1,0
96,0,0.26,0,0
97,0,0.263,0,0
98,0,0.265,1,0
99,0,0.271,1,0
100,0,0.275,1,0
101,0,0.268,1,0
102,12,0.262,0,0.002
103,21,0.256,1,0.1
104,20.5,0.335,1,0.269
105,11,0.395,1,0.513
106,6,0.409,1,0.698
107,14.5,0.425,0,0.794
108,8.5,0.451,1,0.801
109,0,0.482,1,0.756
110,60,0.513,1,0.657
111,40,0.52,1,0.497
112,45,0.475,0,0.278
113,25,0.389,1,0.053
114,12,0.342,1,0
115,23,0.318,1,0
116,26,0.284,0,0
117,24,0.257,0,0
118,12,0.243,1,0
119,0,0.288,1,0
120,5,0.307,1,0
121,0,0.307,0,0
122,6,0.298,1,0
123,6,0.315,1,0
124,6,0.302,1,0
125,0,0.291,1,0
126,9,0.274,0,0.011
127,24,0.235,1,0.211
128,17,0.249,1,0.443
129,2.5,0.267,1,0.6
130,8.5,0.256,1,0.719
131,12,0.253,0,0.779
132,0,0.262,1,0.793
133,12,0.285,0,0.745
134,40,0.326,0,0.642
135,48.5,0.367,1,0.478
136,25,0.386,0,0.26
137,2.5,0.403,1,0.045
138,14,0.408,0,0
139,23.5,0.404,1,0
140,49,0.391,1,0
141,20.5,0.382,1,0
142,24,0.374,1,0
143,0,0.377,1,0
144,5,0.397,1,0
145,2.5,0.399,1,0
146,0,0.404,0,0
147,0,0.404,1,0
148,6,0.395,1,0
149,6,0.393,1,0
150,15,0.391,1,0.012
151,23,0.379,1,0.209
152,17,0.419,1,0.43
153,5,0.461,1,0.574
154,0,0.511,1,0.657
155,0,0.57,1,0.689
156,5,0.616,1,0.687
157,20,0.638,0,0.585
158,40,0.652,0,0.486
159,32,0.654,0,0.335
160,0,0.639,1,0.125
161,0,0.584,1,0.015
162,52,0.527,1,0
163,60.5,0.507,1,0
164,44,0.494,0,0
165,21,0.498,1,0
166,21,0.493,1,0
167,6,0.498,1,0
0,3,0.847,0,0
1,6,0.794,1,0
2,0,0.752,1,0
3,0,0.718,1,0
4,3,0.689,1,0
5,6,0.664,0,0
6,15,0.649,1,0.008
7,30,0.627,1,0.187
8,24,0.628,1,0.429
9,0,0.651,0,0.615
10,0,0.71,1,0.737
11,5,0.805,1,0.802
12,0,0.891,1,0.799
13,11,0.941,1,0.75
14,8.5,0.966,1,0.645
15,5,0.972,1,0.486
16,2.5,0.972,1,0.269
17,20,0.97,1,0.052
18,98,0.971,0,0
19,49,0.971,1,0
20,26.5,0.977,1,0
21,26.5,0.982,0,0
22,24,0.983,1,0
23,0,0.984,1,0
24,0,0.983,0,0
25,5,0.98,0,0
26,0,0.975,1,0
27,3,0.968,1,0
28,3,0.961,0,0
29,0,0.948,0,0
30,15,0.934,1,0.013
31,18,0.933,1,0.202
32,14,0.948,0,0.428
33,0,0.962,1,0.623
34,2.5,0.968,1,0.75
35,5,0.973,1,0.807
36,7.5,0.972,1,0.798
37,5,0.965,0,0.749
38,5,0.954,0,0.645
39,20,0.943,1,0.469
40,22.5,0.924,1,0.254
41,86,0.889,1,0.048
42,90,0.847,1,0
43,44,0.82,0,0
44,38,0.807,0,0
45,15,0.803,1,0
46,15,0.797,1,0
47,0,0.8,1,0
48,0,0.82,1,0
49,0,0.827,0,0
50,0,0.832,1,0
51,0,0.835,0,0
52,0,0.836,1,0
53,0,0.822,0,0
54,6,0.797,1,0.017
55,18,0.783,1,0.247
56,24,0.83,0,0.482
57,0,0.856,1,0.656
58,0,0.849,1,0.77
59,5,0.84,1,0.827
60,5,0.829,1,0.811
61,5,0.817,1,0.767
62,25,0.808,0,0.668
63,60,0.801,1,0.505
64,40,0.783,1,0.288
65,40,0.75,1,0.06
66,17,0.724,1,0
67,17.5,0.713,0,0
68,18,0.705,0,0
69,35.5,0.697,1,0
70,30,0.674,0,0
71,0,0.64,1,0
72,5.5,0.605,1,0
73,5.5,0.575,0,0
74,6,0.554,1,0
75,6,0.533,1,0
76,0,0.515,0,0
77,0,0.459,1,0
78,21,0.413,1,0.018
79,21,0.391,1,0.251
80,9,0.49,1,0.49
81,5,0.541,0,0.657
82,5,0.521,1,0.768
83,33.5,0.492,0,0.824
84,54.5,0.465,1,0.821
85,42.5,0.443,1,0.771
86,42.5,0.428,1,0.667
87,40,0.41,1,0.507
88,20,0.38,1,0.29
89,0,0.35,1,0.062
90,21,0.341,1,0
91,24,0.315,1,0
92,21,0.294,1,0
93,30,0.271,1,0
94,24,0.264,1,0
95,0,0.26,1,0
96,12,0.26,0,0
97,6,0.263,1,0
98,0,0.265,1,0
99,0,0.271,1,0
100,0,0.275,0,0
101,0,0.268,1,0
102,12,0.262,1,0.018
103,26.5,0.256,0,0.239
104,17,0.335,1,0.472
105,2.5,0.395,0,0.645
106,0,0.409,1,0.752
107,5,0.425,1,0.794
108,2.5,0.451,1,0.793
109,2.5,0.482,1,0.751
110,5,0.513,0,0.64
111,42.5,0.52,1,0.454
112,97,0.475,1,0.267
113,48.5,0.389,1,0.057
114,46,0.342,1,0
115,64,0.318,0,0
116,24,0.284,0,0
117,21,0.257,1,0
118,18,0.243,1,0
119,0,0.288,1,0
120,0,0.307,1,0
121,0,0.307,1,0
122,0,0.298,1,0
123,0,0.315,1,0
124,6,0.302,1,0
125,3,0.291,0,0
126,18,0.274,1,0.016
127,18,0.235,1,0.207
128,17,0.249,0,0.434
129,2.5,0.267,1,0.582
130,2.5,0.256,0,0.671
131,7.5,0.253,0,0.684
132,2.5,0.262,1,0.585
133,2.5,0.285,0,0.49
134,45,0.326,0,0.404
135,47.5,0.367,1,0.279
136,60,0.386,1,0.149
137,52,0.403,1,0.029
138,27,0.408,1,0
139,24,0.404,0,0
140,26.5,0.391,1,0
141,20.5,0.382,1,0
142,21,0.374,1,0
143,6,0.377,0,0
144,0,0.397,1,0
145,0,0.399,1,0
146,0,0.404,1,0
147,0,0.404,1,0
148,0,0.395,1,0
149,0,0.393,1,0
150,21,0.391,0,0.017
151,24,0.379,1,0.219
152,16.5,0.419,1,0.448
153,7.5,0.461,1,0.62
154,0,0.511,0,0.733
155,0,0.57,1,0.791
156,0,0.616,1,0.807
157,48.5,0.638,1,0.762
158,51,0.652,0,0.664
159,5,0.654,1,0.488
160,20,0.639,1,0.279
161,60,0.584,1,0.062
162,20.5,0.527,1,0
163,23.5,0.507,1,0
164,26,0.494,0,0
165,26.5,0.498,0,0
166,36,0.493,1,0
167,0,0.498,1,0
0,5,0.847,1,0
1,2.5,0.794,1,0
2,0,0.752,0,0
3,0,0.718,1,0
4,0,0.689,0,0
5,0,0.664,1,0
6,12,0.649,1,0.019
7,21,0.627,0,0.22
8,9,0.628,1,0.444
9,5,0.651,1,0.595
10,7.5,0.71,0,0.704
11,8.5,0.805,0,0.756
12,0,0.891,1,0.756
13,0,0.941,0,0.709
14,0,0.966,1,0.606
15,0,0.972,0,0.451
16,66,0.972,1,0.247
17,54.5,0.97,1,0.053
18,31.5,0.971,0,0
19,60,0.971,0,0
20,23.5,0.977,1,0
21,30,0.982,1,0
22,18,0.983,1,0
23,0,0.984,1,0
24,11,0.983,1,0
25,8.5,0.98,1,0
26,0,0.975,1,0
27,0,0.968,1,0
28,0,0.961,1,0
29,0,0.948,0,0
30,9,0.934,1,0.018
31,18,0.933,1,0.208
32,12,0.948,1,0.421
33,0,0.962,1,0.587
34,0,0.968,1,0.699
35,20,0.973,1,0.764
36,22.5,0.972,1,0.777
37,20,0.965,1,0.735
38,20,0.954,1,0.637
39,5,0.943,1,0.46
40,0,0.924,1,0.257
41,2.5,0.889,1,0.06
42,20,0.847,1,0
43,26,0.82,1,0
44,23,0.807,0,0
45,18,0.803,1,0
46,21,0.797,1,0
47,0,0.8,1,0
48,0,0.82,1,0
49,0,0.827,1,0
50,0,0.832,1,0
51,0,0.835,1,0
52,6,0.836,1,0
53,3,0.822,0,0
54,15,0.797,1,0.02
55,21,0.783,1,0.221
56,17,0.83,1,0.444
57,5,0.856,1,0.615
58,5,0.849,1,0.728
59,25,0.84,1,0.785
60,42.5,0.829,0,0.767
61,40,0.817,1,0.722
62,0,0.808,1,0.623
63,0,0.801,0,0.469
64,0,0.783,1,0.266
65,0,0.75,1,0.061
66,32,0.724,1,0
67,61,0.713,0,0
68,44,0.705,1,0
69,30,0.697,1,0
70,36,0.674,1,0
71,12,0.64,1,0
72,6,0.605,1,0
73,0,0.575,1,0
74,0,0.554,1,0
75,0,0.533,0,0
76,6,0.515,1,0
77,0,0.459,1,0
78,15,0.413,0,0.021
79,18,0.391,1,0.218
80,17,0.49,1,0.441
81,5,0.541,1,0.611
82,0,0.521,1,0.723
83,5,0.492,1,0.779
84,0,0.465,1,0.776
85,20,0.443,1,0.728
86,52,0.428,1,0.627
87,71,0.41,1,0.459
88,45,0.38,0,0.256
89,82.5,0.35,1,0.057
90,39.5,0.341,1,0
91,26,0.315,0,0
92,33,0.294,0,0
93,27,0.271,1,0
94,18,0.264,1,0
95,0,0.26,1,0
96,0,0.26,1,0
97,3,0.263,1,0
98,6,0.265,0,0
99,6,0.271,1,0
100,0,0.275,1,0
101,0,0.268,1,0
102,12,0.262,1,0.022
103,20,0.256,1,0.219
104,19,0.335,1,0.445
105,10,0.395,1,0.612
106,0,0.409,1,0.722
107,0,0.425,0,0.776
108,0,0.451,1,0.747
109,5,0.482,0,0.7
110,22.5,0.513,1,0.6
111,31,0.52,1,0.448
112,28.5,0.475,1,0.249
113,66,0.389,1,0.057
114,61,0.342,1,0
115,21,0.318,0,0
116,24,0.284,1,0
117,21,0.257,1,0
118,18,0.243,1,0
119,0,0.288,1,0
120,2.5,0.307,1,0
121,2.5,0.307,1,0
122,3,0.298,1,0
123,3,0.315,1,0
124,0,0.302,1,0
125,0,0.291,1,0
126,18,0.274,1,0.021
127,21,0.235,0,0.204
128,22,0.249,1,0.416
129,5,0.267,1,0.551
130,0,0.256,0,0.661
131,8.5,0.253,0,0.717
132,17,0.262,1,0.719
133,40,0.285,0,0.671
134,40,0.326,1,0.569
135,45,0.367,1,0.402
136,40,0.386,1,0.216
137,20,0.403,1,0.047
138,30,0.408,0,0
139,30,0.404,1,0
140,29,0.391,1,0
141,26.5,0.382,1,0
142,24,0.374,1,0
143,0,0.377,1,0
144,0,0.397,1,0
145,2.5,0.399,1,0
146,0,0.404,1,0
147,3,0.404,1,0
148,6,0.395,1,0
149,6,0.393,1,0
150,12,0.391,1,0.016
151,12,0.379,1,0.162
152,9,0.419,1,0.348
153,5,0.461,0,0.508
154,11,0.511,1,0.636
155,17,0.57,1,0.684
156,6,0.616,1,0.709
157,2.5,0.638,1,0.644
158,0,0.652,0,0.531
159,42.5,0.654,0,0.381
160,65,0.639,1,0.211
161,25,0.584,1,0.049
162,66,0.527,1,0
163,43.5,0.507,0,0
164,47,0.494,1,0
165,27,0.498,1,0
166,21,0.493,1,0
167,0,0.498,1,0
0,0,0.847,1,0
1,0,0.794,1,0
2,0,0.752,1,0
3,0,0.718,1,0
4,0,0.689,1,0
5,0,0.664,0,0
6,18,0.649,1,0.02
7,26.5,0.627,1,0.19
8,14,0.628,0,0.396
9,0,0.651,1,0.513
10,0,0.71,1,0.631
11,5,0.805,0,0.695
12,0,0.891,1,0.727
13,16,0.941,1,0.681
14,17,0.966,0,0.579
15,31,0.972,1,0.417
16,74.5,0.972,1,0.224
17,80,0.97,1,0.051
18,17,0.971,1,0
19,24,0.971,1,0
20,24,0.977,1,0
21,24,0.982,1,0
22,24,0.983,1,0
23,0,0.984,1,0
24,0,0.983,1,0
25,0,0.98,1,0
26,0,0.975,1,0
27,0,0.968,1,0
28,0,0.961,1,0
29,0,0.948,1,0
30,21,0.934,1,0.025
31,18,0.933,1,0.204
32,24,0.948,1,0.438
33,12,0.962,1,0.613
34,7.5,0.968,1,0.723
35,5,0.973,1,0.779
36,0,0.972,1,0.782
37,5,0.965,0,0.736
38,10,0.954,0,0.637
39,27.5,0.943,0,0.472
40,85,0.924,1,0.273
41,40,0.889,1,0.068
42,78,0.847,1,0
43,18,0.82,1,0
44,18,0.807,1,0
45,18,0.803,1,0
46,15,0.797,1,0
47,0,0.8,1,0
48,2.5,0.82,1,0
49,6,0.827,1,0
50,6,0.832,1,0
51,0,0.835,1,0
52,6,0.836,1,0
53,0,0.822,1,0
54,9,0.797,1,0.026
55,24,0.783,1,0.209
56,18,0.83,0,0.427
57,8.5,0.856,0,0.595
58,5,0.849,1,0.711
59,5,0.84,1,0.716
60,5,0.829,0,0.683
61,27.5,0.817,1,0.698
62,65,0.808,1,0.609
63,20,0.801,0,0.453
64,12,0.783,1,0.222
65,32,0.75,1,0.037
66,71.5,0.724,1,0
67,37,0.713,0,0
68,18,0.705,1,0
69,24,0.697,0,0
70,21,0.674,1,0
71,0,0.64,1,0
72,5,0.605,1,0
73,2.5,0.575,1,0
74,0,0.554,1,0
75,0,0.533,0,0
76,6,0.515,1,0
77,6,0.459,0,0
78,9,0.413,1,0.027
79,21,0.391,1,0.218
80,14.5,0.49,0,0.433
81,7.5,0.541,1,0.6
82,0,0.521,1,0.713
83,2.5,0.492,0,0.77
84,19.5,0.465,1,0.785
85,5,0.443,1,0.739
86,40,0.428,1,0.637
87,40,0.41,1,0.471
88,20,0.38,1,0.268
89,45,0.35,1,0.068
90,52,0.341,1,0
91,21,0.315,0,0
92,21,0.294,1,0
93,35.5,0.271,1,0
94,21,0.264,1,0
95,0,0.26,1,0
96,0,0.26,0,0
97,0,0.263,1,0
98,0,0.265,1,0
99,6,0.271,1,0
100,6,0.275,1,0
101,0,0.268,1,0
102,9,0.262,0,0.028
103,14.5,0.256,1,0.218
104,13.5,0.335,0,0.431
105,10,0.395,1,0.598
106,0,0.409,1,0.71
107,2.5,0.425,0,0.767
108,37,0.451,0,0.744
109,48.5,0.482,0,0.697
110,40,0.513,1,0.595
111,20,0.52,0,0.441
112,0,0.475,0,0.246
113,0,0.389,1,0.061
114,17.5,0.342,0,0
115,29,0.318,1,0
116,46.5,0.284,1,0
117,24,0.257,1,0
118,24,0.243,0,0
119,0,0.288,1,0
120,0,0.307,1,0
121,0,0.307,1,0
122,0,0.298,1,0
123,0,0.315,0,0
124,0,0.302,1,0
125,0,0.291,0,0
126,15,0.274,1,0.024
127,24,0.235,1,0.182
128,12,0.249,0,0.391
129,0,0.267,0,0.547
130,0,0.256,1,0.665
131,0,0.253,1,0.725
132,14.5,0.262,1,0.738
133,2.5,0.285,1,0.69
134,20,0.326,0,0.588
135,85,0.367,1,0.419
136,50,0.386,1,0.229
137,27.5,0.403,1,0.056
138,55,0.408,1,0
139,24,0.404,0,0
140,63.5,0.391,0,0
141,35,0.382,1,0
142,21,0.374,0,0
143,0,0.377,1,0
144,7.5,0.397,1,0
145,2.5,0.399,1,0
146,0,0.404,0,0
147,0,0.404,1,0
148,0,0.395,0,0
149,0,0.393,1,0
150,15,0.391,1,0.022
151,18,0.379,0,0.174
152,12,0.419,1,0.373
153,0,0.461,1,0.541
154,0,0.511,1,0.656
155,20,0.57,0,0.716
156,0,0.616,0,0.711
157,0,0.638,1,0.656
158,0,0.652,1,0.569
159,59.5,0.654,0,0.423
160,50,0.639,1,0.241
161,40,0.584,1,0.064
162,57.5,0.527,1,0
163,20.5,0.507,1,0
164,15,0.494,1,0
165,21,0.498,1,0
166,36,0.493,0,0
167,12,0.498,0,0
0,0,0.847,1,0
1,2.5,0.794,1,0
2,0,0.752,1,0
3,0,0.718,0,0
4,0,0.689,1,0
5,0,0.664,0,0
6,12,0.649,1,0.032
7,21,0.627,0,0.228
8,12,0.628,0,0.443
9,5,0.651,1,0.584
10,5,0.71,1,0.695
11,25,0.805,1,0.753
12,40,0.891,1,0.754
13,40,0.941,1,0.711
14,28.5,0.966,0,0.615
15,57,0.972,0,0.467
16,22.5,0.972,1,0.274
17,32,0.97,1,0.077
18,55,0.971,1,0
19,44,0.971,1,0
20,26.5,0.977,0,0
21,26.5,0.982,1,0
22,24,0.983,1,0
23,0,0.984,0,0
24,0,0.983,1,0
25,0,0.98,1,0
26,0,0.975,1,0
27,0,0.968,1,0
28,0,0.961,1,0
29,0,0.948,1,0
30,12,0.934,1,0.033
31,20.5,0.933,0,0.222
32,17,0.948,0,0.43
33,2.5,0.962,0,0.59
34,0,0.968,0,0.696
35,0,0.973,1,0.749
36,2.5,0.972,1,0.754
37,5,0.965,1,0.711
38,42.5,0.954,1,0.607
39,42.5,0.943,1,0.369
40,5,0.924,0,0.269
41,28.5,0.889,1,0.078
42,84,0.847,1,0
43,38,0.82,1,0
44,55.5,0.807,0,0
45,29.5,0.803,1,0
46,24,0.797,1,0
47,0,0.8,1,0
48,0,0.82,0,0
49,6,0.827,1,0
50,0,0.832,1,0
51,0,0.835,1,0
52,6,0.836,0,0
53,6,0.822,1,0
54,6,0.797,1,0.036
55,12,0.783,0,0.23
56,14,0.83,0,0.442
57,2.5,0.856,1,0.595
58,0,0.849,1,0.704
59,2.5,0.84,1,0.76
60,2.5,0.829,1,0.759
61,17,0.817,1,0.716
62,50,0.808,1,0.615
63,42.5,0.801,0,0.45
64,54.5,0.783,1,0.241
65,40,0.75,1,0.066
66,55,0.724,1,0
67,21,0.713,1,0
68,26,0.705,1,0
69,26.5,0.697,1,0
70,24,0.674,1,0
71,0,0.64,1,0
72,7.5,0.605,1,0
73,2.5,0.575,1,0
74,0,0.554,0,0
75,0,0.533,0,0
76,0,0.515,1,0
77,3,0.459,1,0
78,18,0.413,1,0.041
79,20.5,0.391,1,0.254
80,14,0.49,1,0.465
81,5,0.541,0,0.62
82,5,0.521,1,0.719
83,5,0.492,1,0.768
84,0,0.465,0,0.775
