Demand;SolarPV;Wind
0;0.745;0.221
0;0.684;0.235
0;0.568;0.249
0;0.402;0.261
0;0.198;0.271
0;0.017;0.246
1.33448;0;0.212
5.43324;0;0.194
6.86304;0;0.192
7.43496;0;0.192
6.38644;0;0.179
4.766;0;0.164
4.00344;0;0.157
0;0;0.182
0;0;0.201
0;0;0.191
0;0;0.165
0;0;0.129
0;0.091;0.094
0;0.286;0.075
0;0.487;0.073
0;0.643;0.089
0;0.729;0.124
0;0.761;0.151
0;0.735;0.18
0;0.691;0.196
0;0.566;0.206
0;0.403;0.211
0;0.185;0.212
0;0.016;0.214
1.33448;0;0.209
5.43324;0;0.201
6.86304;0;0.197
7.43496;0;0.197
6.38644;0;0.2
4.766;0;0.2
4.00344;0;0.189
0;0;0.195
0;0;0.21
0;0;0.223
0;0;0.218
0;0;0.21
0;0.091;0.206
0;0.304;0.204
0;0.502;0.201
0;0.644;0.2
0;0.734;0.203
0;0.779;0.233
0;0.767;0.272
0;0.706;0.299
0;0.591;0.326
0;0.426;0.356
0;0.212;0.379
0;0.019;0.365
1.33448;0;0.351
5.43324;0;0.335
6.86304;0;0.319
7.43496;0;0.295
6.38644;0;0.271
4.766;0;0.266
4.00344;0;0.256
0;0;0.249
0;0;0.243
0;0;0.223
0;0;0.208
0;0;0.191
0;0.084;0.179
0;0.273;0.165
0;0.481;0.164
0;0.638;0.165
0;0.723;0.168
0;0.76;0.177
0;0.745;0.186
0;0.681;0.18
0;0.556;0.17
0;0.392;0.156
0;0.191;0.145
0;0.017;0.136
1.33448;0;0.129
5.43324;0;0.127
6.86304;0;0.124
7.43496;0;0.118
6.38644;0;0.112
4.766;0;0.106
4.00344;0;0.105
0;0;0.111
0;0;0.124
0;0;0.146
0;0;0.18
0;0;0.219
0;0.077;0.248
0;0.262;0.268
0;0.464;0.282
0;0.625;0.294
0;0.713;0.302
0;0.763;0.327
0;0.75;0.367
0;0.69;0.406
0;0.569;0.441
0;0.408;0.462
0;0.203;0.487
0;0.019;0.49
1.33448;0;0.492
5.43324;0;0.477
6.86304;0;0.442
7.43496;0;0.417
6.38644;0;0.4
4.766;0;0.398
4.00344;0;0.394
0;0;0.432
0;0;0.474
0;0;0.51
0;0;0.528
0;0;0.513
0;0.085;0.466
0;0.293;0.414
0;0.469;0.37
0;0.635;0.336
0;0.722;0.318
0;0.751;0.301
0;0.735;0.301
0;0.664;0.306
0;0.552;0.315
0;0.398;0.323
0;0.188;0.328
0;0.016;0.336
1.33448;0;0.344
5.43324;0;0.34
6.86304;0;0.339
7.43496;0;0.342
6.38644;0;0.342
4.766;0;0.336
4.00344;0;0.33
0;0;0.389
0;0;0.494
0;0;0.592
0;0;0.681
0;0;0.752
0;0.071;0.782
0;0.244;0.775
0;0.46;0.746
0;0.599;0.708
0;0.693;0.661
0;0.705;0.593
0;0.697;0.541
0;0.646;0.523
0;0.545;0.526
0;0.398;0.528
0;0.194;0.526
0;0.019;0.536
1.33448;0;0.541
5.43324;0;0.526
6.86304;0;0.526
7.43496;0;0.538
6.38644;0;0.551
4.766;0;0.564
4.00344;0;0.569
0;0;0.617
0;0;0.64
0;0;0.634
0;0;0.616
0;0;0.591
0;0.09;0.549
0;0.296;0.487
0;0.5;0.417
0;0.64;0.361
0;0.71;0.316
0;0.745;0.279
0;0.734;0.262
0;0.678;0.251
0;0.566;0.243
0;0.405;0.228
0;0.201;0.208
0;0.017;0.177
1.33448;0;0.145
5.43324;0;0.127
6.86304;0;0.104
7.43496;0;0.083
6.38644;0;0.071
4.766;0;0.074
4.00344;0;0.09
0;0;0.122
0;0;0.168
0;0;0.21
0;0;0.245
0;0;0.251
0;0.099;0.236
0;0.317;0.233
0;0.507;0.241
0;0.655;0.26
0;0.743;0.284
0;0.771;0.313
0;0.756;0.345
0;0.695;0.37
0;0.581;0.394
0;0.412;0.402
0;0.197;0.406
0;0.02;0.421
1.33448;0;0.442
5.43324;0;0.459
6.86304;0;0.477
7.43496;0;0.5
6.38644;0;0.52
4.766;0;0.525
4.00344;0;0.519
0;0;0.591
0;0;0.634
0;0;0.655
0;0;0.658
0;0;0.652
0;0.083;0.64
0;0.27;0.626
0;0.465;0.608
0;0.624;0.59
0;0.735;0.566
0;0.766;0.516
0;0.753;0.464
0;0.69;0.452
0;0.574;0.442
0;0.408;0.427
0;0.198;0.41
0;0.019;0.416
1.33448;0;0.426
5.43324;0;0.411
6.86304;0;0.41
7.43496;0;0.41
6.38644;0;0.402
4.766;0;0.389
4.00344;0;0.424
0;0;0.622
0;0;0.758
0;0;0.818
0;0;0.847
0;0;0.871
0;0.077;0.887
0;0.263;0.896
0;0.446;0.9
0;0.599;0.898
0;0.678;0.885
0;0.724;0.838
0;0.716;0.79
0;0.664;0.79
0;0.555;0.809
0;0.398;0.837
0;0.194;0.857
0;0.018;0.862
1.33448;0;0.854
5.43324;0;0.838
6.86304;0;0.819
7.43496;0;0.8
6.38644;0;0.768
4.766;0;0.738
4.00344;0;0.733
0;0;0.797
0;0;0.822
0;0;0.821
0;0;0.814
0;0;0.791
0;0.071;0.76
0;0.273;0.725
0;0.459;0.692
0;0.616;0.661
0;0.694;0.614
0;0.745;0.531
0;0.73;0.442
0;0.677;0.407
0;0.562;0.381
0;0.4;0.355
0;0.188;0.322
0;0.016;0.307
1.33448;0;0.301
5.43324;0;0.297
6.86304;0;0.291
7.43496;0;0.284
6.38644;0;0.285
4.766;0;0.269
4.00344;0;0.258
0;0;0.345
0;0;0.429
0;0;0.455
0;0;0.449
0;0;0.442
0;0.05;0.425
0;0.195;0.41
0;0.383;0.401
0;0.505;0.4
0;0.582;0.397
0;0.608;0.362
0;0.543;0.317
0;0.451;0.305
0;0.328;0.307
0;0.198;0.315
0;0.091;0.33
0;0.009;0.342
1.33448;0;0.346
5.43324;0;0.345
6.86304;0;0.341
7.43496;0;0.339
6.38644;0;0.345
4.766;0;0.352
4.00344;0;0.373
0;0;0.513
0;0;0.58
0;0;0.584
0;0;0.566
0;0;0.558
0;0.072;0.559
0;0.245;0.555
0;0.391;0.553
0;0.492;0.566
0;0.568;0.574
0;0.608;0.504
0;0.571;0.44
0;0.493;0.444
0;0.394;0.467
0;0.296;0.485
0;0.159;0.493
0;0.014;0.513
1.33448;0;0.535
5.43324;0;0.564
6.86304;0;0.592
7.43496;0;0.617
6.38644;0;0.636
4.766;0;0.654
4.00344;0;0.685
0;0;0.805
0;0;0.855
0;0;0.877
0;0;0.887
0;0;0.89
0;0.066;0.89
0;0.224;0.889
0;0.371;0.885
0;0.492;0.876
0;0.581;0.857
0;0.619;0.803
0;0.63;0.733
0;0.59;0.703
0;0.503;0.691
0;0.345;0.702
0;0.157;0.708
0;0.014;0.704
1.33448;0;0.695
5.43324;0;0.696
6.86304;0;0.699
7.43496;0;0.704
6.38644;0;0.712
4.766;0;0.718
4.00344;0;0.714
0;0;0.775
0;0;0.794
0;0;0.782
0;0;0.757
0;0;0.742
0;0.067;0.735
0;0.22;0.733
0;0.421;0.729
0;0.558;0.723
0;0.642;0.704
0;0.644;0.668
0;0.613;0.644
0;0.535;0.652
0;0.427;0.668
0;0.291;0.689
0;0.136;0.682
0;0.012;0.689
1.33448;0;0.691
5.43324;0;0.677
6.86304;0;0.644
7.43496;0;0.617
6.38644;0;0.583
4.766;0;0.555
4.00344;0;0.551
0;0;0.629
0;0;0.689
0;0;0.691
0;0;0.674
0;0;0.654
0;0.07;0.631
0;0.244;0.607
0;0.447;0.585
0;0.591;0.57
0;0.68;0.561
0;0.719;0.512
0;0.716;0.474
0;0.647;0.465
0;0.538;0.455
0;0.377;0.431
0;0.188;0.411
0;0.019;0.432
1.33448;0;0.471
5.43324;0;0.485
6.86304;0;0.47
7.43496;0;0.438
6.38644;0;0.41
4.766;0;0.372
4.00344;0;0.333
0;0;0.392
0;0;0.407
0;0;0.397
0;0;0.382
0;0;0.366
0;0.099;0.349
0;0.31;0.339
0;0.49;0.336
0;0.639;0.351
0;0.714;0.375
0;0.753;0.397
0;0.74;0.429
0;0.675;0.466
0;0.553;0.507
0;0.385;0.517
0;0.192;0.497
0;0.019;0.481
1.33448;0;0.464
5.43324;0;0.452
6.86304;0;0.441
7.43496;0;0.424
6.38644;0;0.41
4.766;0;0.388
4.00344;0;0.364
0;0;0.464
0;0;0.526
0;0;0.535
0;0;0.535
0;0;0.517
0;0.078;0.47
0;0.292;0.418
0;0.494;0.381
0;0.635;0.357
0;0.716;0.333
0;0.769;0.298
0;0.759;0.271
0;0.701;0.253
0;0.553;0.249
0;0.398;0.245
0;0.185;0.233
0;0.02;0.22
1.33448;0;0.212
5.43324;0;0.2
6.86304;0;0.179
7.43496;0;0.165
6.38644;0;0.168
4.766;0;0.187
4.00344;0;0.208
0;0;0.285
0;0;0.333
0;0;0.351
0;0;0.339
0;0;0.318
0;0.088;0.3
0;0.296;0.291
0;0.494;0.297
0;0.634;0.32
0;0.72;0.351
0;0.754;0.366
0;0.734;0.368
0;0.684;0.375
0;0.553;0.364
0;0.379;0.349
0;0.168;0.34
0;0.017;0.333
1.33448;0;0.316
5.43324;0;0.303
6.86304;0;0.305
7.43496;0;0.319
6.38644;0;0.356
4.766;0;0.415
4.00344;0;0.49
0;0;0.643
0;0;0.724
0;0;0.761
0;0;0.787
0;0;0.81
0;0.082;0.83
0;0.255;0.844
0;0.425;0.848
0;0.558;0.845
0;0.643;0.833
0;0.7;0.8
0;0.713;0.768
0;0.67;0.752
0;0.526;0.751
0;0.331;0.754
0;0.15;0.786
0;0.015;0.807
1.33448;0;0.798
5.43324;0;0.782
6.86304;0;0.756
7.43496;0;0.729
6.38644;0;0.729
4.766;0;0.74
4.00344;0;0.781
0;0;0.885
0;0;0.914
0;0;0.915
0;0;0.912
0;0;0.91
0;0.095;0.911
0;0.302;0.913
0;0.488;0.915
0;0.625;0.916
0;0.707;0.912
0;0.736;0.887
0;0.716;0.848
0;0.642;0.838
0;0.539;0.857
0;0.391;0.877
0;0.186;0.887
0;0.017;0.892
1.33448;0;0.896
5.43324;0;0.898
6.86304;0;0.894
7.43496;0;0.886
6.38644;0;0.889
4.766;0;0.891
4.00344;0;0.895
0;0;0.912
0;0;0.916
0;0;0.912
0;0;0.908
0;0;0.904
0;0.036;0.902
0;0.144;0.904
0;0.265;0.91
0;0.352;0.916
0;0.378;0.909
0;0.372;0.886
0;0.368;0.881
0;0.355;0.89
0;0.294;0.9
0;0.204;0.903
0;0.091;0.906
0;0.009;0.903
1.33448;0;0.898
5.43324;0;0.893
6.86304;0;0.886
7.43496;0;0.876
6.38644;0;0.86
4.766;0;0.816
4.00344;0;0.752
0;0;0.794
0;0;0.854
0;0;0.877
0;0;0.873
0;0;0.848
0;0.06;0.807
0;0.181;0.765
0;0.284;0.715
0;0.331;0.664
0;0.317;0.586
0;0.265;0.516
0;0.215;0.49
0;0.173;0.493
0;0.13;0.478
0;0.093;0.463
0;0.043;0.451
0;0.003;0.467
1.33448;0;0.49
5.43324;0;0.519
6.86304;0;0.506
7.43496;0;0.497
6.38644;0;0.496
4.766;0;0.472
4.00344;0;0.446
0;0;0.551
0;0;0.657
0;0;0.681
0;0;0.699
0;0;0.73
0;0.045;0.751
0;0.167;0.754
0;0.312;0.738
0;0.434;0.703
0;0.523;0.636
0;0.572;0.511
0;0.553;0.41
0;0.491;0.384
0;0.404;0.382
0;0.272;0.381
0;0.141;0.379
0;0.016;0.407
1.33448;0;0.465
5.43324;0;0.509
6.86304;0;0.545
7.43496;0;0.58
6.38644;0;0.588
4.766;0;0.58
4.00344;0;0.548
0;0;0.633
0;0;0.686
0;0;0.692
0;0;0.683
0;0;0.669
0;0.09;0.658
0;0.289;0.677
0;0.459;0.671
0;0.578;0.649
0;0.648;0.603
0;0.665;0.461
0;0.639;0.343
0;0.568;0.305
0;0.464;0.291
0;0.337;0.282
0;0.167;0.273
0;0.018;0.286
1.33448;0;0.316
5.43324;0;0.342
6.86304;0;0.345
7.43496;0;0.336
6.38644;0;0.336
4.766;0;0.345
4.00344;0;0.37
0;0;0.46
0;0;0.498
0;0;0.487
0;0;0.478
0;0;0.481
0;0.065;0.479
0;0.218;0.484
0;0.391;0.514
0;0.52;0.551
0;0.62;0.55
0;0.681;0.417
0;0.679;0.304
0;0.623;0.305
0;0.499;0.316
0;0.355;0.308
0;0.183;0.313
0;0.022;0.351
1.33448;0;0.382
5.43324;0;0.344
6.86304;0;0.297
7.43496;0;0.265
6.38644;0;0.241
4.766;0;0.243
4.00344;0;0.271
0;0;0.379
0;0;0.42
0;0;0.422
0;0;0.413
0;0;0.41
0;0.095;0.407
0;0.291;0.406
0;0.473;0.401
0;0.611;0.39
0;0.678;0.368
0;0.714;0.327
0;0.672;0.294
0;0.585;0.292
0;0.434;0.302
0;0.281;0.306
0;0.123;0.301
0;0.015;0.294
1.33448;0;0.271
5.43324;0;0.236
6.86304;0;0.202
7.43496;0;0.177
6.38644;0;0.156
4.766;0;0.133
4.00344;0;0.113
0;0;0.121
0;0;0.118
0;0;0.11
0;0;0.112
0;0;0.129
0;0.103;0.154
0;0.311;0.172
0;0.486;0.175
0;0.63;0.163
0;0.712;0.143
0;0.736;0.137
0;0.712;0.152
0;0.636;0.171
0;0.503;0.204
0;0.345;0.241
0;0.162;0.269
0;0.019;0.268
1.33448;0;0.236
5.43324;0;0.194
6.86304;0;0.173
7.43496;0;0.154
6.38644;0;0.141
4.766;0;0.145
4.00344;0;0.146
0;0;0.171
0;0;0.184
0;0;0.177
0;0;0.178
0;0;0.178
0;0.072;0.174
0;0.226;0.169
0;0.373;0.166
0;0.486;0.17
0;0.531;0.179
0;0.525;0.184
0;0.496;0.191
0;0.453;0.196
0;0.425;0.199
0;0.357;0.193
0;0.195;0.186
0;0.027;0.183
1.33448;0;0.19
5.43324;0;0.196
6.86304;0;0.209
7.43496;0;0.23
6.38644;0;0.257
4.766;0;0.274
4.00344;0;0.291
0;0;0.349
0;0;0.383
0;0;0.373
0;0;0.343
0;0;0.305
0;0.084;0.262
0;0.28;0.226
0;0.484;0.207
0;0.628;0.195
0;0.715;0.184
0;0.749;0.169
0;0.741;0.168
0;0.682;0.172
0;0.568;0.185
0;0.412;0.196
0;0.214;0.192
0;0.029;0.171
1.33448;0;0.153
5.43324;0;0.131
6.86304;0;0.113
7.43496;0;0.106
6.38644;0;0.114
4.766;0;0.131
4.00344;0;0.128
0;0;0.136
0;0;0.134
0;0;0.134
0;0;0.149
0;0;0.165
0;0.098;0.162
0;0.298;0.145
0;0.465;0.124
0;0.584;0.113
0;0.648;0.105
0;0.671;0.093
0;0.643;0.088
0;0.569;0.083
0;0.456;0.084
0;0.307;0.092
0;0.148;0.104
0;0.022;0.116
1.44312;0;0.123
5.87556;0;0.127
7.42176;0;0.13
8.04024;0;0.138
6.90636;0;0.151
5.154;0;0.16
4.32936;0;0.164
0;0;0.193
0;0;0.214
0;0;0.218
0;0;0.212
0;0;0.209
0;0.069;0.202
0;0.21;0.194
0;0.368;0.189
0;0.537;0.181
0;0.637;0.166
0;0.648;0.155
0;0.635;0.17
0;0.552;0.194
0;0.405;0.215
0;0.247;0.221
0;0.114;0.213
0;0.017;0.188
1.44312;0;0.15
5.87556;0;0.125
7.42176;0;0.113
8.04024;0;0.11
6.90636;0;0.11
5.154;0;0.132
4.32936;0;0.158
0;0;0.201
0;0;0.227
0;0;0.233
0;0;0.229
0;0;0.211
0;0.085;0.189
0;0.229;0.174
0;0.38;0.164
0;0.544;0.16
0;0.674;0.142
0;0.738;0.13
0;0.739;0.141
0;0.681;0.169
0;0.53;0.199
0;0.284;0.197
0;0.088;0.179
0;0.01;0.158
1.44312;0;0.141
5.87556;0;0.132
7.42176;0;0.131
8.04024;0;0.139
6.90636;0;0.149
5.154;0;0.161
4.32936;0;0.163
0;0;0.188
0;0;0.197
0;0;0.193
0;0;0.181
0;0;0.159
0;0.109;0.138
0;0.312;0.119
0;0.497;0.106
0;0.63;0.103
0;0.714;0.119
0;0.75;0.15
0;0.739;0.204
0;0.682;0.243
0;0.578;0.273
0;0.417;0.296
0;0.222;0.31
0;0.03;0.309
1.44312;0;0.293
5.87556;0;0.271
7.42176;0;0.248
8.04024;0;0.241
6.90636;0;0.226
5.154;0;0.197
4.32936;0;0.162
0;0;0.17
0;0;0.173
0;0;0.178
0;0;0.192
0;0;0.222
0;0.105;0.267
0;0.305;0.31
0;0.491;0.339
0;0.619;0.348
0;0.698;0.345
0;0.72;0.313
0;0.716;0.286
0;0.657;0.286
0;0.552;0.307
0;0.399;0.33
0;0.202;0.353
0;0.028;0.354
1.44312;0;0.328
5.87556;0;0.297
7.42176;0;0.273
8.04024;0;0.263
6.90636;0;0.254
5.154;0;0.251
4.32936;0;0.253
0;0;0.289
0;0;0.325
0;0;0.354
0;0;0.377
0;0;0.407
0;0.072;0.425
0;0.233;0.419
0;0.422;0.412
0;0.571;0.432
0;0.69;0.461
0;0.748;0.444
0;0.736;0.412
0;0.681;0.404
0;0.582;0.394
0;0.402;0.382
0;0.176;0.372
0;0.021;0.352
1.44312;0;0.33
5.87556;0;0.327
7.42176;0;0.323
8.04024;0;0.324
6.90636;0;0.333
5.154;0;0.353
4.32936;0;0.384
0;0;0.523
0;0;0.641
0;0;0.685
0;0;0.692
0;0;0.686
0;0.063;0.67
0;0.226;0.631
0;0.407;0.57
0;0.587;0.484
0;0.69;0.385
0;0.733;0.305
0;0.721;0.268
0;0.661;0.25
0;0.553;0.27
0;0.377;0.3
0;0.185;0.311
0;0.024;0.29
1.44312;0;0.245
5.87556;0;0.197
7.42176;0;0.163
8.04024;0;0.147
6.90636;0;0.148
5.154;0;0.166
4.32936;0;0.18
0;0;0.212
0;0;0.259
0;0;0.296
0;0;0.316
0;0;0.316
0;0.076;0.308
0;0.219;0.31
0;0.362;0.31
0;0.458;0.308
0;0.542;0.297
0;0.593;0.272
0;0.566;0.247
0;0.513;0.228
0;0.447;0.228
0;0.323;0.218
0;0.166;0.201
0;0.022;0.193
1.44312;0;0.19
5.87556;0;0.192
7.42176;0;0.197
8.04024;0;0.205
6.90636;0;0.214
5.154;0;0.209
4.32936;0;0.199
0;0;0.221
0;0;0.221
0;0;0.193
0;0;0.153
0;0;0.134
0;0.101;0.135
0;0.29;0.144
0;0.47;0.159
0;0.613;0.173
0;0.704;0.181
0;0.743;0.188
0;0.73;0.202
0;0.669;0.217
0;0.561;0.243
0;0.407;0.273
0;0.212;0.294
0;0.031;0.317
1.44312;0;0.328
5.87556;0;0.317
7.42176;0;0.31
8.04024;0;0.307
6.90636;0;0.28
5.154;0;0.242
4.32936;0;0.211
0;0;0.22
0;0;0.202
0;0;0.18
0;0;0.174
0;0;0.19
0;0.101;0.22
0;0.29;0.268
0;0.488;0.33
0;0.626;0.389
0;0.709;0.432
0;0.745;0.44
0;0.725;0.411
0;0.668;0.41
0;0.562;0.422
0;0.408;0.43
0;0.215;0.415
0;0.031;0.385
1.44312;0;0.38
5.87556;0;0.407
7.42176;0;0.443
8.04024;0;0.475
6.90636;0;0.49
5.154;0;0.47
4.32936;0;0.425
0;0;0.417
0;0;0.391
0;0;0.357
0;0;0.331
0;0;0.342
0;0.091;0.372
0;0.29;0.392
0;0.468;0.4
0;0.603;0.41
0;0.689;0.424
0;0.722;0.412
0;0.717;0.37
0;0.664;0.349
0;0.555;0.345
0;0.397;0.336
0;0.209;0.324
0;0.029;0.307
1.44312;0;0.291
5.87556;0;0.297
7.42176;0;0.286
8.04024;0;0.269
6.90636;0;0.249
5.154;0;0.227
4.32936;0;0.228
0;0;0.304
0;0;0.357
0;0;0.381
0;0;0.4
0;0;0.419
0;0.091;0.435
0;0.274;0.455
0;0.466;0.469
0;0.613;0.459
0;0.704;0.426
0;0.741;0.397
0;0.725;0.371
0;0.662;0.363
0;0.562;0.37
0;0.391;0.393
0;0.207;0.404
0;0.031;0.382
1.44312;0;0.342
5.87556;0;0.311
7.42176;0;0.282
8.04024;0;0.253
6.90636;0;0.233
5.154;0;0.226
4.32936;0;0.227
0;0;0.281
0;0;0.316
0;0;0.339
0;0;0.366
0;0;0.4
0;0.076;0.435
0;0.224;0.46
0;0.335;0.448
0;0.391;0.397
0;0.415;0.332
0;0.401;0.288
0;0.346;0.289
0;0.258;0.305
0;0.182;0.32
0;0.111;0.336
0;0.052;0.365
0;0.006;0.382
1.44312;0;0.37
5.87556;0;0.362
7.42176;0;0.396
8.04024;0;0.435
6.90636;0;0.421
5.154;0;0.354
4.32936;0;0.306
0;0;0.332
0;0;0.388
0;0;0.413
0;0;0.432
0;0;0.443
0;0.038;0.468
0;0.105;0.515
0;0.165;0.545
0;0.216;0.548
0;0.245;0.564
0;0.257;0.611
0;0.251;0.639
0;0.235;0.651
0;0.204;0.662
0;0.146;0.7
0;0.08;0.765
0;0.013;0.774
1.44312;0;0.728
5.87556;0;0.661
7.42176;0;0.587
8.04024;0;0.564
6.90636;0;0.551
5.154;0;0.51
4.32936;0;0.442
0;0;0.49
0;0;0.594
0;0;0.675
0;0;0.744
0;0;0.779
0;0.032;0.803
0;0.102;0.826
0;0.158;0.84
0;0.197;0.841
0;0.234;0.825
0;0.266;0.806
0;0.255;0.789
0;0.222;0.805
0;0.165;0.816
0;0.107;0.811
0;0.051;0.818
0;0.007;0.858
1.44312;0;0.858
5.87556;0;0.782
7.42176;0;0.658
8.04024;0;0.629
6.90636;0;0.691
5.154;0;0.675
4.32936;0;0.536
0;0;0.419
0;0;0.321
0;0;0.253
0;0;0.216
0;0;0.22
0;0.077;0.232
0;0.195;0.228
0;0.313;0.231
0;0.419;0.241
0;0.51;0.257
0;0.505;0.257
0;0.465;0.242
0;0.391;0.222
0;0.318;0.196
0;0.2;0.184
0;0.091;0.188
0;0.013;0.203
1.44312;0;0.221
5.87556;0;0.251
7.42176;0;0.286
8.04024;0;0.319
6.90636;0;0.334
5.154;0;0.319
4.32936;0;0.292
0;0;0.324
0;0;0.326
0;0;0.298
0;0;0.27
0;0;0.269
0;0.072;0.282
0;0.206;0.288
0;0.325;0.296
0;0.371;0.291
0;0.426;0.28
0;0.44;0.265
0;0.421;0.257
0;0.343;0.254
0;0.259;0.257
0;0.163;0.267
0;0.07;0.269
0;0.009;0.269
1.44312;0;0.267
5.87556;0;0.257
7.42176;0;0.241
8.04024;0;0.228
6.90636;0;0.224
5.154;0;0.218
4.32936;0;0.208
0;0;0.243
0;0;0.287
0;0;0.308
0;0;0.316
0;0;0.318
0;0.058;0.319
0;0.182;0.315
0;0.309;0.308
0;0.396;0.298
0;0.452;0.28
0;0.485;0.243
0;0.491;0.221
0;0.458;0.226
0;0.4;0.236
0;0.289;0.251
0;0.149;0.262
0;0.024;0.271
1.44312;0;0.286
5.87556;0;0.286
7.42176;0;0.273
8.04024;0;0.262
6.90636;0;0.253
5.154;0;0.233
4.32936;0;0.223
0;0;0.242
0;0;0.218
0;0;0.193
0;0;0.173
0;0.001;0.157
0;0.101;0.132
0;0.291;0.123
0;0.461;0.135
0;0.595;0.161
0;0.644;0.177
0;0.698;0.205
0;0.688;0.239
0;0.628;0.261
0;0.513;0.268
0;0.372;0.265
0;0.182;0.256
0;0.028;0.236
1.44312;0;0.218
5.87556;0;0.199
7.42176;0;0.177
8.04024;0;0.161
6.90636;0;0.147
5.154;0;0.133
4.32936;0;0.125
0;0;0.137
0;0;0.142
0;0;0.14
0;0;0.132
0;0.001;0.131
0;0.107;0.145
0;0.291;0.17
0;0.446;0.189
0;0.558;0.203
0;0.629;0.213
0;0.633;0.216
0;0.625;0.214
0;0.551;0.214
0;0.428;0.233
0;0.302;0.277
0;0.146;0.325
0;0.023;0.3
1.44312;0;0.248
5.87556;0;0.218
7.42176;0;0.214
8.04024;0;0.23
6.90636;0;0.248
5.154;0;0.259
4.32936;0;0.26
0;0;0.305
0;0;0.323
0;0;0.323
0;0;0.325
0;0;0.318
0;0.077;0.293
0;0.239;0.271
0;0.427;0.261
0;0.588;0.261
0;0.687;0.266
0;0.719;0.282
0;0.714;0.31
0;0.65;0.331
0;0.548;0.345
0;0.403;0.351
0;0.206;0.342
0;0.031;0.299
1.44312;0;0.243
5.87556;0;0.188
7.42176;0;0.138
8.04024;0;0.098
6.90636;0;0.076
5.154;0;0.076
4.32936;0;0.094
0;0;0.125
0;0;0.152
0;0;0.172
0;0;0.192
0;0.001;0.209
0;0.109;0.222
0;0.295;0.235
0;0.475;0.24
0;0.613;0.229
0;0.706;0.202
0;0.737;0.178
0;0.726;0.171
0;0.668;0.17
0;0.554;0.181
0;0.403;0.195
0;0.215;0.201
0;0.032;0.194
1.44312;0;0.184
5.87556;0;0.178
7.42176;0;0.178
8.04024;0;0.174
6.90636;0;0.171
5.154;0;0.169
4.32936;0;0.165
0;0;0.197
0;0;0.243
0;0;0.303
0;0;0.37
0;0.001;0.415
0;0.08;0.419
0;0.208;0.405
0;0.3;0.376
0;0.366;0.343
0;0.402;0.298
0;0.42;0.253
0;0.402;0.212
0;0.367;0.19
0;0.29;0.18
0;0.179;0.178
0;0.079;0.183
0;0.012;0.184
1.44312;0;0.176
5.87556;0;0.158
7.42176;0;0.136
8.04024;0;0.118
6.90636;0;0.102
5.154;0;0.083
4.32936;0;0.06
0;0;0.048
0;0;0.029
0;0;0.015
0;0;0.007
0;0.001;0.012
0;0.073;0.028
0;0.205;0.047
0;0.375;0.07
0;0.488;0.102
0;0.576;0.141
0;0.628;0.166
0;0.633;0.171
0;0.579;0.164
0;0.482;0.142
0;0.341;0.119
0;0.176;0.099
0;0.03;0.083
1.44312;0;0.077
5.87556;0;0.08
7.42176;0;0.094
8.04024;0;0.113
6.90636;0;0.123
5.154;0;0.114
4.32936;0;0.095
0;0;0.091
0;0;0.096
0;0;0.096
0;0;0.086
0;0;0.075
0;0.055;0.06
0;0.157;0.048
0;0.276;0.039
0;0.349;0.033
0;0.406;0.032
0;0.424;0.04
0;0.425;0.058
0;0.405;0.08
0;0.33;0.112
0;0.224;0.147
0;0.118;0.186
0;0.023;0.226
1.44312;0;0.257
5.87556;0;0.249
7.42176;0;0.223
8.04024;0;0.195
6.90636;0;0.174
5.154;0;0.155
4.32936;0;0.134
0;0;0.131
0;0;0.118
0;0;0.107
0;0;0.112
0;0;0.136
0;0.061;0.154
0;0.216;0.151
0;0.397;0.141
0;0.548;0.127
0;0.656;0.112
0;0.7;0.105
0;0.697;0.117
0;0.64;0.133
0;0.534;0.152
0;0.385;0.174
0;0.205;0.194
0;0.033;0.189
1.44312;0;0.174
5.87556;0;0.152
7.42176;0;0.129
8.04024;0;0.111
6.90636;0;0.099
5.154;0;0.096
4.32936;0;0.089
0;0;0.095
0;0;0.091
0;0;0.093
0;0;0.097
0;0.001;0.096
0;0.088;0.088
0;0.24;0.08
0;0.376;0.075
0;0.489;0.07
0;0.573;0.067
0;0.594;0.064
0;0.603;0.067
0;0.557;0.066
0;0.46;0.063
0;0.313;0.062
0;0.154;0.059
0;0.026;0.056
1.44312;0;0.052
5.87556;0;0.05
7.42176;0;0.049
8.04024;0;0.049
6.90636;0;0.048
5.154;0;0.038
4.32936;0;0.024
0;0;0.013
0;0;0.006
0;0;0.003
0;0;0.001
0;0.002;0.001
0;0.117;0
0;0.308;0.001
0;0.473;0.003
0;0.599;0.01
0;0.678;0.032
0;0.71;0.075
0;0.698;0.109
0;0.643;0.129
0;0.543;0.139
0;0.396;0.143
0;0.213;0.137
0;0.032;0.128
1.44312;0;0.117
5.87556;0;0.113
7.42176;0;0.115
8.04024;0;0.116
6.90636;0;0.118
5.154;0;0.091
4.32936;0;0.047
0;0;0.026
0;0;0.012
0;0;0.005
0;0;0.001
0;0.001;0.001
0;0.099;0.001
0;0.26;0.001
0;0.426;0.003
0;0.56;0.006
0;0.633;0.019
0;0.67;0.058
0;0.654;0.099
0;0.592;0.139
0;0.488;0.169
0;0.357;0.185
