Demand;SolarGen;Wind
0.019498516;0;0.007
0.01995231;0;0.005
0.019765745;0;0.004
0.021187743;0;0.002
0.017899116;0;0.002
0.131317326;0;0.002
0.562220736;0;0.003
0.517668688;0;0.004
0.430466757;0;0.003
0.443653492;0;0.001
0.22181705;0;0.001
0.252344064;0.031;0.001
0.622173886;0.142;0.006
0.638060637;0.246;0.015
0.258543703;0.321;0.033
0.242658672;0.365;0.062
0.193318967;0.347;0.072
0.188223721;0.322;0.067
0.578587576;0.289;0.054
0.547940244;0.271;0.036
0.47311062;0.251;0.035
0.409562738;0.144;0.055
0.149497247;0.038;0.043
0.06140938;0;0.009
0.017887245;0;0.002
0.020911296;0;0.002
0.020513079;0;0.004
0.018553207;0;0.007
0.021189099;0;0.012
0.110894856;0;0.013
0.52833646;0;0.013
0.506649844;0;0.009
0.454309997;0;0.006
0.451320324;0;0.004
0.226531045;0;0.003
0.217200225;0.027;0.004
0.707833193;0.138;0.022
0.601877575;0.278;0.056
0.263658235;0.408;0.070
0.24113406;0.481;0.072
0.177484172;0.511;0.070
0.160899626;0.512;0.070
0.6148933;0.435;0.076
0.565848888;0.344;0.071
0.446059716;0.207;0.055
0.41488954;0.099;0.037
0.146365686;0.036;0.022
0.064830625;0;0.010
0.017656204;0;0.005
0.019788538;0;0.003
0.020773429;0;0.002
0.01832584;0;0.001
0.02012413;0;0.001
0.115110641;0;0.001
0.518838785;0;0.001
0.527004948;0;0.001
0.421558907;0;0.001
0.454074387;0;0.003
0.222029718;0;0.006
0.236789365;0.019;0.009
0.69432417;0.122;0.031
0.702951833;0.270;0.050
0.305224271;0.406;0.059
0.224188524;0.495;0.061
0.192769475;0.512;0.066
0.185422729;0.525;0.077
0.555484738;0.439;0.084
0.47232138;0.341;0.080
0.480563521;0.228;0.063
0.363094281;0.125;0.043
0.149958184;0.050;0.027
0.059723722;0;0.010
0.017729429;0;0.004
0.017895932;0;0.003
0.018163756;0;0.005
0.018519211;0;0.007
0.019867575;0;0.008
0.126808988;0;0.010
0.541894037;0;0.012
0.533014308;0;0.012
0.41121933;0;0.010
0.412454672;0;0.015
0.248767724;0;0.013
0.233683379;0.031;0.013
0.666981578;0.138;0.038
0.624795201;0.257;0.062
0.271659604;0.373;0.061
0.238181509;0.402;0.061
0.188162108;0.391;0.062
0.168815265;0.322;0.066
0.627631922;0.258;0.061
0.569460544;0.199;0.052
0.406334679;0.131;0.041
0.389862562;0.076;0.028
0.167251791;0.026;0.018
0.066026785;0;0.007
0.021110957;0;0.006
0.019350388;0;0.008
0.021077396;0;0.009
0.01918836;0;0.006
0.021339015;0;0.008
0.126061471;0;0.011
0.548748522;0;0.011
0.531691841;0;0.008
0.454492354;0;0.007
0.406547794;0;0.008
0.230284697;0;0.011
0.249143146;0.029;0.014
0.671947845;0.134;0.049
0.666200273;0.290;0.055
0.281908105;0.417;0.039
0.226270119;0.494;0.025
0.210853368;0.494;0.014
0.162306646;0.447;0.008
0.569937737;0.356;0.009
0.487533058;0.308;0.011
0.404363911;0.225;0.012
0.367992561;0.114;0.010
0.14974307;0.036;0.005
0.055931946;0;0.001
0.019975287;0;0.001
0.020267719;0;0.002
0.020787385;0;0.002
0.018363259;0;0.002
0.017646399;0;0.001
0.122181867;0;0.001
0.554988983;0;0.001
0.564228068;0;0.001
0.470609922;0;0
0.458781685;0;0
0.236953071;0;0.001
0.255248649;0.028;0.001
0.674688677;0.132;0.009
0.682464109;0.288;0.014
0.299651956;0.426;0.011
0.247010692;0.494;0.007
0.174748444;0.541;0.005
0.183378552;0.537;0.001
0.608089432;0.487;0.001
0.540905563;0.380;0.001
0.405679406;0.257;0.012
0.420764104;0.102;0.027
0.155380177;0.027;0.019
0.061070654;0;0.008
0.020986893;0;0.002
0.019229448;0;0.001
0.018114096;0;0
0.018479329;0;0
0.020125306;0;0
0.115963079;0;0.001
0.496678567;0;0.001
0.578254827;0;0.002
0.436409977;0;0.001
0.390448803;0;0.001
0.235398644;0;0
0.225997266;0.028;0
0.611324439;0.136;0.002
0.706919368;0.286;0
0.288005878;0.419;0
0.222459392;0.503;0
0.193986517;0.546;0.003
0.185290503;0.526;0.021
0.569945123;0.440;0.065
0.561433618;0.269;0.070
0.44628743;0.164;0.061
0.423237375;0.092;0.045
0.162507627;0.035;0.025
0.064540252;0;0.010
0.021253239;0;0.003
0.017962631;0;0.001
0.02003519;0;0.001
0.018905907;0;0.001
0.017656976;0;0.001
0.111492224;0;0.001
0.552138501;0;0
0.567740565;0;0
0.432204033;0;0
0.401953875;0;0
0.229348744;0;0
0.243409843;0.028;0
0.716761746;0.128;0
0.695671104;0.282;0
0.299461005;0.419;0
0.247325092;0.508;0
0.187097727;0.535;0.002
0.174842209;0.545;0.019
0.636757381;0.489;0.061
0.548268178;0.399;0.088
0.470437965;0.280;0.073
0.432307871;0.166;0.049
0.160753207;0.053;0.028
0.065246489;0;0.010
0.017652271;0;0.002
0.021320421;0;0
0.019409109;0;0
0.018575674;0;0
0.020891115;0;0
0.121893486;0;0
0.574938166;0;0
0.539768235;0;0
0.413659881;0;0
0.433047038;0;0
0.236436249;0;0
0.248234462;0.029;0
0.649469834;0.131;0
0.647056951;0.280;0
0.253598735;0.416;0
0.24662044;0.504;0
0.192002166;0.549;0
0.168202885;0.546;0
0.614928412;0.500;0.003
0.536781462;0.396;0.024
0.475926535;0.250;0.047
0.430005116;0.108;0.045
0.147109966;0.033;0.034
0.062613911;0;0.017
0.018150086;0;0.006
0.021097232;0;0.002
0.019759126;0;0.001
0.019110181;0;0
0.018762436;0;0
0.11353577;0;0
0.540302168;0;0
0.588906717;0;0
0.458734408;0;0
0.448129931;0;0
0.230444655;0;0
0.231262206;0.029;0
0.669918677;0.130;0
0.705993339;0.289;0
0.287222262;0.423;0
0.2515268;0.494;0
0.196184019;0.528;0.002
0.174119182;0.503;0.012
0.575142958;0.430;0.037
0.548010889;0.308;0.064
