,Unnamed: 0,Wind,GridAvailability,SolarGen,GridUnavailability,Demand AC,Demand DC
2015,167,0.498,0,0.0,1,0.0,108.0
2016,0,0.847,1,0.0,0,75.0,0.0
2017,1,0.794,1,0.0,0,80.5,0.0
2018,2,0.752,1,0.0,0,91.5,0.0
2019,3,0.718,0,0.0,1,0.0,81.0
2020,4,0.6890000000000001,1,0.0,0,81.0,0.0
2021,5,0.664,0,0.0,1,0.0,78.0
2022,6,0.649,1,0.032,0,84.0,0.0
2023,7,0.627,0,0.228,1,0.0,105.0
2024,8,0.628,0,0.443,1,0.0,123.0
2025,9,0.6509999999999999,1,0.584,0,114.0,0.0
2026,10,0.71,1,0.695,0,125.0,0.0
2027,11,0.805,1,0.753,0,120.5,0.0
2028,12,0.8909999999999999,1,0.754,0,129.0,0.0
2029,13,0.941,1,0.711,0,160.0,0.0
2030,14,0.966,0,0.615,1,0.0,135.0
2031,15,0.972,0,0.467,1,0.0,437.0
2032,16,0.972,1,0.274,0,395.0,0.0
2033,17,0.97,1,0.077,0,125.0,0.0
2034,18,0.971,1,0.0,0,99.0,0.0
2035,19,0.971,1,0.0,0,607.5,0.0
2036,20,0.977,0,0.0,1,0.0,430.0
2037,21,0.982,1,0.0,0,84.5,0.0
2038,22,0.983,1,0.0,0,111.0,0.0
2039,23,0.984,0,0.0,1,0.0,105.0
2040,24,0.983,1,0.0,0,75.0,0.0
2041,25,0.98,1,0.0,0,81.0,0.0
2042,26,0.975,1,0.0,0,81.0,0.0
2043,27,0.968,1,0.0,0,84.0,0.0
2044,28,0.961,1,0.0,0,87.0,0.0
2045,29,0.948,1,0.0,0,81.0,0.0
2046,30,0.934,1,0.033,0,355.0,0.0
2047,31,0.933,0,0.222,1,0.0,358.0
2048,32,0.948,0,0.43,1,0.0,104.0
2049,33,0.962,0,0.59,1,0.0,103.0
2050,34,0.968,0,0.696,1,0.0,98.0
2051,35,0.973,1,0.7490000000000001,0,104.5,0.0
2052,36,0.972,1,0.754,0,127.0,0.0
2053,37,0.965,1,0.711,0,128.5,0.0
2054,38,0.954,1,0.607,0,162.5,0.0
2055,39,0.943,1,0.369,0,196.0,0.0
2056,40,0.924,0,0.269,1,0.0,173.0
2057,41,0.889,1,0.078,0,184.5,0.0
2058,42,0.847,1,0.0,0,185.0,0.0
2059,43,0.82,1,0.0,0,347.0,0.0
2060,44,0.807,0,0.0,1,0.0,198.5
2061,45,0.8029999999999999,1,0.0,0,342.5,0.0
2062,46,0.797,1,0.0,0,126.0,0.0
2063,47,0.8,1,0.0,0,117.0,0.0
2064,48,0.82,0,0.0,1,0.0,100.5
2065,49,0.8270000000000001,1,0.0,0,86.0,0.0
2066,50,0.8320000000000001,1,0.0,0,80.0,0.0
2067,51,0.835,1,0.0,0,75.0,0.0
2068,52,0.836,0,0.0,1,0.0,75.0
2069,53,0.8220000000000001,1,0.0,0,84.0,0.0
2070,54,0.797,1,0.036000000000000004,0,84.0,0.0
2071,55,0.7829999999999999,0,0.23,1,0.0,98.0
2072,56,0.83,0,0.442,1,0.0,112.0
2073,57,0.856,1,0.595,0,121.5,0.0
2074,58,0.8490000000000001,1,0.7040000000000001,0,131.5,0.0
2075,59,0.84,1,0.76,0,114.0,0.0
2076,60,0.8290000000000001,1,0.759,0,93.0,0.0
2077,61,0.8170000000000001,1,0.716,0,92.0,0.0
2078,62,0.8079999999999999,1,0.615,0,152.0,0.0
2079,63,0.8009999999999999,0,0.45,1,0.0,408.0
2080,64,0.7829999999999999,1,0.241,0,428.0,0.0
2081,65,0.75,1,0.066,0,182.0,0.0
2082,66,0.7240000000000001,1,0.0,0,168.0,0.0
2083,67,0.713,1,0.0,0,559.0,0.0
2084,68,0.705,1,0.0,0,194.0,0.0
2085,69,0.6970000000000001,1,0.0,0,134.0,0.0
2086,70,0.674,1,0.0,0,114.0,0.0
2087,71,0.64,1,0.0,0,99.0,0.0
2088,72,0.605,1,0.0,0,87.0,0.0
2089,73,0.575,1,0.0,0,103.0,0.0
2090,74,0.5539999999999999,0,0.0,1,0.0,88.5
2091,75,0.5329999999999999,0,0.0,1,0.0,75.0
2092,76,0.515,1,0.0,0,75.0,0.0
2093,77,0.459,1,0.0,0,78.0,0.0
2094,78,0.413,1,0.041,0,81.0,0.0
2095,79,0.391,1,0.254,0,98.0,0.0
2096,80,0.49,1,0.465,0,504.5,0.0
2097,81,0.541,0,0.62,1,0.0,93.0
2098,82,0.521,1,0.7190000000000001,0,105.0,0.0
2099,83,0.4920000000000001,1,0.768,0,142.0,0.0
2100,84,0.465,0,0.775,1,0.0,161.0
2101,85,0.443,1,0.733,0,126.0,0.0
2102,86,0.428,0,0.643,1,0.0,660.0
2103,87,0.41,1,0.488,0,411.0,0.0
2104,88,0.38,1,0.297,0,136.0,0.0
2105,89,0.35,1,0.09,0,139.0,0.0
2106,90,0.341,1,0.0,0,182.0,0.0
2107,91,0.315,0,0.0,1,0.0,443.0
2108,92,0.294,1,0.0,0,240.5,0.0
2109,93,0.271,1,0.0,0,139.5,0.0
2110,94,0.264,1,0.0,0,93.0,0.0
2111,95,0.26,1,0.0,0,96.0,0.0
2112,96,0.26,0,0.0,1,0.0,75.0
2113,97,0.263,0,0.0,1,0.0,83.0
2114,98,0.265,1,0.0,0,81.0,0.0
2115,99,0.271,1,0.0,0,78.0,0.0
2116,100,0.275,1,0.0,0,81.0,0.0
2117,101,0.268,0,0.0,1,0.0,81.0
2118,102,0.262,1,0.043,0,96.0,0.0
2119,103,0.256,1,0.257,0,100.5,0.0
2120,104,0.335,1,0.468,0,127.0,0.0
2121,105,0.395,1,0.626,0,137.0,0.0
2122,106,0.409,1,0.728,0,140.0,0.0
2123,107,0.425,1,0.78,0,108.0,0.0
2124,108,0.451,1,0.775,0,139.0,0.0
2125,109,0.482,1,0.7340000000000001,0,172.0,0.0
2126,110,0.513,1,0.643,0,669.5,0.0
2127,111,0.52,0,0.499,1,0.0,390.5
2128,112,0.475,1,0.307,0,141.5,0.0
2129,113,0.389,1,0.095,0,144.5,0.0
2130,114,0.342,1,0.0,0,153.0,0.0
2131,115,0.318,1,0.0,0,381.0,0.0
2132,116,0.284,1,0.0,0,379.0,0.0
2133,117,0.257,1,0.0,0,131.0,0.0
2134,118,0.243,1,0.0,0,108.0,0.0
2135,119,0.28800000000000003,1,0.0,0,105.0,0.0
2136,120,0.307,1,0.0,0,90.0,0.0
2137,121,0.307,1,0.0,0,87.0,0.0
2138,122,0.298,1,0.0,0,81.0,0.0
2139,123,0.315,0,0.0,1,0.0,75.0
2140,124,0.302,0,0.0,1,0.0,81.0
2141,125,0.29100000000000004,1,0.0,0,78.0,0.0
2142,126,0.274,1,0.044,0,84.0,0.0
2143,127,0.235,0,0.257,1,0.0,340.0
2144,128,0.249,1,0.475,0,593.0,0.0
2145,129,0.267,1,0.628,0,87.0,0.0
2146,130,0.256,1,0.629,0,90.0,0.0
2147,131,0.253,1,0.516,0,107.0,0.0
2148,132,0.262,1,0.431,0,124.5,0.0
2149,133,0.285,1,0.519,0,143.5,0.0
2150,134,0.326,1,0.64,0,171.0,0.0
2151,135,0.3670000000000001,1,0.494,0,223.0,0.0
2152,136,0.386,1,0.287,0,247.0,0.0
2153,137,0.403,1,0.094,0,157.0,0.0
2154,138,0.408,0,0.0,1,0.0,165.5
2155,139,0.404,1,0.0,0,590.5,0.0
2156,140,0.391,0,0.0,1,0.0,428.0
2157,141,0.382,0,0.0,1,0.0,136.5
2158,142,0.374,1,0.0,0,102.0,0.0
2159,143,0.377,1,0.0,0,73.5,0.0
2160,144,0.397,1,0.0,0,75.0,0.0
2161,145,0.399,1,0.0,0,80.0,0.0
2162,146,0.404,1,0.0,0,83.5,0.0
2163,147,0.404,1,0.0,0,81.0,0.0
2164,148,0.395,1,0.0,0,75.0,0.0
2165,149,0.393,1,0.0,0,78.0,0.0
2166,150,0.391,1,0.046,0,81.0,0.0
2167,151,0.379,0,0.265,1,0.0,96.0
2168,152,0.419,1,0.481,0,111.0,0.0
2169,153,0.461,1,0.642,0,120.0,0.0
2170,154,0.511,1,0.7490000000000001,0,123.0,0.0
2171,155,0.57,1,0.8029999999999999,0,101.5,0.0
2172,156,0.616,1,0.802,0,94.0,0.0
2173,157,0.638,0,0.759,1,0.0,75.0
2174,158,0.652,0,0.667,1,0.0,347.5
2175,159,0.654,1,0.521,0,629.5,0.0
2176,160,0.639,1,0.324,0,353.5,0.0
2177,161,0.584,1,0.105,0,180.5,0.0
2178,162,0.527,1,0.0,0,146.0,0.0
2179,163,0.507,1,0.0,0,541.5,0.0
2180,164,0.494,1,0.0,0,160.0,0.0
2181,165,0.498,1,0.0,0,313.5,0.0
2182,166,0.493,1,0.0,0,105.0,0.0
2183,167,0.498,1,0.0,0,108.0,0.0
2184,0,0.847,1,0.0,0,75.0,0.0
2185,1,0.794,0,0.0,1,0.0,80.5
2186,2,0.752,1,0.0,0,91.5,0.0
2187,3,0.718,1,0.0,0,81.0,0.0
2188,4,0.6890000000000001,1,0.0,0,81.0,0.0
2189,5,0.664,1,0.0,0,78.0,0.0
2190,6,0.649,0,0.045,1,0.0,84.0
2191,7,0.627,0,0.253,1,0.0,105.0
2192,8,0.628,1,0.464,0,123.0,0.0
2193,9,0.6509999999999999,1,0.613,0,114.0,0.0
2194,10,0.71,1,0.718,0,125.0,0.0
2195,11,0.805,1,0.772,0,120.5,0.0
2196,12,0.8909999999999999,1,0.777,0,129.0,0.0
2197,13,0.941,1,0.733,0,160.0,0.0
2198,14,0.966,1,0.64,0,135.0,0.0
2199,15,0.972,0,0.491,1,0.0,437.0
2200,16,0.972,1,0.297,0,395.0,0.0
2201,17,0.97,0,0.092,1,0.0,125.0
2202,18,0.971,1,0.0,0,99.0,0.0
2203,19,0.971,1,0.0,0,607.5,0.0
2204,20,0.977,1,0.0,0,430.0,0.0
2205,21,0.982,1,0.0,0,84.5,0.0
2206,22,0.983,1,0.0,0,111.0,0.0
2207,23,0.984,1,0.0,0,105.0,0.0
2208,24,0.983,1,0.0,0,75.0,0.0
2209,25,0.98,1,0.0,0,81.0,0.0
2210,26,0.975,1,0.0,0,81.0,0.0
2211,27,0.968,1,0.0,0,84.0,0.0
2212,28,0.961,0,0.0,1,0.0,87.0
2213,29,0.948,1,0.0,0,81.0,0.0
2214,30,0.934,0,0.044,1,0.0,355.0
2215,31,0.933,1,0.232,0,358.0,0.0
2216,32,0.948,0,0.434,1,0.0,104.0
2217,33,0.962,1,0.591,0,103.0,0.0
2218,34,0.968,1,0.695,0,98.0,0.0
2219,35,0.973,1,0.747,0,104.5,0.0
2220,36,0.972,1,0.7509999999999999,0,127.0,0.0
2221,37,0.965,1,0.705,0,128.5,0.0
2222,38,0.954,0,0.609,1,0.0,162.5
2223,39,0.943,1,0.451,0,196.0,0.0
2224,40,0.924,1,0.261,0,173.0,0.0
2225,41,0.889,1,0.081,0,184.5,0.0
2226,42,0.847,0,0.0,1,0.0,185.0
2227,43,0.82,1,0.0,0,347.0,0.0
2228,44,0.807,0,0.0,1,0.0,198.5
2229,45,0.8029999999999999,1,0.0,0,342.5,0.0
2230,46,0.797,1,0.0,0,126.0,0.0
2231,47,0.8,1,0.0,0,117.0,0.0
2232,48,0.82,1,0.0,0,100.5,0.0
2233,49,0.8270000000000001,1,0.0,0,86.0,0.0
2234,50,0.8320000000000001,1,0.0,0,80.0,0.0
2235,51,0.835,1,0.0,0,75.0,0.0
2236,52,0.836,0,0.0,1,0.0,75.0
2237,53,0.8220000000000001,0,0.0,1,0.0,84.0
2238,54,0.797,1,0.037000000000000005,0,84.0,0.0
2239,55,0.7829999999999999,0,0.205,1,0.0,98.0
2240,56,0.83,1,0.397,0,112.0,0.0
2241,57,0.856,0,0.57,1,0.0,121.5
2242,58,0.8490000000000001,1,0.6759999999999999,0,131.5,0.0
2243,59,0.84,1,0.73,0,114.0,0.0
2244,60,0.8290000000000001,1,0.728,0,93.0,0.0
2245,61,0.8170000000000001,1,0.679,0,92.0,0.0
2246,62,0.8079999999999999,0,0.569,1,0.0,152.0
2247,63,0.8009999999999999,0,0.423,1,0.0,408.0
2248,64,0.7829999999999999,1,0.252,0,428.0,0.0
2249,65,0.75,1,0.079,0,182.0,0.0
2250,66,0.7240000000000001,0,0.0,1,0.0,168.0
2251,67,0.713,1,0.0,0,559.0,0.0
2252,68,0.705,1,0.0,0,194.0,0.0
2253,69,0.6970000000000001,0,0.0,1,0.0,134.0
2254,70,0.674,1,0.0,0,114.0,0.0
2255,71,0.64,0,0.0,1,0.0,99.0
2256,72,0.605,1,0.0,0,87.0,0.0
2257,73,0.575,1,0.0,0,103.0,0.0
2258,74,0.5539999999999999,0,0.0,1,0.0,88.5
2259,75,0.5329999999999999,1,0.0,0,75.0,0.0
2260,76,0.515,1,0.0,0,75.0,0.0
2261,77,0.459,0,0.0,1,0.0,78.0
2262,78,0.413,0,0.038,1,0.0,81.0
2263,79,0.391,0,0.198,1,0.0,98.0
2264,80,0.49,1,0.401,0,504.5,0.0
2265,81,0.541,0,0.56,1,0.0,93.0
2266,82,0.521,1,0.667,0,105.0,0.0
2267,83,0.4920000000000001,1,0.721,0,142.0,0.0
2268,84,0.465,0,0.6940000000000001,1,0.0,161.0
2269,85,0.443,1,0.643,0,126.0,0.0
2270,86,0.428,1,0.535,0,660.0,0.0
2271,87,0.41,1,0.399,0,411.0,0.0
2272,88,0.38,1,0.232,0,136.0,0.0
2273,89,0.35,1,0.071,0,139.0,0.0
2274,90,0.341,1,0.0,0,182.0,0.0
2275,91,0.315,0,0.0,1,0.0,443.0
2276,92,0.294,1,0.0,0,240.5,0.0
2277,93,0.271,1,0.0,0,139.5,0.0
2278,94,0.264,1,0.0,0,93.0,0.0
2279,95,0.26,0,0.0,1,0.0,96.0
2280,96,0.26,1,0.0,0,75.0,0.0
2281,97,0.263,0,0.0,1,0.0,83.0
2282,98,0.265,1,0.0,0,81.0,0.0
2283,99,0.271,1,0.0,0,78.0,0.0
2284,100,0.275,0,0.0,1,0.0,81.0
2285,101,0.268,1,0.0,0,81.0,0.0
2286,102,0.262,1,0.036000000000000004,0,96.0,0.0
2287,103,0.256,0,0.188,1,0.0,100.5
2288,104,0.335,0,0.368,1,0.0,127.0
2289,105,0.395,0,0.522,1,0.0,137.0
2290,106,0.409,1,0.629,0,140.0,0.0
2291,107,0.425,0,0.684,1,0.0,108.0
2292,108,0.451,0,0.655,1,0.0,139.0
2293,109,0.482,1,0.5870000000000001,0,172.0,0.0
2294,110,0.513,0,0.453,1,0.0,669.5
2295,111,0.52,0,0.327,1,0.0,390.5
2296,112,0.475,1,0.199,0,141.5,0.0
2297,113,0.389,1,0.062,0,144.5,0.0
2298,114,0.342,1,0.0,0,153.0,0.0
2299,115,0.318,0,0.0,1,0.0,381.0
2300,116,0.284,1,0.0,0,379.0,0.0
2301,117,0.257,1,0.0,0,131.0,0.0
2302,118,0.243,1,0.0,0,108.0,0.0
2303,119,0.28800000000000003,1,0.0,0,105.0,0.0
2304,120,0.307,0,0.0,1,0.0,90.0
2305,121,0.307,0,0.0,1,0.0,87.0
2306,122,0.298,1,0.0,0,81.0,0.0
2307,123,0.315,0,0.0,1,0.0,75.0
2308,124,0.302,1,0.0,0,81.0,0.0
2309,125,0.29100000000000004,0,0.0,1,0.0,78.0
2310,126,0.274,1,0.036000000000000004,0,84.0,0.0
2311,127,0.235,1,0.188,0,340.0,0.0
2312,128,0.249,1,0.368,0,593.0,0.0
2313,129,0.267,0,0.521,1,0.0,87.0
2314,130,0.256,1,0.625,0,90.0,0.0
2315,131,0.253,1,0.6779999999999999,0,107.0,0.0
2316,132,0.262,1,0.669,0,124.5,0.0
2317,133,0.285,1,0.609,0,143.5,0.0
2318,134,0.326,1,0.487,0,171.0,0.0
2319,135,0.3670000000000001,1,0.386,0,223.0,0.0
2320,136,0.386,1,0.225,0,247.0,0.0
2321,137,0.403,1,0.073,0,157.0,0.0
2322,138,0.408,1,0.0,0,165.5,0.0
2323,139,0.404,0,0.0,1,0.0,590.5
2324,140,0.391,1,0.0,0,428.0,0.0
2325,141,0.382,0,0.0,1,0.0,136.5
2326,142,0.374,1,0.0,0,102.0,0.0
2327,143,0.377,1,0.0,0,73.5,0.0
2328,144,0.397,1,0.0,0,75.0,0.0
2329,145,0.399,0,0.0,1,0.0,80.0
2330,146,0.404,1,0.0,0,83.5,0.0
2331,147,0.404,1,0.0,0,81.0,0.0
2332,148,0.395,0,0.0,1,0.0,75.0
2333,149,0.393,1,0.0,0,78.0,0.0
2334,150,0.391,1,0.042,0,81.0,0.0
2335,151,0.379,0,0.21,1,0.0,96.0
2336,152,0.419,0,0.399,1,0.0,111.0
2337,153,0.461,1,0.5539999999999999,0,120.0,0.0
2338,154,0.511,0,0.6609999999999999,1,0.0,123.0
2339,155,0.57,1,0.7170000000000001,0,101.5,0.0
2340,156,0.616,0,0.715,1,0.0,94.0
2341,157,0.638,1,0.6759999999999999,0,75.0,0.0
2342,158,0.652,1,0.5870000000000001,0,347.5,0.0
2343,159,0.654,1,0.448,0,629.5,0.0
2344,160,0.639,1,0.272,0,353.5,0.0
2345,161,0.584,1,0.09,0,180.5,0.0
2346,162,0.527,1,0.0,0,146.0,0.0
2347,163,0.507,1,0.0,0,541.5,0.0
2348,164,0.494,1,0.0,0,160.0,0.0
2349,165,0.498,1,0.0,0,313.5,0.0
2350,166,0.493,1,0.0,0,105.0,0.0
2351,167,0.498,1,0.0,0,108.0,0.0
2352,0,0.847,1,0.0,0,75.0,0.0
2353,1,0.794,1,0.0,0,80.5,0.0
2354,2,0.752,0,0.0,1,0.0,91.5
2355,3,0.718,1,0.0,0,81.0,0.0
2356,4,0.6890000000000001,1,0.0,0,81.0,0.0
2357,5,0.664,0,0.0,1,0.0,78.0
2358,6,0.649,1,0.052000000000000005,0,84.0,0.0
2359,7,0.627,1,0.239,0,105.0,0.0
2360,8,0.628,1,0.433,0,123.0,0.0
2361,9,0.6509999999999999,1,0.5770000000000001,0,114.0,0.0
2362,10,0.71,1,0.682,0,125.0,0.0
2363,11,0.805,0,0.7390000000000001,1,0.0,120.5
2364,12,0.8909999999999999,1,0.75,0,129.0,0.0
2365,13,0.941,0,0.711,1,0.0,160.0
2366,14,0.966,1,0.623,0,135.0,0.0
2367,15,0.972,0,0.486,1,0.0,437.0
2368,16,0.972,1,0.304,0,395.0,0.0
2369,17,0.97,1,0.105,0,125.0,0.0
2370,18,0.971,1,0.0,0,99.0,0.0
2371,19,0.971,1,0.0,0,607.5,0.0
2372,20,0.977,0,0.0,1,0.0,430.0
2373,21,0.982,0,0.0,1,0.0,84.5
2374,22,0.983,0,0.0,1,0.0,111.0
2375,23,0.984,1,0.0,0,105.0,0.0
2376,24,0.983,1,0.0,0,75.0,0.0
2377,25,0.98,1,0.0,0,81.0,0.0
2378,26,0.975,1,0.0,0,81.0,0.0
2379,27,0.968,1,0.0,0,84.0,0.0
2380,28,0.961,1,0.0,0,87.0,0.0
2381,29,0.948,1,0.0,0,81.0,0.0
2382,30,0.934,1,0.056,0,355.0,0.0
2383,31,0.933,1,0.253,0,358.0,0.0
2384,32,0.948,1,0.452,0,104.0,0.0
2385,33,0.962,1,0.608,0,103.0,0.0
2386,34,0.968,1,0.7120000000000001,0,98.0,0.0
2387,35,0.973,1,0.7659999999999999,0,104.5,0.0
2388,36,0.972,1,0.769,0,127.0,0.0
2389,37,0.965,0,0.728,1,0.0,128.5
2390,38,0.954,1,0.639,0,162.5,0.0
2391,39,0.943,1,0.494,0,196.0,0.0
2392,40,0.924,1,0.308,0,173.0,0.0
2393,41,0.889,1,0.107,0,184.5,0.0
2394,42,0.847,0,0.001,1,0.0,185.0
2395,43,0.82,1,0.0,0,347.0,0.0
2396,44,0.807,1,0.0,0,198.5,0.0
2397,45,0.8029999999999999,0,0.0,1,0.0,342.5
2398,46,0.797,1,0.0,0,126.0,0.0
2399,47,0.8,1,0.0,0,117.0,0.0
2400,48,0.82,1,0.0,0,100.5,0.0
2401,49,0.8270000000000001,0,0.0,1,0.0,86.0
2402,50,0.8320000000000001,1,0.0,0,80.0,0.0
2403,51,0.835,0,0.0,1,0.0,75.0
2404,52,0.836,1,0.0,0,75.0,0.0
2405,53,0.8220000000000001,1,0.0,0,84.0,0.0
2406,54,0.797,0,0.056,1,0.0,84.0
2407,55,0.7829999999999999,0,0.24,1,0.0,98.0
2408,56,0.83,1,0.452,0,112.0,0.0
2409,57,0.856,0,0.613,1,0.0,121.5
2410,58,0.8490000000000001,1,0.7170000000000001,0,131.5,0.0
2411,59,0.84,1,0.77,0,114.0,0.0
2412,60,0.8290000000000001,0,0.769,1,0.0,93.0
2413,61,0.8170000000000001,1,0.725,0,92.0,0.0
2414,62,0.8079999999999999,1,0.632,0,152.0,0.0
2415,63,0.8009999999999999,0,0.488,1,0.0,408.0
2416,64,0.7829999999999999,1,0.301,0,428.0,0.0
2417,65,0.75,1,0.104,0,182.0,0.0
2418,66,0.7240000000000001,1,0.001,0,168.0,0.0
2419,67,0.713,0,0.0,1,0.0,559.0
2420,68,0.705,1,0.0,0,194.0,0.0
2421,69,0.6970000000000001,1,0.0,0,134.0,0.0
2422,70,0.674,1,0.0,0,114.0,0.0
2423,71,0.64,0,0.0,1,0.0,99.0
2424,72,0.605,1,0.0,0,87.0,0.0
2425,73,0.575,1,0.0,0,103.0,0.0
2426,74,0.5539999999999999,0,0.0,1,0.0,88.5
2427,75,0.5329999999999999,1,0.0,0,75.0,0.0
2428,76,0.515,1,0.0,0,75.0,0.0
2429,77,0.459,0,0.0,1,0.0,78.0
2430,78,0.413,0,0.056,1,0.0,81.0
2431,79,0.391,1,0.242,0,98.0,0.0
2432,80,0.49,0,0.438,1,0.0,504.5
2433,81,0.541,1,0.594,0,93.0,0.0
2434,82,0.521,0,0.6970000000000001,1,0.0,105.0
2435,83,0.4920000000000001,1,0.75,0,142.0,0.0
2436,84,0.465,1,0.777,0,161.0,0.0
2437,85,0.443,1,0.7340000000000001,0,126.0,0.0
2438,86,0.428,0,0.643,1,0.0,660.0
2439,87,0.41,1,0.488,0,411.0,0.0
2440,88,0.38,1,0.303,0,136.0,0.0
2441,89,0.35,1,0.106,0,139.0,0.0
2442,90,0.341,1,0.001,0,182.0,0.0
2443,91,0.315,1,0.0,0,443.0,0.0
2444,92,0.294,1,0.0,0,240.5,0.0
2445,93,0.271,1,0.0,0,139.5,0.0
2446,94,0.264,1,0.0,0,93.0,0.0
2447,95,0.26,1,0.0,0,96.0,0.0
2448,96,0.26,1,0.0,0,75.0,0.0
2449,97,0.263,0,0.0,1,0.0,83.0
2450,98,0.265,1,0.0,0,81.0,0.0
2451,99,0.271,1,0.0,0,78.0,0.0
2452,100,0.275,1,0.0,0,81.0,0.0
2453,101,0.268,1,0.0,0,81.0,0.0
2454,102,0.262,1,0.051,0,96.0,0.0
2455,103,0.256,1,0.223,0,100.5,0.0
2456,104,0.335,1,0.414,0,127.0,0.0
2457,105,0.395,0,0.5760000000000001,1,0.0,137.0
2458,106,0.409,0,0.688,1,0.0,140.0
2459,107,0.425,1,0.736,0,108.0,0.0
2460,108,0.451,0,0.715,1,0.0,139.0
2461,109,0.482,0,0.648,1,0.0,172.0
2462,110,0.513,1,0.5770000000000001,0,669.5,0.0
2463,111,0.52,1,0.446,0,390.5,0.0
2464,112,0.475,1,0.273,0,141.5,0.0
2465,113,0.389,1,0.094,0,144.5,0.0
2466,114,0.342,1,0.001,0,153.0,0.0
2467,115,0.318,1,0.0,0,381.0,0.0
2468,116,0.284,0,0.0,1,0.0,379.0
2469,117,0.257,1,0.0,0,131.0,0.0
2470,118,0.243,1,0.0,0,108.0,0.0
2471,119,0.28800000000000003,1,0.0,0,105.0,0.0
2472,120,0.307,1,0.0,0,90.0,0.0
2473,121,0.307,1,0.0,0,87.0,0.0
2474,122,0.298,0,0.0,1,0.0,81.0
2475,123,0.315,0,0.0,1,0.0,75.0
2476,124,0.302,0,0.0,1,0.0,81.0
2477,125,0.29100000000000004,0,0.0,1,0.0,78.0
2478,126,0.274,1,0.052000000000000005,0,84.0,0.0
2479,127,0.235,1,0.194,0,340.0,0.0
2480,128,0.249,1,0.311,0,593.0,0.0
2481,129,0.267,1,0.406,0,87.0,0.0
2482,130,0.256,1,0.578,0,90.0,0.0
2483,131,0.253,0,0.6920000000000001,1,0.0,107.0
2484,132,0.262,1,0.743,0,124.5,0.0
2485,133,0.285,1,0.7020000000000001,0,143.5,0.0
2486,134,0.326,1,0.613,0,171.0,0.0
2487,135,0.3670000000000001,0,0.455,1,0.0,223.0
2488,136,0.386,1,0.276,0,247.0,0.0
2489,137,0.403,1,0.094,0,157.0,0.0
2490,138,0.408,1,0.001,0,165.5,0.0
2491,139,0.404,1,0.0,0,590.5,0.0
2492,140,0.391,1,0.0,0,428.0,0.0
2493,141,0.382,1,0.0,0,136.5,0.0
2494,142,0.374,0,0.0,1,0.0,102.0
2495,143,0.377,0,0.0,1,0.0,73.5
2496,144,0.397,1,0.0,0,75.0,0.0
2497,145,0.399,1,0.0,0,80.0,0.0
2498,146,0.404,1,0.0,0,83.5,0.0
2499,147,0.404,1,0.0,0,81.0,0.0
2500,148,0.395,1,0.0,0,75.0,0.0
2501,149,0.393,1,0.0,0,78.0,0.0
2502,150,0.391,1,0.054000000000000006,0,81.0,0.0
2503,151,0.379,1,0.231,0,96.0,0.0
2504,152,0.419,1,0.422,0,111.0,0.0
2505,153,0.461,1,0.58,0,120.0,0.0
2506,154,0.511,0,0.6859999999999999,1,0.0,123.0
2507,155,0.57,1,0.74,0,101.5,0.0
2508,156,0.616,0,0.745,1,0.0,94.0
2509,157,0.638,1,0.7040000000000001,0,75.0,0.0
2510,158,0.652,0,0.615,1,0.0,347.5
2511,159,0.654,0,0.476,1,0.0,629.5
2512,160,0.639,1,0.294,0,353.5,0.0
2513,161,0.584,1,0.104,0,180.5,0.0
2514,162,0.527,1,0.001,0,146.0,0.0
2515,163,0.507,1,0.0,0,541.5,0.0
2516,164,0.494,1,0.0,0,160.0,0.0
2517,165,0.498,0,0.0,1,0.0,313.5
2518,166,0.493,1,0.0,0,105.0,0.0
2519,167,0.498,0,0.0,1,0.0,108.0
2520,0,0.847,1,0.0,0,75.0,0.0
2521,1,0.794,1,0.0,0,80.5,0.0
2522,2,0.752,1,0.0,0,91.5,0.0
2523,3,0.718,1,0.0,0,81.0,0.0
2524,4,0.6890000000000001,1,0.0,0,81.0,0.0
2525,5,0.664,1,0.0,0,78.0,0.0
2526,6,0.649,1,0.059,0,84.0,0.0
2527,7,0.627,0,0.225,1,0.0,105.0
2528,8,0.628,1,0.423,0,123.0,0.0
2529,9,0.6509999999999999,1,0.5720000000000001,0,114.0,0.0
2530,10,0.71,0,0.6779999999999999,1,0.0,125.0
2531,11,0.805,0,0.73,1,0.0,120.5
2532,12,0.8909999999999999,1,0.74,0,129.0,0.0
2533,13,0.941,0,0.6970000000000001,1,0.0,160.0
2534,14,0.966,1,0.607,0,135.0,0.0
2535,15,0.972,1,0.461,0,437.0,0.0
2536,16,0.972,1,0.284,0,395.0,0.0
2537,17,0.97,1,0.101,0,125.0,0.0
2538,18,0.971,1,0.002,0,99.0,0.0
2539,19,0.971,1,0.0,0,607.5,0.0
2540,20,0.977,1,0.0,0,430.0,0.0
2541,21,0.982,1,0.0,0,84.5,0.0
2542,22,0.983,1,0.0,0,111.0,0.0
2543,23,0.984,0,0.0,1,0.0,105.0
2544,24,0.983,1,0.0,0,75.0,0.0
2545,25,0.98,0,0.0,1,0.0,81.0
2546,26,0.975,1,0.0,0,81.0,0.0
2547,27,0.968,1,0.0,0,84.0,0.0
2548,28,0.961,1,0.0,0,87.0,0.0
2549,29,0.948,0,0.0,1,0.0,81.0
2550,30,0.934,1,0.052000000000000005,0,355.0,0.0
