timestep,Stored capacity in kWh,Discharge storage,Charge storage
2018-03-29 00:00:00,122.01315,5.41078,0.0
2018-03-29 01:00:00,116.00117,5.41078,0.0
2018-03-29 02:00:00,111.51603,4.0366276,0.0
2018-03-29 03:00:00,105.50405,5.41078,0.0
2018-03-29 04:00:00,100.23699,4.740358,0.0
2018-03-29 05:00:00,92.279921,7.161358,0.0
2018-03-29 06:00:00,79.377513,11.612168,0.0
2018-03-29 07:00:00,79.377513,0.0,0.0
2018-03-29 08:00:00,79.377513,0.0,0.0
2018-03-29 09:00:00,79.377513,0.0,0.0
2018-03-29 10:00:00,79.377513,0.0,0.0
2018-03-29 11:00:00,79.377513,0.0,0.0
2018-03-29 12:00:00,164.42157,0.0,94.493392
2018-03-29 13:00:00,254.42792,0.0,100.00706
2018-03-29 14:00:00,329.37009,0.0,83.269076
2018-03-29 15:00:00,380.24736,0.0,56.530295
2018-03-29 16:00:00,396.88756,0.0,18.48912
2018-03-29 17:00:00,366.34424,27.48899,0.0
2018-03-29 18:00:00,307.59591,52.8735,0.0
2018-03-29 19:00:00,241.91924,59.109,0.0
2018-03-29 20:00:00,195.78082,41.52458,0.0
2018-03-29 21:00:00,169.34415,23.793,0.0
2018-03-29 22:00:00,154.71782,13.1637,0.0
2018-03-29 23:00:00,147.94775,6.09306,0.0
2018-03-30 00:00:00,141.93578,5.41078,0.0
2018-03-30 01:00:00,135.9238,5.41078,0.0
2018-03-30 02:00:00,129.91182,5.41078,0.0
2018-03-30 03:00:00,123.89984,5.41078,0.0
2018-03-30 04:00:00,112.38506,10.3633,0.0
2018-03-30 05:00:00,98.180286,12.7843,0.0
2018-03-30 06:00:00,79.377513,16.922496,0.0
2018-03-30 07:00:00,79.377513,0.0,0.0
2018-03-30 08:00:00,79.377513,0.0,0.0
2018-03-30 09:00:00,79.377513,0.0,0.0
2018-03-30 10:00:00,79.377513,0.0,0.0
2018-03-30 11:00:00,79.377513,0.0,0.0
2018-03-30 12:00:00,157.26445,0.0,86.541042
2018-03-30 13:00:00,247.97419,0.0,100.7886
2018-03-30 14:00:00,323.19771,0.0,83.58169
2018-03-30 15:00:00,375.34106,0.0,57.937056
2018-03-30 16:00:00,395.49817,0.0,22.39679
2018-03-30 17:00:00,367.55996,25.144388,0.0
2018-03-30 18:00:00,308.81163,52.8735,0.0
2018-03-30 19:00:00,243.13496,59.109,0.0
2018-03-30 20:00:00,196.99654,41.52458,0.0
2018-03-30 21:00:00,170.55987,23.793,0.0
2018-03-30 22:00:00,155.93354,13.1637,0.0
2018-03-30 23:00:00,149.16347,6.09306,0.0
2018-03-31 00:00:00,143.15149,5.41078,0.0
2018-03-31 01:00:00,137.13952,5.41078,0.0
2018-03-31 02:00:00,131.12754,5.41078,0.0
2018-03-31 03:00:00,125.11556,5.41078,0.0
2018-03-31 04:00:00,113.60078,10.3633,0.0
2018-03-31 05:00:00,99.396006,12.7843,0.0
2018-03-31 06:00:00,79.377513,18.016644,0.0
2018-03-31 07:00:00,79.377513,0.0,0.0
2018-03-31 08:00:00,79.377513,0.0,0.0
2018-03-31 09:00:00,79.377513,0.0,0.0
2018-03-31 10:00:00,79.377513,0.0,0.0
2018-03-31 11:00:00,162.55978,0.0,92.424739
2018-03-31 12:00:00,162.55978,0.0,0.0
2018-03-31 13:00:00,252.56613,0.0,100.00706
2018-03-31 14:00:00,327.22695,0.0,82.956463
2018-03-31 15:00:00,377.96354,0.0,56.373988
2018-03-31 16:00:00,396.71389,0.0,20.833722
2018-03-31 17:00:00,367.90731,25.925922,0.0
2018-03-31 18:00:00,309.15898,52.8735,0.0
2018-03-31 19:00:00,243.48231,59.109,0.0
2018-03-31 20:00:00,197.34389,41.52458,0.0
2018-03-31 21:00:00,170.90722,23.793,0.0
2018-03-31 22:00:00,156.28089,13.1637,0.0
2018-03-31 23:00:00,149.51082,6.09306,0.0
2018-04-01 00:00:00,143.49884,5.41078,0.0
2018-04-01 01:00:00,137.48687,5.41078,0.0
2018-04-01 02:00:00,131.47489,5.41078,0.0
2018-04-01 03:00:00,125.46291,5.41078,0.0
2018-04-01 04:00:00,113.94813,10.3633,0.0
2018-04-01 05:00:00,99.743354,12.7843,0.0
2018-04-01 06:00:00,79.377513,18.329257,0.0
2018-04-01 07:00:00,79.377513,0.0,0.0
2018-04-01 08:00:00,79.377513,0.0,0.0
2018-04-01 09:00:00,79.377513,0.0,0.0
2018-04-01 10:00:00,79.377513,0.0,0.0
2018-04-01 11:00:00,79.377513,0.0,0.0
2018-04-01 12:00:00,160.24296,0.0,89.850501
2018-04-01 13:00:00,249.82729,0.0,99.538143
2018-04-01 14:00:00,324.34743,0.0,82.800156
2018-04-01 15:00:00,376.63146,0.0,58.093363
2018-04-01 16:00:00,396.36654,0.0,21.927869
2018-04-01 17:00:00,367.38629,26.082229,0.0
2018-04-01 18:00:00,308.63795,52.8735,0.0
2018-04-01 19:00:00,242.96129,59.109,0.0
2018-04-01 20:00:00,196.82286,41.52458,0.0
2018-04-01 21:00:00,170.3862,23.793,0.0
2018-04-01 22:00:00,155.75986,13.1637,0.0
2018-04-01 23:00:00,148.9898,6.09306,0.0
2018-04-02 00:00:00,142.97782,5.41078,0.0
2018-04-02 01:00:00,136.96584,5.41078,0.0
2018-04-02 02:00:00,130.95386,5.41078,0.0
2018-04-02 03:00:00,124.94189,5.41078,0.0
2018-04-02 04:00:00,113.42711,10.3633,0.0
2018-04-02 05:00:00,99.222331,12.7843,0.0
2018-04-02 06:00:00,79.377513,17.860337,0.0
2018-04-02 07:00:00,79.377513,0.0,0.0
2018-04-02 08:00:00,79.377513,0.0,0.0
2018-04-02 09:00:00,79.377513,0.0,0.0
2018-04-02 10:00:00,79.377513,0.0,0.0
2018-04-02 11:00:00,79.377513,0.0,0.0
2018-04-02 12:00:00,160.76399,0.0,90.429415
2018-04-02 13:00:00,251.6144,0.0,100.9449
2018-04-02 14:00:00,326.27522,0.0,82.956463
2018-04-02 15:00:00,377.99654,0.0,57.468136
2018-04-02 16:00:00,396.88756,0.0,20.990028
2018-04-02 17:00:00,367.38629,26.551149,0.0
2018-04-02 18:00:00,308.63795,52.8735,0.0
2018-04-02 19:00:00,242.96129,59.109,0.0
2018-04-02 20:00:00,196.82286,41.52458,0.0
2018-04-02 21:00:00,170.3862,23.793,0.0
2018-04-02 22:00:00,155.75986,13.1637,0.0
2018-04-02 23:00:00,148.9898,6.09306,0.0
2018-04-03 00:00:00,142.97782,5.41078,0.0
2018-04-03 01:00:00,136.96584,5.41078,0.0
2018-04-03 02:00:00,130.95386,5.41078,0.0
2018-04-03 03:00:00,124.94189,5.41078,0.0
2018-04-03 04:00:00,113.42711,10.3633,0.0
2018-04-03 05:00:00,99.222331,12.7843,0.0
2018-04-03 06:00:00,79.377513,17.860337,0.0
2018-04-03 07:00:00,79.377513,0.0,0.0
2018-04-03 08:00:00,79.377513,0.0,0.0
2018-04-03 09:00:00,79.377513,0.0,0.0
2018-04-03 10:00:00,79.377513,0.0,0.0
2018-04-03 11:00:00,79.377513,0.0,0.0
2018-04-03 12:00:00,154.54124,0.0,83.515251
2018-04-03 13:00:00,246.09503,0.0,101.72644
2018-04-03 14:00:00,322.86599,0.0,85.301065
2018-04-03 15:00:00,376.27543,0.0,59.343818
2018-04-03 16:00:00,396.71389,0.0,22.709403
2018-04-03 17:00:00,367.21261,26.551149,0.0
2018-04-03 18:00:00,308.46428,52.8735,0.0
2018-04-03 19:00:00,242.78761,59.109,0.0
2018-04-03 20:00:00,196.64919,41.52458,0.0
2018-04-03 21:00:00,170.21252,23.793,0.0
2018-04-03 22:00:00,155.58619,13.1637,0.0
2018-04-03 23:00:00,148.81612,6.09306,0.0
2018-04-04 00:00:00,142.80415,5.41078,0.0
2018-04-04 01:00:00,136.79217,5.41078,0.0
2018-04-04 02:00:00,130.78019,5.41078,0.0
2018-04-04 03:00:00,124.76821,5.41078,0.0
2018-04-04 04:00:00,113.25344,10.3633,0.0
2018-04-04 05:00:00,99.048657,12.7843,0.0
2018-04-04 06:00:00,79.377513,17.70403,0.0
2018-04-04 07:00:00,79.377513,0.0,0.0
2018-04-04 08:00:00,79.377513,0.0,0.0
2018-04-04 09:00:00,79.377513,0.0,0.0
2018-04-04 10:00:00,79.377513,0.0,0.0
2018-04-04 11:00:00,79.377513,0.0,0.0
2018-04-04 12:00:00,159.65594,0.0,89.198257
2018-04-04 13:00:00,249.38095,0.0,99.69445
2018-04-04 14:00:00,324.32312,0.0,83.269076
2018-04-04 15:00:00,376.32579,0.0,57.78075
2018-04-04 16:00:00,395.49817,0.0,21.302642
2018-04-04 17:00:00,367.21261,25.457002,0.0
2018-04-04 18:00:00,308.46428,52.8735,0.0
2018-04-04 19:00:00,242.78761,59.109,0.0
2018-04-04 20:00:00,196.64919,41.52458,0.0
2018-04-04 21:00:00,170.21252,23.793,0.0
2018-04-04 22:00:00,155.58619,13.1637,0.0
2018-04-04 23:00:00,148.81612,6.09306,0.0
2018-04-05 00:00:00,142.80415,5.41078,0.0
2018-04-05 01:00:00,136.79217,5.41078,0.0
2018-04-05 02:00:00,130.78019,5.41078,0.0
2018-04-05 03:00:00,124.76821,5.41078,0.0
2018-04-05 04:00:00,113.25344,10.3633,0.0
2018-04-05 05:00:00,99.048657,12.7843,0.0
2018-04-05 06:00:00,79.377513,17.70403,0.0
2018-04-05 07:00:00,79.377513,0.0,0.0
2018-04-05 08:00:00,79.377513,0.0,0.0
2018-04-05 09:00:00,79.377513,0.0,0.0
2018-04-05 10:00:00,79.377513,0.0,0.0
2018-04-05 11:00:00,79.377513,0.0,0.0
2018-04-05 12:00:00,158.44717,0.0,87.855177
2018-04-05 13:00:00,249.57894,0.0,101.25752
2018-04-05 14:00:00,325.50584,0.0,84.363224
2018-04-05 15:00:00,377.36784,0.0,57.624443
2018-04-05 16:00:00,396.54022,0.0,21.302642
2018-04-05 17:00:00,367.73364,25.925922,0.0
2018-04-05 18:00:00,308.9853,52.8735,0.0
2018-04-05 19:00:00,243.30864,59.109,0.0
2018-04-05 20:00:00,197.17021,41.52458,0.0
2018-04-05 21:00:00,170.73355,23.793,0.0
2018-04-05 22:00:00,156.10721,13.1637,0.0
2018-04-05 23:00:00,149.33715,6.09306,0.0
2018-04-06 00:00:00,143.32517,5.41078,0.0
2018-04-06 01:00:00,137.31319,5.41078,0.0
2018-04-06 02:00:00,131.30121,5.41078,0.0
2018-04-06 03:00:00,125.28924,5.41078,0.0
2018-04-06 04:00:00,113.77446,10.3633,0.0
2018-04-06 05:00:00,99.56968,12.7843,0.0
2018-04-06 06:00:00,79.377513,18.17295,0.0
2018-04-06 07:00:00,79.377513,0.0,0.0
2018-04-06 08:00:00,79.377513,0.0,0.0
2018-04-06 09:00:00,79.377513,0.0,0.0
2018-04-06 10:00:00,79.377513,0.0,0.0
2018-04-06 11:00:00,169.34523,0.0,99.96413
2018-04-06 12:00:00,169.34523,0.0,0.0
2018-04-06 13:00:00,258.64821,0.0,99.225529
2018-04-06 14:00:00,332.74632,0.0,82.331236
2018-04-06 15:00:00,383.34223,0.0,56.217682
2018-04-06 16:00:00,396.88756,0.0,15.05037
2018-04-06 17:00:00,365.64954,28.114217,0.0
2018-04-06 18:00:00,306.90121,52.8735,0.0
2018-04-06 19:00:00,241.22454,59.109,0.0
2018-04-06 20:00:00,195.08612,41.52458,0.0
2018-04-06 21:00:00,168.64946,23.793,0.0
2018-04-06 22:00:00,154.02312,13.1637,0.0
2018-04-06 23:00:00,147.25306,6.09306,0.0
2018-04-07 00:00:00,141.24108,5.41078,0.0
2018-04-07 01:00:00,135.2291,5.41078,0.0
2018-04-07 02:00:00,129.21712,5.41078,0.0
2018-04-07 03:00:00,123.20514,5.41078,0.0
2018-04-07 04:00:00,111.69037,10.3633,0.0
2018-04-07 05:00:00,97.485589,12.7843,0.0
2018-04-07 06:00:00,79.377513,16.297269,0.0
2018-04-07 07:00:00,79.377513,0.0,0.0
2018-04-07 08:00:00,79.377513,0.0,0.0
2018-04-07 09:00:00,79.377513,0.0,0.0
2018-04-07 10:00:00,79.377513,0.0,0.0
2018-04-07 11:00:00,166.25035,0.0,96.52538
2018-04-07 12:00:00,166.25035,0.0,0.0
2018-04-07 13:00:00,255.41265,0.0,99.069222
2018-04-07 14:00:00,328.24468,0.0,80.924474
2018-04-07 15:00:00,380.24736,0.0,57.78075
2018-04-07 16:00:00,396.88756,0.0,18.48912
2018-04-07 17:00:00,366.17057,27.645297,0.0
2018-04-07 18:00:00,307.42223,52.8735,0.0
2018-04-07 19:00:00,241.74557,59.109,0.0
2018-04-07 20:00:00,195.60715,41.52458,0.0
2018-04-07 21:00:00,169.17048,23.793,0.0
2018-04-07 22:00:00,154.54415,13.1637,0.0
2018-04-07 23:00:00,147.77408,6.09306,0.0
2018-04-08 00:00:00,141.7621,5.41078,0.0
2018-04-08 01:00:00,135.75012,5.41078,0.0
2018-04-08 02:00:00,129.73815,5.41078,0.0
2018-04-08 03:00:00,123.72617,5.41078,0.0
2018-04-08 04:00:00,112.21139,10.3633,0.0
2018-04-08 05:00:00,98.006612,12.7843,0.0
2018-04-08 06:00:00,79.377513,16.766189,0.0
2018-04-08 07:00:00,79.377513,0.0,0.0
2018-04-08 08:00:00,79.377513,0.0,0.0
2018-04-08 09:00:00,79.377513,0.0,0.0
2018-04-08 10:00:00,79.377513,0.0,0.0
2018-04-08 11:00:00,86.905202,0.0,8.3640996
2018-04-08 12:00:00,177.22309,0.0,100.35321
2018-04-08 13:00:00,262.44646,0.0,94.692632
2018-04-08 14:00:00,334.71578,0.0,80.299247
2018-04-08 15:00:00,382.9202,0.0,53.560466
2018-04-08 16:00:00,396.88756,0.0,15.51929
2018-04-08 17:00:00,362.52341,30.92774,0.0
2018-04-08 18:00:00,303.77508,52.8735,0.0
2018-04-08 19:00:00,238.09841,59.109,0.0
2018-04-08 20:00:00,191.95999,41.52458,0.0
2018-04-08 21:00:00,165.52332,23.793,0.0
2018-04-08 22:00:00,150.89699,13.1637,0.0
2018-04-08 23:00:00,144.12692,6.09306,0.0
2018-04-09 00:00:00,138.11494,5.41078,0.0
2018-04-09 01:00:00,132.10296,5.41078,0.0
2018-04-09 02:00:00,126.09099,5.41078,0.0
2018-04-09 03:00:00,120.07901,5.41078,0.0
2018-04-09 04:00:00,108.56423,10.3633,0.0
2018-04-09 05:00:00,94.359453,12.7843,0.0
2018-04-09 06:00:00,79.377513,13.483746,0.0
2018-04-09 07:00:00,79.377513,0.0,0.0
2018-04-09 08:00:00,79.377513,0.0,0.0
2018-04-09 09:00:00,79.377513,0.0,0.0
2018-04-09 10:00:00,79.7269,0.0,0.38820761
2018-04-09 11:00:00,157.80597,0.0,86.754519
2018-04-09 12:00:00,233.35286,0.0,83.940997
2018-04-09 13:00:00,301.13239,0.0,75.310589
2018-04-09 14:00:00,354.69179,0.0,59.510443
2018-04-09 15:00:00,388.96928,0.0,38.086093
2018-04-09 16:00:00,396.88756,0.0,8.798098
2018-04-09 17:00:00,363.39178,30.146206,0.0
2018-04-09 18:00:00,304.64345,52.8735,0.0
2018-04-09 19:00:00,238.96678,59.109,0.0
2018-04-09 20:00:00,192.82836,41.52458,0.0
2018-04-09 21:00:00,166.39169,23.793,0.0
2018-04-09 22:00:00,151.76536,13.1637,0.0
2018-04-09 23:00:00,144.99529,6.09306,0.0
2018-04-10 00:00:00,138.98331,5.41078,0.0
2018-04-10 01:00:00,132.97134,5.41078,0.0
2018-04-10 02:00:00,126.95936,5.41078,0.0
2018-04-10 03:00:00,120.94738,5.41078,0.0
2018-04-10 04:00:00,109.4326,10.3633,0.0
2018-04-10 05:00:00,96.448103,11.68605,0.0
2018-04-10 06:00:00,79.377513,15.363531,0.0
2018-04-10 07:00:00,79.377513,0.0,0.0
2018-04-10 08:00:00,96.808922,0.0,19.368232
2018-04-10 09:00:00,136.32648,0.0,43.9084
2018-04-10 10:00:00,185.14492,0.0,54.242705
2018-04-10 11:00:00,234.2447,0.0,54.555318
2018-04-10 12:00:00,278.84285,0.0,49.553501
2018-04-10 13:00:00,314.97026,0.0,40.141559
2018-04-10 14:00:00,338.84699,0.0,26.529708
2018-04-10 15:00:00,347.80277,0.0,9.9508688
2018-04-10 16:00:00,332.222,14.022695,0.0
2018-04-10 17:00:00,290.7372,37.336318,0.0
2018-04-10 18:00:00,238.23658,47.250558,0.0
2018-04-10 19:00:00,177.7845,54.40688,0.0
2018-04-10 20:00:00,137.89379,35.901638,0.0
2018-04-10 21:00:00,117.70483,18.170058,0.0
2018-04-10 22:00:00,109.32621,7.540758,0.0
2018-04-10 23:00:00,108.80386,0.47011801,0.0
2018-04-11 00:00:00,108.80386,0.0,0.0
2018-04-11 01:00:00,108.80386,0.0,0.0
2018-04-11 02:00:00,108.80386,0.0,0.0
2018-04-11 03:00:00,108.80386,0.0,0.0
2018-04-11 04:00:00,103.5368,4.740358,0.0
2018-04-11 05:00:00,95.579731,7.161358,0.0
2018-04-11 06:00:00,79.377513,14.581997,0.0
2018-04-11 07:00:00,79.377513,0.0,0.0
2018-04-11 08:00:00,79.377513,0.0,0.0
2018-04-11 09:00:00,79.377513,0.0,0.0
2018-04-11 10:00:00,81.415013,0.0,2.2638892
2018-04-11 11:00:00,154.57042,0.0,81.283781
2018-04-11 12:00:00,225.61568,0.0,78.939179
2018-04-11 13:00:00,294.37994,0.0,76.404736
2018-04-11 14:00:00,355.67653,0.0,68.107317
2018-04-11 15:00:00,395.44038,0.0,44.182058
2018-04-11 16:00:00,396.88756,0.0,1.6079852
2018-04-11 17:00:00,360.61299,32.647114,0.0
2018-04-11 18:00:00,301.86466,52.8735,0.0
2018-04-11 19:00:00,236.18799,59.109,0.0
2018-04-11 20:00:00,190.04957,41.52458,0.0
2018-04-11 21:00:00,163.6129,23.793,0.0
2018-04-11 22:00:00,148.98657,13.1637,0.0
2018-04-11 23:00:00,142.2165,6.09306,0.0
2018-04-12 00:00:00,136.20453,5.41078,0.0
2018-04-12 01:00:00,130.19255,5.41078,0.0
2018-04-12 02:00:00,124.18057,5.41078,0.0
2018-04-12 03:00:00,118.16859,5.41078,0.0
2018-04-12 04:00:00,108.56879,8.6398224,0.0
2018-04-12 05:00:00,94.364012,12.7843,0.0
2018-04-12 06:00:00,79.377513,13.487849,0.0
2018-04-12 07:00:00,79.377513,0.0,0.0
2018-04-12 08:00:00,79.377513,0.0,0.0
2018-04-12 09:00:00,79.377513,0.0,0.0
2018-04-12 10:00:00,79.377513,0.0,0.0
2018-04-12 11:00:00,106.03715,0.0,29.621824
2018-04-12 12:00:00,197.05842,0.0,101.13474
2018-04-12 13:00:00,280.73436,0.0,92.973257
2018-04-12 14:00:00,347.79866,0.0,74.515896
2018-04-12 15:00:00,390.51671,0.0,47.464501
2018-04-12 16:00:00,396.88756,0.0,7.0787232
2018-04-12 17:00:00,362.69708,30.771433,0.0
2018-04-12 18:00:00,303.94875,52.8735,0.0
2018-04-12 19:00:00,238.27208,59.109,0.0
2018-04-12 20:00:00,192.13366,41.52458,0.0
2018-04-12 21:00:00,165.69699,23.793,0.0
2018-04-12 22:00:00,151.07066,13.1637,0.0
2018-04-12 23:00:00,144.30059,6.09306,0.0
2018-04-13 00:00:00,138.28862,5.41078,0.0
2018-04-13 01:00:00,132.27664,5.41078,0.0
2018-04-13 02:00:00,126.26466,5.41078,0.0
2018-04-13 03:00:00,120.25268,5.41078,0.0
2018-04-13 04:00:00,108.73791,10.3633,0.0
2018-04-13 05:00:00,94.71136,12.62389,0.0
2018-04-13 06:00:00,79.377513,13.800463,0.0
2018-04-13 07:00:00,79.377513,0.0,0.0
2018-04-13 08:00:00,79.377513,0.0,0.0
2018-04-13 09:00:00,79.377513,0.0,0.0
2018-04-13 10:00:00,79.377513,0.0,0.0
2018-04-13 11:00:00,99.284701,0.0,22.119098
2018-04-13 12:00:00,192.41611,0.0,103.47935
2018-04-13 13:00:00,276.79543,0.0,93.754791
2018-04-13 14:00:00,345.96987,0.0,76.860498
2018-04-13 15:00:00,387.14049,0.0,45.745126
2018-04-13 16:00:00,396.88756,0.0,10.830086
2018-04-13 17:00:00,364.6075,29.052058,0.0
2018-04-13 18:00:00,305.85917,52.8735,0.0
2018-04-13 19:00:00,240.1825,59.109,0.0
2018-04-13 20:00:00,194.04408,41.52458,0.0
2018-04-13 21:00:00,167.60741,23.793,0.0
2018-04-13 22:00:00,152.98108,13.1637,0.0
2018-04-13 23:00:00,146.21101,6.09306,0.0
2018-04-14 00:00:00,140.19903,5.41078,0.0
2018-04-14 01:00:00,134.18706,5.41078,0.0
2018-04-14 02:00:00,128.17508,5.41078,0.0
2018-04-14 03:00:00,122.1631,5.41078,0.0
2018-04-14 04:00:00,110.64832,10.3633,0.0
2018-04-14 05:00:00,96.443544,12.7843,0.0
2018-04-14 06:00:00,79.377513,15.359428,0.0
2018-04-14 07:00:00,79.377513,0.0,0.0
2018-04-14 08:00:00,79.377513,0.0,0.0
2018-04-14 09:00:00,79.377513,0.0,0.0
2018-04-14 10:00:00,79.377513,0.0,0.0
2018-04-14 11:00:00,79.377513,0.0,0.0
2018-04-14 12:00:00,163.0148,0.0,92.930324
2018-04-14 13:00:00,253.44319,0.0,100.47598
2018-04-14 14:00:00,328.80739,0.0,83.737997
2018-04-14 15:00:00,380.24736,0.0,57.155522
2018-04-14 16:00:00,396.88756,0.0,18.48912
2018-04-14 17:00:00,364.26015,29.364672,0.0
2018-04-14 18:00:00,305.51182,52.8735,0.0
2018-04-14 19:00:00,239.83515,59.109,0.0
2018-04-14 20:00:00,193.69673,41.52458,0.0
2018-04-14 21:00:00,167.26006,23.793,0.0
2018-04-14 22:00:00,152.63373,13.1637,0.0
2018-04-14 23:00:00,145.86366,6.09306,0.0
2018-04-15 00:00:00,139.85168,5.41078,0.0
2018-04-15 01:00:00,133.83971,5.41078,0.0
2018-04-15 02:00:00,127.82773,5.41078,0.0
2018-04-15 03:00:00,121.81575,5.41078,0.0
2018-04-15 04:00:00,110.30097,10.3633,0.0
2018-04-15 05:00:00,96.096195,12.7843,0.0
2018-04-15 06:00:00,79.377513,15.046814,0.0
2018-04-15 07:00:00,79.377513,0.0,0.0
2018-04-15 08:00:00,79.377513,0.0,0.0
2018-04-15 09:00:00,79.377513,0.0,0.0
2018-04-15 10:00:00,79.377513,0.0,0.0
2018-04-15 11:00:00,79.377513,0.0,0.0
2018-04-15 12:00:00,162.03007,0.0,91.836176
2018-04-15 13:00:00,252.03643,0.0,100.00706
2018-04-15 14:00:00,326.9786,0.0,83.269076
2018-04-15 15:00:00,378.41857,0.0,57.155522
2018-04-15 16:00:00,396.88756,0.0,20.521108
2018-04-15 17:00:00,366.69159,27.176376,0.0
2018-04-15 18:00:00,307.94326,52.8735,0.0
2018-04-15 19:00:00,242.26659,59.109,0.0
2018-04-15 20:00:00,196.12817,41.52458,0.0
2018-04-15 21:00:00,169.6915,23.793,0.0
2018-04-15 22:00:00,155.06517,13.1637,0.0
2018-04-15 23:00:00,148.2951,6.09306,0.0
2018-04-16 00:00:00,142.28312,5.41078,0.0
2018-04-16 01:00:00,136.27115,5.41078,0.0
2018-04-16 02:00:00,130.25917,5.41078,0.0
2018-04-16 03:00:00,124.24719,5.41078,0.0
2018-04-16 04:00:00,112.73241,10.3633,0.0
2018-04-16 05:00:00,98.527635,12.7843,0.0
2018-04-16 06:00:00,79.377513,17.23511,0.0
2018-04-16 07:00:00,79.377513,0.0,0.0
2018-04-16 08:00:00,79.377513,0.0,0.0
2018-04-16 09:00:00,79.377513,0.0,0.0
2018-04-16 10:00:00,79.377513,0.0,0.0
2018-04-16 11:00:00,79.377513,0.0,0.0
2018-04-16 12:00:00,166.81306,0.0,97.150607
2018-04-16 13:00:00,254.99063,0.0,97.975075
2018-04-16 14:00:00,328.94806,0.0,82.174929
2018-04-16 15:00:00,379.26262,0.0,55.905068
2018-04-16 16:00:00,396.88756,0.0,19.583267
2018-04-16 17:00:00,365.3022,28.426831,0.0
2018-04-16 18:00:00,306.55386,52.8735,0.0
2018-04-16 19:00:00,240.8772,59.109,0.0
2018-04-16 20:00:00,194.73877,41.52458,0.0
2018-04-16 21:00:00,168.30211,23.793,0.0
2018-04-16 22:00:00,153.67577,13.1637,0.0
2018-04-16 23:00:00,146.90571,6.09306,0.0
2018-04-17 00:00:00,140.89373,5.41078,0.0
2018-04-17 01:00:00,134.88175,5.41078,0.0
2018-04-17 02:00:00,128.86977,5.41078,0.0
2018-04-17 03:00:00,122.8578,5.41078,0.0
2018-04-17 04:00:00,114.46915,7.5497776,0.0
2018-04-17 05:00:00,100.26438,12.7843,0.0
2018-04-17 06:00:00,79.377513,18.798178,0.0
2018-04-17 07:00:00,79.377513,0.0,0.0
2018-04-17 08:00:00,79.377513,0.0,0.0
2018-04-17 09:00:00,79.377513,0.0,0.0
2018-04-17 10:00:00,79.377513,0.0,0.0
2018-04-17 11:00:00,173.63433,0.0,104.7298
2018-04-17 12:00:00,173.70619,0.0,0.0798392
2018-04-17 13:00:00,260.75835,0.0,96.72462
2018-04-17 14:00:00,332.74632,0.0,79.986634
2018-04-17 15:00:00,380.95074,0.0,53.560466
2018-04-17 16:00:00,396.88756,0.0,17.707586
2018-04-17 17:00:00,364.26015,29.364672,0.0
2018-04-17 18:00:00,305.51182,52.8735,0.0
2018-04-17 19:00:00,239.83515,59.109,0.0
2018-04-17 20:00:00,193.69673,41.52458,0.0
2018-04-17 21:00:00,167.26006,23.793,0.0
2018-04-17 22:00:00,152.63373,13.1637,0.0
2018-04-17 23:00:00,145.86366,6.09306,0.0
2018-04-18 00:00:00,139.85168,5.41078,0.0
2018-04-18 01:00:00,133.83971,5.41078,0.0
2018-04-18 02:00:00,127.82773,5.41078,0.0
2018-04-18 03:00:00,121.81575,5.41078,0.0
2018-04-18 04:00:00,110.30097,10.3633,0.0
2018-04-18 05:00:00,96.096195,12.7843,0.0
2018-04-18 06:00:00,79.377513,15.046814,0.0
2018-04-18 07:00:00,79.377513,0.0,0.0
2018-04-18 08:00:00,79.377513,0.0,0.0
2018-04-18 09:00:00,79.377513,0.0,0.0
2018-04-18 10:00:00,79.377513,0.0,0.0
2018-04-18 11:00:00,79.377513,0.0,0.0
2018-04-18 12:00:00,170.89267,0.0,101.6835
2018-04-18 13:00:00,259.07023,0.0,97.975075
2018-04-18 14:00:00,331.0582,0.0,79.986634
2018-04-18 15:00:00,380.38803,0.0,54.81092
2018-04-18 16:00:00,396.88756,0.0,18.332813
2018-04-18 17:00:00,364.95485,28.739444,0.0
2018-04-18 18:00:00,306.20651,52.8735,0.0
2018-04-18 19:00:00,240.52985,59.109,0.0
2018-04-18 20:00:00,194.39143,41.52458,0.0
2018-04-18 21:00:00,167.95476,23.793,0.0
2018-04-18 22:00:00,153.32843,13.1637,0.0
2018-04-18 23:00:00,146.55836,6.09306,0.0
2018-04-19 00:00:00,140.54638,5.41078,0.0
2018-04-19 01:00:00,134.5344,5.41078,0.0
2018-04-19 02:00:00,128.52243,5.41078,0.0
2018-04-19 03:00:00,122.51045,5.41078,0.0
2018-04-19 04:00:00,110.99567,10.3633,0.0
2018-04-19 05:00:00,96.790892,12.7843,0.0
2018-04-19 06:00:00,79.377513,15.672042,0.0
2018-04-19 07:00:00,79.377513,0.0,0.0
2018-04-19 08:00:00,79.377513,0.0,0.0
2018-04-19 09:00:00,79.377513,0.0,0.0
2018-04-19 10:00:00,79.377513,0.0,0.0
2018-04-19 11:00:00,79.377513,0.0,0.0
2018-04-19 12:00:00,172.4401,0.0,103.40288
2018-04-19 13:00:00,260.477,0.0,97.818768
2018-04-19 14:00:00,333.30902,0.0,80.924474
2018-04-19 15:00:00,381.93547,0.0,54.029386
2018-04-19 16:00:00,396.88756,0.0,16.613438
2018-04-19 17:00:00,361.48136,31.86558,0.0
