,Demand,Demand shortage,Demand supplied,PV generation,Wind generation,Storage discharge,Storage charge,Genset generation,Excess generation
2018-01-02 04:00:00,8906.941298,-0.0,8906.941298,649.09621,33433.993,-0.0,0.0,0.0,25176.148
2018-01-02 05:00:00,9266.817714,-0.0,9266.817714,3981.1234,30375.689,-0.0,0.0,0.0,25089.995
2018-01-02 06:00:00,8704.510814,-0.0,8704.510814,8243.5219,28198.592,-0.0,0.0,0.0,27737.603
2018-01-02 07:00:00,8659.526262000001,-0.0,8659.526262000001,11402.457,26488.016,-0.0,0.0,0.0,29230.946
2018-01-02 08:00:00,10211.49331,-0.0,10211.49331,13241.563,24777.44,-0.0,0.0,0.0,27807.509
2018-01-02 09:00:00,7692.358393,-0.0,7692.358393,13479.565,23533.384,-0.0,0.0,0.0,29320.59
2018-01-02 10:00:00,12258.290420000001,-0.0,12258.290420000001,13090.107,22859.521,-0.0,0.0,0.0,23691.337
2018-01-02 11:00:00,11830.937179999999,-0.0,11830.937179999999,11575.549,21874.643,-0.0,0.0,0.0,21619.255
2018-01-02 12:00:00,11853.42945,-0.0,11853.42945,9563.3508,20475.081,-0.0,0.0,0.0,18185.002
2018-01-02 13:00:00,11808.4449,-0.0,11808.4449,6317.8698,19282.861,-0.0,0.0,0.0,13792.286
2018-01-02 14:00:00,11583.522140000001,-0.0,11583.522140000001,2682.931,18246.148,-0.0,0.0,0.0,9345.5568
2018-01-02 15:00:00,10346.44696,-0.0,10346.44696,43.273081,17572.285,-0.0,0.0,0.0,7269.1106
2018-01-02 16:00:00,10841.27703,-0.0,10841.27703,0.0,17105.764,-0.0,0.0,0.0,6264.4867
2018-01-02 17:00:00,14574.99485,-0.0,14574.99485,0.0,16483.736,-0.0,1333.7374,0.0,575.00369
2018-01-02 18:00:00,17004.160659999998,-0.0,17004.160659999998,0.0,16017.215,-986.94556,0.0,0.0,0.0
2018-01-02 19:00:00,16126.96189,-0.0,16126.96189,0.0,15913.544,-213.41809,0.0,0.0,0.0
2018-01-02 20:00:00,14754.93306,-0.0,14754.93306,0.0,15809.873,-0.0,0.0,0.0,1054.9394
2018-01-02 21:00:00,12708.13594,-0.0,12708.13594,0.0,15239.68,-0.0,0.0,0.0,2531.5444
2018-01-02 22:00:00,11066.19979,-0.0,11066.19979,0.0,13529.104,-0.0,0.0,0.0,2462.9042
2018-01-02 23:00:00,10796.29248,-0.0,10796.29248,0.0,11559.349,-0.0,0.0,0.0,763.05693
2018-01-03 00:00:00,9131.864058,-0.0,9131.864058,0.0,12647.898,-0.0,0.0,0.0,3516.0339
2018-01-03 01:00:00,8682.018538,-0.0,8682.018538,0.0,14824.995,-0.0,0.0,0.0,6142.9767
2018-01-03 02:00:00,8299.649846,-0.0,8299.649846,0.0,15395.187,-0.0,0.0,0.0,7095.5375
2018-01-03 03:00:00,8254.665294,-0.0,8254.665294,0.0,14513.981,-0.0,0.0,0.0,6259.316
2018-01-03 04:00:00,8704.510814,-0.0,8704.510814,1319.829,13477.268,-0.0,0.0,0.0,6092.5865
2018-01-03 05:00:00,0.0,-0.0,0.0,5841.8659,12751.569,-0.0,0.0,0.0,18593.435
2018-01-03 06:00:00,8479.588054,-0.0,8479.588054,9909.5355,12336.884,-0.0,0.0,0.0,13766.832
2018-01-03 07:00:00,8884.449022,-0.0,8884.449022,12743.922,11507.514,-0.0,0.0,0.0,15366.987
2018-01-03 08:00:00,10076.53965,-0.0,10076.53965,14280.117,10263.458,-0.0,0.0,0.0,14467.035
2018-01-03 09:00:00,10368.93924,-0.0,10368.93924,14474.845,9796.9374,-0.0,0.0,0.0,13902.844
2018-01-03 10:00:00,11628.50669,-0.0,11628.50669,13998.842,11040.993,-0.0,0.0,0.0,13411.328
2018-01-03 11:00:00,11628.50669,-0.0,11628.50669,12917.015,12336.884,-0.0,0.0,0.0,13625.392
2018-01-03 12:00:00,11628.50669,-0.0,11628.50669,10428.812,13477.268,-0.0,0.0,0.0,12277.574
2018-01-03 13:00:00,11606.01442,-0.0,11606.01442,7399.6968,13684.611,-0.0,0.0,0.0,9478.2933
2018-01-03 14:00:00,11021.215240000001,-0.0,11021.215240000001,3288.7541,13010.748,-0.0,0.0,0.0,5278.2864
2018-01-03 15:00:00,10796.29248,-0.0,10796.29248,43.273081,12388.72,-0.0,280.11932,0.0,1355.581
2018-01-03 16:00:00,10796.29248,-0.0,10796.29248,0.0,12077.706,-0.0,1281.4134,0.0,0.0
2018-01-03 17:00:00,14057.6725,-0.0,14057.6725,0.0,11455.678,-0.0,0.0,2601.9944,0.0
2018-01-03 18:00:00,17319.052519999997,-4924.5158,12394.536719999996,0.0,10989.157,-1405.3795,0.0,0.0,0.0
2018-01-03 19:00:00,14260.102990000001,-3426.4526,10833.65039,0.0,10833.65,-0.0,0.0,0.0,0.0
2018-01-03 20:00:00,14102.65705,-3165.3354,10937.32165,0.0,10937.322,-0.0,0.0,0.0,0.0
2018-01-03 21:00:00,11853.42945,-0.0,11853.42945,0.0,10885.486,-0.0,0.0,967.94346,0.0
2018-01-03 22:00:00,10728.81565,-0.0,10728.81565,0.0,10885.486,-0.0,19.389899,0.0,137.28044
2018-01-03 23:00:00,10436.416070000001,-0.0,10436.416070000001,0.0,10418.965,-17.450909,0.0,0.0,0.0
2018-01-04 00:00:00,9154.356334,-0.0,9154.356334,0.0,11248.336,-0.0,0.0,0.0,2093.9792
2018-01-04 01:00:00,8794.479918,-0.0,8794.479918,0.0,12647.898,-0.0,0.0,0.0,3853.4181
2018-01-04 02:00:00,8547.064881999999,-0.0,8547.064881999999,0.0,12492.391,-0.0,0.0,0.0,3945.3262
2018-01-04 03:00:00,8659.526262000001,-0.0,8659.526262000001,0.0,10522.636,-0.0,1561.5327,0.0,301.57747
2018-01-04 04:00:00,9829.124614,-0.0,9829.124614,346.18464,7982.6897,-1405.3795,0.0,94.870791,0.0
2018-01-04 05:00:00,11336.107109999999,-0.0,11336.107109999999,2466.5656,5442.743,-0.0,0.0,3426.7985,0.0
2018-01-04 06:00:00,9289.30999,-0.0,9289.30999,5560.5909,3732.1666,-0.0,0.0,0.0,3.4474892
2018-01-04 07:00:00,8839.46447,-0.0,8839.46447,8546.4334,3006.4676,-0.0,0.0,0.0,2713.4365
2018-01-04 08:00:00,10144.01648,-0.0,10144.01648,10450.449,2850.9606,-0.0,0.0,0.0,3157.3931
2018-01-04 09:00:00,12595.67456,-0.0,12595.67456,11099.545,3939.5092,-0.0,0.0,0.0,2443.3798
2018-01-04 10:00:00,12202.059729999999,-0.0,12202.059729999999,11034.636,6272.1134,-0.0,0.0,0.0,5104.6892
2018-01-04 11:00:00,12528.19773,-0.0,12528.19773,10255.72,8449.2106,-0.0,0.0,0.0,6176.7329
2018-01-04 12:00:00,14282.59526,-0.0,14282.59526,8135.3391,9900.6087,-0.0,0.0,0.0,3753.3526
2018-01-04 13:00:00,14372.564369999998,-0.0,14372.564369999998,5171.1331,10833.65,-0.0,1561.5327,0.0,70.686375
2018-01-04 14:00:00,14282.59526,-0.0,14282.59526,1968.9252,11300.171,-1013.4989,0.0,0.0,0.0
2018-01-04 15:00:00,13652.81153,-0.0,13652.81153,21.63654,11507.514,-0.0,0.0,2123.6612,0.0
2018-01-04 16:00:00,12505.70546,-0.0,12505.70546,0.0,11507.514,-0.0,0.0,998.1917,0.0
2018-01-04 17:00:00,14395.05664,-0.0,14395.05664,0.0,11766.692,-391.88053,0.0,2236.4841,0.0
2018-01-04 18:00:00,17364.037080000002,-0.0,17364.037080000002,0.0,12388.72,-0.0,0.0,4975.3173,0.0
2018-01-04 19:00:00,16374.37693,-3208.1224,13166.25453,0.0,13166.254,-0.0,0.0,0.0,0.0
2018-01-04 20:00:00,14192.62616,-0.0,14192.62616,0.0,14513.981,-0.0,0.0,0.0,321.35516
2018-01-04 21:00:00,12505.70546,-0.0,12505.70546,0.0,16328.229,-0.0,0.0,0.0,3822.5235
2018-01-04 22:00:00,10413.92379,-0.0,10413.92379,0.0,17883.298,-0.0,0.0,0.0,7469.3746
2018-01-04 23:00:00,10009.062820000001,-0.0,10009.062820000001,0.0,18712.669,-0.0,0.0,0.0,8703.606
2018-01-05 00:00:00,8929.433573999999,-0.0,8929.433573999999,0.0,22548.507,-0.0,0.0,0.0,13619.073
2018-01-05 01:00:00,8592.049434,-0.0,8592.049434,0.0,26591.687,-0.0,0.0,0.0,17999.638
2018-01-05 02:00:00,8277.15757,-0.0,8277.15757,0.0,27369.222,-0.0,0.0,0.0,19092.064
2018-01-05 03:00:00,8164.696189,-0.0,8164.696189,0.0,27006.372,-0.0,0.0,0.0,18841.676
2018-01-05 04:00:00,11043.70752,-0.0,11043.70752,1081.827,26747.194,-0.0,0.0,0.0,16785.314
2018-01-05 05:00:00,11111.18435,-0.0,11111.18435,5041.3139,26436.18,-0.0,0.0,0.0,20366.31
2018-01-05 06:00:00,8839.46447,-0.0,8839.46447,8979.1642,26332.509,-0.0,0.0,0.0,26472.209
2018-01-05 07:00:00,8996.910402,-0.0,8996.910402,12051.553,25969.659,-0.0,0.0,0.0,29024.302
2018-01-05 08:00:00,11471.06076,-0.0,11471.06076,13804.113,25554.974,-0.0,0.0,0.0,27888.026
2018-01-05 09:00:00,12415.73635,-0.0,12415.73635,14431.572,23844.398,-0.0,0.0,0.0,25860.234
2018-01-05 10:00:00,13540.35015,-0.0,13540.35015,13739.203,22341.164,-0.0,0.0,0.0,22540.017
2018-01-05 11:00:00,13472.87333,-0.0,13472.87333,12505.92,21926.479,-0.0,0.0,0.0,20959.526
2018-01-05 12:00:00,13652.81153,-0.0,13652.81153,10212.447,21615.465,-0.0,0.0,0.0,18175.101
2018-01-05 13:00:00,14012.68795,-0.0,14012.68795,7313.1506,21874.643,-0.0,0.0,0.0,15175.106
2018-01-05 14:00:00,13832.749740000001,-0.0,13832.749740000001,3202.208,22496.671,-0.0,0.0,0.0,11866.129
2018-01-05 15:00:00,13382.90422,-0.0,13382.90422,64.909621,24207.247,-0.0,0.0,0.0,10889.253
2018-01-05 16:00:00,12438.22863,-0.0,12438.22863,0.0,25917.824,-0.0,0.0,0.0,13479.595
2018-01-05 17:00:00,13630.31926,-0.0,13630.31926,0.0,27110.044,-0.0,0.0,0.0,13479.724
2018-01-05 18:00:00,17116.622040000002,-0.0,17116.622040000002,0.0,27680.236,-0.0,0.0,0.0,10563.614
2018-01-05 19:00:00,16014.50051,-0.0,16014.50051,0.0,28354.099,-0.0,0.0,0.0,12339.599
2018-01-05 20:00:00,2249.2276,-0.0,2249.2276,0.0,29598.155,-0.0,0.0,0.0,27348.927
2018-01-05 21:00:00,10413.92379,-0.0,10413.92379,0.0,30375.689,-0.0,0.0,0.0,19961.766
2018-01-05 22:00:00,9064.38723,-0.0,9064.38723,0.0,30220.183,-0.0,0.0,0.0,21155.795
2018-01-05 23:00:00,8749.495366,-0.0,8749.495366,0.0,31827.088,-0.0,0.0,0.0,23077.592
2018-01-06 00:00:00,7894.788877,-0.0,7894.788877,0.0,35144.569,-0.0,0.0,0.0,27249.78
2018-01-06 01:00:00,7624.881565000001,-0.0,7624.881565000001,0.0,36129.446,-0.0,0.0,0.0,28504.565
2018-01-06 02:00:00,7399.958804999999,-0.0,7399.958804999999,0.0,35248.24,-0.0,0.0,0.0,27848.282
2018-01-06 03:00:00,7377.466529,-0.0,7377.466529,0.0,34989.062,-0.0,0.0,0.0,27611.596
2018-01-06 04:00:00,8771.987642,-0.0,8771.987642,1406.3751,35248.24,-0.0,0.0,0.0,27882.628
2018-01-06 05:00:00,10706.32338,-0.0,10706.32338,5906.7755,35092.733,-0.0,0.0,0.0,30293.186
2018-01-06 06:00:00,8412.111226,-0.0,8412.111226,9866.2624,34367.034,-0.0,0.0,0.0,35821.185
2018-01-06 07:00:00,8502.080329999999,-0.0,8502.080329999999,12722.286,32863.801,-0.0,0.0,0.0,37084.006
2018-01-06 08:00:00,11606.01442,-0.0,11606.01442,13955.568,30997.717,-0.0,0.0,0.0,33347.271
2018-01-06 09:00:00,12843.0896,-0.0,12843.0896,14171.934,29287.141,-0.0,0.0,0.0,30615.985
2018-01-06 10:00:00,13382.90422,-0.0,13382.90422,13068.47,27006.372,-0.0,0.0,0.0,26691.938
2018-01-06 11:00:00,13337.919670000001,-0.0,13337.919670000001,11662.095,25762.317,-0.0,0.0,0.0,24086.492
2018-01-06 12:00:00,13382.90422,-0.0,13382.90422,9346.9854,23118.699,-0.0,0.0,0.0,19082.78
2018-01-06 13:00:00,13810.257469999999,-0.0,13810.257469999999,6642.4179,20889.766,-0.0,0.0,0.0,13721.926
2018-01-06 14:00:00,13495.3656,-0.0,13495.3656,2985.8426,21045.273,-0.0,0.0,0.0,10535.75
2018-01-06 15:00:00,13023.02781,-0.0,13023.02781,43.273081,22911.356,-0.0,0.0,0.0,9931.6015
2018-01-06 16:00:00,12123.33677,-0.0,12123.33677,0.0,24932.946,-0.0,0.0,0.0,12809.61
2018-01-06 17:00:00,15384.71679,-0.0,15384.71679,0.0,26954.537,-0.0,0.0,0.0,11569.82
2018-01-06 18:00:00,17026.65294,-0.0,17026.65294,0.0,28405.935,-0.0,0.0,0.0,11379.282
2018-01-06 19:00:00,16351.88465,-0.0,16351.88465,0.0,29079.798,-0.0,0.0,0.0,12727.914
2018-01-06 20:00:00,15159.794030000001,-0.0,15159.794030000001,0.0,29442.648,-0.0,0.0,0.0,14282.854
2018-01-06 21:00:00,12235.79815,-0.0,12235.79815,0.0,28302.264,-0.0,0.0,0.0,16066.465
2018-01-06 22:00:00,10886.26159,-0.0,10886.26159,0.0,26177.002,-0.0,0.0,0.0,15290.74
2018-01-06 23:00:00,9986.570545999999,-0.0,9986.570545999999,0.0,26747.194,-0.0,0.0,0.0,16760.624
2018-01-07 00:00:00,9109.371782,-0.0,9109.371782,0.0,33796.842,-0.0,0.0,0.0,24687.47
2018-01-07 01:00:00,8816.972194,-0.0,8816.972194,0.0,38254.708,-0.0,0.0,0.0,29437.736
2018-01-07 02:00:00,8547.064881999999,-0.0,8547.064881999999,0.0,38410.215,-0.0,0.0,0.0,29863.15
2018-01-07 03:00:00,8547.064881999999,-0.0,8547.064881999999,0.0,37373.502,-0.0,0.0,0.0,28826.437
2018-01-07 04:00:00,10076.53965,-0.0,10076.53965,1319.829,36284.953,-0.0,0.0,0.0,27528.243
2018-01-07 05:00:00,11246.138,-0.0,11246.138,5798.5928,35662.926,-0.0,0.0,0.0,30215.38
2018-01-07 06:00:00,9221.833162,-0.0,9221.833162,9779.7162,34263.363,-0.0,0.0,0.0,34821.246
2018-01-07 07:00:00,9131.864058,-0.0,9131.864058,12635.74,32138.101,-0.0,0.0,0.0,35641.977
2018-01-07 08:00:00,9221.833162,-0.0,9221.833162,13912.295,29235.305,-0.0,0.0,0.0,33925.767
2018-01-07 09:00:00,12145.82904,-0.0,12145.82904,13566.111,25917.824,-0.0,0.0,0.0,27338.106
2018-01-07 10:00:00,13472.87333,-0.0,13472.87333,12441.011,23481.548,-0.0,0.0,0.0,22449.686
2018-01-07 11:00:00,13427.88877,-0.0,13427.88877,10883.18,22600.342,-0.0,0.0,0.0,20055.633
2018-01-07 12:00:00,13540.35015,-0.0,13540.35015,8892.6181,21356.287,-0.0,0.0,0.0,16708.555
2018-01-07 13:00:00,13855.24202,-0.0,13855.24202,6469.3255,20837.93,-0.0,0.0,0.0,13452.014
2018-01-07 14:00:00,13697.79609,-0.0,13697.79609,2618.0214,20941.602,-0.0,0.0,0.0,9861.8269
2018-01-07 15:00:00,13068.012359999999,-0.0,13068.012359999999,43.273081,21252.616,-0.0,0.0,0.0,8227.8762
2018-01-07 16:00:00,12078.35221,-0.0,12078.35221,0.0,21459.958,-0.0,0.0,0.0,9381.6059
2018-01-07 17:00:00,15317.239959999999,-0.0,15317.239959999999,0.0,21770.972,-0.0,0.0,0.0,6453.732
2018-01-07 18:00:00,17656.43666,-0.0,17656.43666,0.0,22185.657,-0.0,0.0,0.0,4529.2205
2018-01-07 19:00:00,16419.36148,-0.0,16419.36148,0.0,23066.863,-0.0,0.0,0.0,6647.5017
2018-01-07 20:00:00,15159.794030000001,-0.0,15159.794030000001,0.0,24310.919,-0.0,0.0,0.0,9151.1247
2018-01-07 21:00:00,12573.18229,-0.0,12573.18229,0.0,25399.467,-0.0,0.0,0.0,12826.285
2018-01-07 22:00:00,10458.90834,-0.0,10458.90834,0.0,26436.18,-0.0,0.0,0.0,15977.272
2018-01-07 23:00:00,9671.678682,-0.0,9671.678682,0.0,28405.935,-0.0,0.0,0.0,18734.256
2018-01-08 00:00:00,8749.495366,-0.0,8749.495366,0.0,34107.856,-0.0,0.0,0.0,25358.361
2018-01-08 01:00:00,8479.588054,-0.0,8479.588054,0.0,39654.27,-0.0,0.0,0.0,31174.682
2018-01-08 02:00:00,8322.142122,-0.0,8322.142122,0.0,41157.504,-0.0,0.0,0.0,32835.362
2018-01-08 03:00:00,8097.219361,-0.0,8097.219361,0.0,40017.12,-0.0,0.0,0.0,31919.901
2018-01-08 04:00:00,9244.325438,-0.0,9244.325438,605.82313,37943.694,-0.0,0.0,0.0,29305.192
2018-01-08 05:00:00,10931.246140000001,-0.0,10931.246140000001,3418.5734,36699.638,-0.0,0.0,0.0,29186.966
2018-01-08 06:00:00,9154.356334,-0.0,9154.356334,7313.1506,36336.789,-0.0,0.0,0.0,34495.583
2018-01-08 07:00:00,8524.572606,-0.0,8524.572606,10774.997,34989.062,-0.0,0.0,0.0,37239.487
2018-01-08 08:00:00,11268.63028,-0.0,11268.63028,13479.565,33278.486,-0.0,0.0,0.0,35489.42
2018-01-08 09:00:00,12145.82904,-0.0,12145.82904,14063.751,32863.801,-0.0,0.0,0.0,34781.723
2018-01-08 10:00:00,13450.38105,-0.0,13450.38105,13652.657,31827.088,-0.0,0.0,0.0,32029.363
2018-01-08 11:00:00,12978.04325,-0.0,12978.04325,12419.374,31153.224,-0.0,0.0,0.0,30594.555
2018-01-08 12:00:00,13090.50463,-0.0,13090.50463,9974.4451,31153.224,-0.0,0.0,0.0,28037.165
2018-01-08 13:00:00,13675.30381,-0.0,13675.30381,7010.2391,31360.567,-0.0,0.0,0.0,24695.502
2018-01-08 14:00:00,13360.41195,-0.0,13360.41195,3137.2983,30375.689,-0.0,0.0,0.0,20152.576
2018-01-08 15:00:00,12910.566429999999,-0.0,12910.566429999999,64.909621,29183.47,-0.0,0.0,0.0,16337.813
2018-01-08 16:00:00,11920.90628,-0.0,11920.90628,0.0,28354.099,-0.0,0.0,0.0,16433.193
2018-01-08 17:00:00,14372.564369999998,-0.0,14372.564369999998,0.0,27887.578,-0.0,0.0,0.0,13515.014
2018-01-08 18:00:00,17049.14521,-0.0,17049.14521,0.0,26799.03,-0.0,0.0,0.0,9749.8846
2018-01-08 19:00:00,16104.469619999998,-0.0,16104.469619999998,0.0,26073.331,-0.0,0.0,0.0,9968.8611
2018-01-08 20:00:00,14170.133880000001,-0.0,14170.133880000001,0.0,26591.687,-0.0,0.0,0.0,12421.553
2018-01-08 21:00:00,12145.82904,-0.0,12145.82904,0.0,26799.03,-0.0,0.0,0.0,14653.201
2018-01-08 22:00:00,10503.892890000001,-0.0,10503.892890000001,0.0,27369.222,-0.0,0.0,0.0,16865.329
2018-01-08 23:00:00,10166.50875,-0.0,10166.50875,0.0,28665.113,-0.0,0.0,0.0,18498.604
2018-01-09 00:00:00,9041.894954000001,-0.0,9041.894954000001,0.0,33745.007,-0.0,0.0,0.0,24703.112
2018-01-09 01:00:00,8682.018538,-0.0,8682.018538,0.0,38876.736,-0.0,0.0,0.0,30194.717
2018-01-09 02:00:00,8749.495366,-0.0,8749.495366,0.0,41157.504,-0.0,0.0,0.0,32408.009
2018-01-09 03:00:00,8052.2348090000005,-0.0,8052.2348090000005,0.0,40898.326,-0.0,0.0,0.0,32846.091
2018-01-09 04:00:00,8996.910402,-0.0,8996.910402,1016.9174,40379.969,-0.0,0.0,0.0,32399.976
2018-01-09 05:00:00,9806.632338,-0.0,9806.632338,4954.7677,40120.791,-0.0,0.0,0.0,35268.927
2018-01-09 06:00:00,8884.449022,-0.0,8884.449022,8762.7988,40328.134,-0.0,0.0,0.0,40206.484
2018-01-09 07:00:00,8727.00309,-0.0,8727.00309,11748.641,39913.449,-0.0,0.0,0.0,42935.087
2018-01-09 08:00:00,9626.69413,-0.0,9626.69413,13695.93,38824.9,-0.0,0.0,0.0,42894.136
2018-01-09 09:00:00,10368.93924,-0.0,10368.93924,13371.382,38669.393,-0.0,0.0,0.0,41671.836
2018-01-09 10:00:00,11223.64573,-0.0,11223.64573,13068.47,39187.75,-0.0,0.0,0.0,41032.574
2018-01-09 11:00:00,11381.09166,-0.0,11381.09166,11424.093,38099.201,-0.0,0.0,0.0,38142.203
2018-01-09 12:00:00,11561.02987,-0.0,11561.02987,9022.4373,38358.379,-0.0,0.0,0.0,35819.787
2018-01-09 13:00:00,11920.90628,-0.0,11920.90628,4976.4043,37736.351,-0.0,0.0,0.0,30791.849
2018-01-09 14:00:00,11336.107109999999,-0.0,11336.107109999999,1536.1944,36958.817,-0.0,0.0,0.0,27158.904
2018-01-09 15:00:00,10841.27703,-0.0,10841.27703,21.63654,35403.747,-0.0,0.0,0.0,24584.107
2018-01-09 16:00:00,12843.0896,-0.0,12843.0896,0.0,33537.664,-0.0,0.0,0.0,20694.574
2018-01-09 17:00:00,14485.02575,-0.0,14485.02575,0.0,31982.595,-0.0,0.0,0.0,17497.569
2018-01-09 18:00:00,16644.28424,-0.0,16644.28424,0.0,32189.937,-0.0,0.0,0.0,15545.653
2018-01-09 19:00:00,15947.02369,-0.0,15947.02369,0.0,34315.199,-0.0,0.0,0.0,18368.175
2018-01-09 20:00:00,14754.93306,-0.0,14754.93306,0.0,37995.53,-0.0,0.0,0.0,23240.597
2018-01-09 21:00:00,11740.96807,-0.0,11740.96807,0.0,37062.488,-0.0,0.0,0.0,25321.52
2018-01-09 22:00:00,10503.892890000001,-0.0,10503.892890000001,0.0,37010.652,-0.0,0.0,0.0,26506.759
2018-01-09 23:00:00,9671.678682,-0.0,9671.678682,0.0,38462.05,-0.0,0.0,0.0,28790.372
2018-01-10 00:00:00,8727.00309,-0.0,8727.00309,0.0,44371.314,-0.0,0.0,0.0,35644.311
2018-01-10 01:00:00,8434.603502,-0.0,8434.603502,0.0,47170.439,-0.0,0.0,0.0,38735.836
2018-01-10 02:00:00,8142.203912999999,-0.0,8142.203912999999,0.0,47429.618,-0.0,0.0,0.0,39287.414
2018-01-10 03:00:00,8052.2348090000005,-0.0,8052.2348090000005,0.0,47377.782,-0.0,0.0,0.0,39325.547
2018-01-10 04:00:00,8524.572606,-0.0,8524.572606,908.73469,47481.453,-0.0,0.0,0.0,39865.615
2018-01-10 05:00:00,8996.910402,-0.0,8996.910402,5236.0428,47481.453,-0.0,0.0,0.0,43720.586
2018-01-10 06:00:00,8704.510814,-0.0,8704.510814,9368.6219,47429.618,-0.0,0.0,0.0,48093.729
2018-01-10 07:00:00,8524.572606,-0.0,8524.572606,12484.284,47222.275,-0.0,0.0,0.0,51181.986
2018-01-10 08:00:00,9154.356334,-0.0,9154.356334,14518.119,46392.905,-0.0,0.0,0.0,51756.667
2018-01-10 09:00:00,9806.632338,-0.0,9806.632338,15232.124,44837.835,-0.0,0.0,0.0,50263.327
2018-01-10 10:00:00,10976.23069,-0.0,10976.23069,14821.03,43438.273,-0.0,0.0,0.0,47283.072
2018-01-10 11:00:00,11021.215240000001,-0.0,11021.215240000001,13501.201,42764.409,-0.0,0.0,0.0,45244.395
2018-01-10 12:00:00,11111.18435,-0.0,11111.18435,10601.905,42764.409,-0.0,0.0,0.0,42255.13
2018-01-10 13:00:00,10796.29248,-0.0,10796.29248,7140.0583,43541.944,-0.0,0.0,0.0,39885.71
2018-01-10 14:00:00,10233.98558,-0.0,10233.98558,2877.6599,43956.629,-0.0,0.0,0.0,36600.303
2018-01-10 15:00:00,9784.140062,-0.0,9784.140062,43.273081,44474.986,-0.0,0.0,0.0,34734.119
2018-01-10 16:00:00,9964.07827,-0.0,9964.07827,0.0,45045.178,-0.0,0.0,0.0,35081.099
2018-01-10 17:00:00,12460.72091,-0.0,12460.72091,0.0,45356.192,-0.0,0.0,0.0,32895.471
2018-01-10 18:00:00,16959.17611,-0.0,16959.17611,0.0,44993.342,-0.0,0.0,0.0,28034.166
