timestep,Demand,Demand shortage,Demand supplied,PV generation,Consumption from main grid,Storage SOC,Grid availability,Excess generation
2018-01-02 04:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-02 05:00:00,0.0,-0.0,0.0,0.0,0.0,0,0,-0.0
2018-01-02 06:00:00,8.0,-0.0,8.0,0.60887949,7.3911205,0,0,0.0
2018-01-02 07:00:00,10.0,-0.0,10.0,2.7906977,7.2093023,0,0,0.0
2018-01-02 08:00:00,3.0,-0.0,3.0,5.3657505,0.0,0,0,2.3657505
2018-01-02 09:00:00,6.0,-0.0,6.0,6.9640592,0.0,0,0,0.9640592
2018-01-02 10:00:00,6.0,-0.0,6.0,7.7505285,0.0,0,1,1.7505285
2018-01-02 11:00:00,6.0,-0.0,6.0,7.5475687,0.0,0,0,1.5475687
2018-01-02 12:00:00,6.0,-0.0,6.0,6.6849894,0.0,0,1,0.68498943
2018-01-02 13:00:00,3.0,-0.0,3.0,4.756871,0.0,0,1,1.756871
2018-01-02 14:00:00,9.0,-6.4883721,2.5116278999999997,2.5116279,0.0,0,1,0.0
2018-01-02 15:00:00,24.0,-0.0,24.0,0.77378436,23.226216,0,0,0.0
2018-01-02 16:00:00,24.0,-0.0,24.0,0.0,24.0,0,0,0.0
2018-01-02 17:00:00,18.0,-0.0,18.0,0.0,18.0,0,1,0.0
2018-01-02 18:00:00,25.0,-0.0,25.0,0.0,25.0,0,0,0.0
2018-01-02 19:00:00,28.0,-0.0,28.0,0.0,28.0,0,0,0.0
2018-01-02 20:00:00,22.0,-0.0,22.0,0.0,22.0,0,0,0.0
2018-01-02 21:00:00,6.0,-0.0,6.0,0.0,6.0,0,1,0.0
2018-01-02 22:00:00,10.0,-10.0,0.0,0.0,0.0,0,1,0.0
2018-01-02 23:00:00,22.0,-0.0,22.0,0.0,22.0,0,1,0.0
2018-01-03 00:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-03 01:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-03 02:00:00,0.0,-0.0,0.0,0.0,0.0,0,0,-0.0
2018-01-03 03:00:00,0.0,-0.0,0.0,0.0,0.0,0,0,-0.0
2018-01-03 04:00:00,0.0,-0.0,0.0,0.0,0.0,0,0,-0.0
2018-01-03 05:00:00,0.0,-0.0,0.0,0.0,0.0,0,0,-0.0
2018-01-03 06:00:00,4.0,-0.0,4.0,0.52008457,3.4799154,0,0,0.0
2018-01-03 07:00:00,4.0,-1.7674419,2.2325581000000003,2.2325581,0.0,0,1,0.0
2018-01-03 08:00:00,6.0,-0.0,6.0,3.2600423,2.7399577,0,1,0.0
2018-01-03 09:00:00,9.0,-0.0,9.0,3.589852,5.410148,0,0,0.0
2018-01-03 10:00:00,3.0,-0.0,3.0,4.6934461,0.0,0,0,1.6934461
2018-01-03 11:00:00,3.0,-0.0,3.0,5.0359408,0.0,0,0,2.0359408
2018-01-03 12:00:00,3.0,-0.0,3.0,4.807611,0.0,0,0,1.807611
2018-01-03 13:00:00,6.0,-1.9408034,4.0591966,4.0591966,0.0,0,1,0.0
2018-01-03 14:00:00,3.0,-0.0,3.0,2.9809725,0.019027484,0,0,0.0
2018-01-03 15:00:00,24.0,-0.0,24.0,1.3319239,22.668076,0,0,0.0
2018-01-03 16:00:00,21.0,-0.0,21.0,0.0,21.0,0,0,0.0
2018-01-03 17:00:00,24.0,-24.0,0.0,0.0,0.0,0,1,0.0
2018-01-03 18:00:00,8.0,-8.0,0.0,0.0,0.0,0,1,0.0
2018-01-03 19:00:00,12.0,-0.0,12.0,0.0,12.0,0,1,0.0
2018-01-03 20:00:00,20.0,-0.0,20.0,0.0,20.0,0,1,0.0
2018-01-03 21:00:00,20.0,-20.0,0.0,0.0,0.0,0,1,0.0
2018-01-03 22:00:00,8.0,-8.0,0.0,0.0,0.0,0,1,0.0
2018-01-03 23:00:00,8.0,-0.0,8.0,0.0,8.0,0,1,0.0
2018-01-04 00:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-04 01:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-04 02:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-04 03:00:00,0.0,-0.0,0.0,0.0,0.0,0,0,-0.0
2018-01-04 04:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-04 05:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-04 06:00:00,2.0,-0.0,2.0,0.73572939,1.2642706,0,1,0.0
2018-01-04 07:00:00,4.0,-1.2854123,2.7145877,2.7145877,0.0,0,1,0.0
2018-01-04 08:00:00,6.0,-0.0,6.0,4.3636364,1.6363636,0,1,0.0
2018-01-04 09:00:00,3.0,-0.0,3.0,6.012685,0.0,0,1,3.012685
2018-01-04 10:00:00,6.0,-0.0,6.0,7.0401691,0.0,0,1,1.0401691
2018-01-04 11:00:00,6.0,-0.0,6.0,8.0930233,0.0,0,1,2.0930233
2018-01-04 12:00:00,3.0,-0.0,3.0,8.2071882,0.0,0,1,5.2071882
2018-01-04 13:00:00,3.0,-0.0,3.0,7.141649,0.0,0,1,4.141649
2018-01-04 14:00:00,0.0,-0.0,0.0,5.1247357,0.0,0,0,5.1247357
2018-01-04 15:00:00,6.0,-0.0,6.0,2.2579281,3.7420719,0,1,0.0
2018-01-04 16:00:00,9.0,-0.0,9.0,0.012684989,8.987315,0,1,0.0
2018-01-04 17:00:00,15.0,-0.0,15.0,0.0,15.0,0,1,0.0
2018-01-04 18:00:00,11.0,-0.0,11.0,0.0,11.0,0,0,0.0
2018-01-04 19:00:00,39.0,-0.0,39.0,0.0,39.0,0,0,0.0
2018-01-04 20:00:00,22.0,-0.0,22.0,0.0,22.0,0,1,0.0
2018-01-04 21:00:00,10.0,-0.0,10.0,0.0,10.0,0,1,0.0
2018-01-04 22:00:00,20.0,-20.0,0.0,0.0,0.0,0,1,0.0
2018-01-04 23:00:00,20.0,-0.0,20.0,0.0,20.0,0,1,0.0
2018-01-05 00:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-05 01:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-05 02:00:00,0.0,-0.0,0.0,0.0,0.0,0,0,-0.0
2018-01-05 03:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-05 04:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-05 05:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-05 06:00:00,4.0,-0.0,4.0,1.3065539,2.6934461,0,1,0.0
2018-01-05 07:00:00,4.0,-0.0,4.0,4.3128964,0.0,0,1,0.31289641
2018-01-05 08:00:00,0.0,-0.0,0.0,7.0782241,0.0,0,1,7.0782241
2018-01-05 09:00:00,6.0,-0.0,6.0,8.5496829,0.0,0,1,2.5496829
2018-01-05 10:00:00,6.0,-0.0,6.0,9.2727273,0.0,0,1,3.2727273
2018-01-05 11:00:00,3.0,-0.0,3.0,9.4883721,0.0,0,1,6.4883721
2018-01-05 12:00:00,3.0,-0.0,3.0,8.9175476,0.0,0,1,5.9175476
2018-01-05 13:00:00,3.0,-0.0,3.0,7.6363636,0.0,0,0,4.6363636
2018-01-05 14:00:00,6.0,-0.0,6.0,5.5306554,0.46934461,0,1,0.0
2018-01-05 15:00:00,15.0,-12.526427,2.473573,2.4735729,0.0,0,1,0.0
2018-01-05 16:00:00,15.0,-0.0,15.0,0.012684989,14.987315,0,1,0.0
2018-01-05 17:00:00,21.0,-0.0,21.0,0.0,21.0,0,0,0.0
2018-01-05 18:00:00,40.0,-0.0,40.0,0.0,40.0,0,1,0.0
2018-01-05 19:00:00,22.0,-0.0,22.0,0.0,22.0,0,1,0.0
2018-01-05 20:00:00,7.0,-0.0,7.0,0.0,7.0,0,1,0.0
2018-01-05 21:00:00,8.0,-0.0,8.0,0.0,8.0,0,1,0.0
2018-01-05 22:00:00,4.0,-0.0,4.0,0.0,4.0,0,1,0.0
2018-01-05 23:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-06 00:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-06 01:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-06 02:00:00,0.0,-0.0,0.0,0.0,0.0,0,0,-0.0
2018-01-06 03:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-06 04:00:00,0.0,-0.0,0.0,0.0,0.0,0,0,-0.0
2018-01-06 05:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-06 06:00:00,4.0,-0.0,4.0,1.1035941,2.8964059,0,1,0.0
2018-01-06 07:00:00,6.0,-0.0,6.0,4.0084567,1.9915433,0,1,0.0
2018-01-06 08:00:00,15.0,-0.0,15.0,5.1247357,9.8752643,0,0,0.0
2018-01-06 09:00:00,6.0,-0.0,6.0,6.6849894,0.0,0,1,0.68498943
2018-01-06 10:00:00,12.0,-0.0,12.0,7.4841438,4.5158562,0,1,0.0
2018-01-06 11:00:00,9.0,-0.0,9.0,7.4714588,1.5285412,0,1,0.0
2018-01-06 12:00:00,3.0,-0.0,3.0,6.7230444,0.0,0,0,3.7230444
2018-01-06 13:00:00,6.0,-0.0,6.0,5.2515856,0.74841438,0,1,0.0
2018-01-06 14:00:00,12.0,-0.0,12.0,3.6786469,8.3213531,0,1,0.0
2018-01-06 15:00:00,6.0,-4.794926,1.2050739999999998,1.205074,0.0,0,1,0.0
2018-01-06 16:00:00,15.0,-0.0,15.0,0.0,15.0,0,1,0.0
2018-01-06 17:00:00,21.0,-0.0,21.0,0.0,21.0,0,1,0.0
2018-01-06 18:00:00,23.0,-23.0,0.0,0.0,0.0,0,1,0.0
2018-01-06 19:00:00,38.0,-0.0,38.0,0.0,38.0,0,1,0.0
2018-01-06 20:00:00,5.0,-5.0,0.0,0.0,0.0,0,1,0.0
2018-01-06 21:00:00,19.0,-0.0,19.0,0.0,19.0,0,1,0.0
2018-01-06 22:00:00,6.0,-0.0,6.0,0.0,6.0,0,0,0.0
2018-01-06 23:00:00,4.0,-4.0,0.0,0.0,0.0,0,1,0.0
2018-01-07 00:00:00,0.0,-0.0,0.0,0.0,0.0,0,0,-0.0
2018-01-07 01:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-07 02:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-07 03:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-07 04:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-07 05:00:00,0.0,-0.0,0.0,0.0,0.0,0,0,-0.0
2018-01-07 06:00:00,4.0,-0.0,4.0,0.88794926,3.1120507,0,1,0.0
2018-01-07 07:00:00,4.0,-0.48625793,3.51374207,3.5137421,0.0,0,1,0.0
2018-01-07 08:00:00,0.0,-0.0,0.0,5.8985201,0.0,0,1,5.8985201
2018-01-07 09:00:00,3.0,-0.0,3.0,7.3826638,0.0,0,1,4.3826638
2018-01-07 10:00:00,6.0,-0.0,6.0,8.1057082,0.0,0,0,2.1057082
2018-01-07 11:00:00,3.0,-0.0,3.0,7.8773784,0.0,0,1,4.8773784
2018-01-07 12:00:00,3.0,-0.0,3.0,7.1289641,0.0,0,1,4.1289641
2018-01-07 13:00:00,6.0,-0.3551797,5.6448203,5.6448203,0.0,0,1,0.0
2018-01-07 14:00:00,9.0,-0.0,9.0,3.2219873,5.7780127,0,1,0.0
2018-01-07 15:00:00,21.0,-0.0,21.0,1.0274841,19.972516,0,0,0.0
2018-01-07 16:00:00,3.0,-0.0,3.0,0.0,3.0,0,1,0.0
2018-01-07 17:00:00,0.0,-0.0,0.0,0.0,0.0,0,0,-0.0
2018-01-07 18:00:00,29.0,-0.0,29.0,0.0,29.0,0,1,0.0
2018-01-07 19:00:00,26.0,-0.0,26.0,0.0,26.0,0,1,0.0
2018-01-07 20:00:00,27.0,-0.0,27.0,0.0,27.0,0,0,0.0
2018-01-07 21:00:00,26.0,-26.0,0.0,0.0,0.0,0,1,0.0
2018-01-07 22:00:00,20.0,-0.0,20.0,0.0,20.0,0,1,0.0
2018-01-07 23:00:00,20.0,-0.0,20.0,0.0,20.0,0,1,0.0
2018-01-08 00:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-08 01:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-08 02:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-08 03:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-08 04:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-08 05:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-08 06:00:00,10.0,-9.3784355,0.6215644999999999,0.62156448,0.0,0,1,0.0
2018-01-08 07:00:00,10.0,-0.0,10.0,2.6511628,7.3488372,0,1,0.0
2018-01-08 08:00:00,0.0,-0.0,0.0,5.3403805,0.0,0,1,5.3403805
2018-01-08 09:00:00,3.0,-0.0,3.0,6.8245243,0.0,0,0,3.8245243
2018-01-08 10:00:00,0.0,-0.0,0.0,7.6490486,0.0,0,1,7.6490486
2018-01-08 11:00:00,3.0,-0.0,3.0,7.5729387,0.0,0,1,4.5729387
2018-01-08 12:00:00,3.0,-0.0,3.0,6.6088795,0.0,0,1,3.6088795
2018-01-08 13:00:00,6.0,-0.0,6.0,4.8837209,1.1162791,0,1,0.0
2018-01-08 14:00:00,6.0,-0.0,6.0,2.7653277,3.2346723,0,1,0.0
2018-01-08 15:00:00,6.0,-0.0,6.0,0.88794926,5.1120507,0,0,0.0
2018-01-08 16:00:00,3.0,-0.0,3.0,0.0,3.0,0,1,0.0
2018-01-08 17:00:00,21.0,-0.0,21.0,0.0,21.0,0,1,0.0
2018-01-08 18:00:00,26.0,-26.0,0.0,0.0,0.0,0,1,0.0
2018-01-08 19:00:00,28.0,-0.0,28.0,0.0,28.0,0,1,0.0
2018-01-08 20:00:00,24.0,-0.0,24.0,0.0,24.0,0,0,0.0
2018-01-08 21:00:00,15.0,-0.0,15.0,0.0,15.0,0,0,0.0
2018-01-08 22:00:00,10.0,-0.0,10.0,0.0,10.0,0,1,0.0
2018-01-08 23:00:00,10.0,-0.0,10.0,0.0,10.0,0,0,0.0
2018-01-09 00:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-09 01:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-09 02:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-09 03:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-09 04:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-09 05:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-09 06:00:00,8.0,-0.0,8.0,1.2938689,6.7061311,0,1,0.0
2018-01-09 07:00:00,10.0,-0.0,10.0,4.4143763,5.5856237,0,1,0.0
2018-01-09 08:00:00,12.0,-0.0,12.0,6.8879493,5.1120507,0,1,0.0
2018-01-09 09:00:00,3.0,-0.0,3.0,8.384778,0.0,0,1,5.384778
2018-01-09 10:00:00,6.0,-0.0,6.0,9.1205074,0.0,0,1,3.1205074
2018-01-09 11:00:00,0.0,-0.0,0.0,9.3742072,0.0,0,1,9.3742072
2018-01-09 12:00:00,3.0,-0.0,3.0,8.7780127,0.0,0,1,5.7780127
2018-01-09 13:00:00,0.0,-0.0,0.0,7.4587738,0.0,0,1,7.4587738
2018-01-09 14:00:00,6.0,-0.0,6.0,4.9598309,1.0401691,0,1,0.0
2018-01-09 15:00:00,6.0,-0.0,6.0,1.9915433,4.0084567,0,1,0.0
2018-01-09 16:00:00,18.0,-0.0,18.0,0.012684989,17.987315,0,1,0.0
2018-01-09 17:00:00,33.0,-0.0,33.0,0.0,33.0,0,1,0.0
2018-01-09 18:00:00,41.0,-0.0,41.0,0.0,41.0,0,0,0.0
2018-01-09 19:00:00,48.0,-0.0,48.0,0.0,48.0,0,1,0.0
2018-01-09 20:00:00,27.0,-0.0,27.0,0.0,27.0,0,1,0.0
2018-01-09 21:00:00,24.0,-0.0,24.0,0.0,24.0,0,0,0.0
2018-01-09 22:00:00,10.0,-0.0,10.0,0.0,10.0,0,1,0.0
2018-01-09 23:00:00,12.0,-12.0,0.0,0.0,0.0,0,0,0.0
2018-01-10 00:00:00,0.0,-0.0,0.0,0.0,0.0,0,0,-0.0
2018-01-10 01:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-10 02:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-10 03:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-10 04:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-10 05:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-10 06:00:00,6.0,-0.0,6.0,1.9788584,4.0211416,0,0,0.0
2018-01-10 07:00:00,8.0,-2.7230444,5.2769556,5.2769556,0.0,0,1,0.0
2018-01-10 08:00:00,3.0,-0.0,3.0,7.6109937,0.0,0,1,4.6109937
2018-01-10 09:00:00,6.0,-0.0,6.0,9.0570825,0.0,0,0,3.0570825
2018-01-10 10:00:00,6.0,-0.0,6.0,9.7293869,0.0,0,1,3.7293869
2018-01-10 11:00:00,3.0,-0.0,3.0,9.5391121,0.0,0,1,6.5391121
2018-01-10 12:00:00,3.0,-0.0,3.0,8.9048626,0.0,0,1,5.9048626
2018-01-10 13:00:00,3.0,-0.0,3.0,7.5475687,0.0,0,1,4.5475687
2018-01-10 14:00:00,9.0,-0.0,9.0,5.3403805,3.6596195,0,1,0.0
2018-01-10 15:00:00,3.0,-0.74207188,2.25792812,2.2579281,0.0,0,1,0.0
2018-01-10 16:00:00,21.0,-0.0,21.0,0.025369979,20.97463,0,0,0.0
2018-01-10 17:00:00,21.0,-21.0,0.0,0.0,0.0,0,1,0.0
2018-01-10 18:00:00,23.0,-0.0,23.0,0.0,23.0,0,0,0.0
2018-01-10 19:00:00,25.0,-25.0,0.0,0.0,0.0,0,1,0.0
2018-01-10 20:00:00,8.0,-8.0,0.0,0.0,0.0,0,1,0.0
2018-01-10 21:00:00,21.0,-0.0,21.0,0.0,21.0,0,0,0.0
2018-01-10 22:00:00,16.0,-0.0,16.0,0.0,16.0,0,1,0.0
2018-01-10 23:00:00,16.0,-16.0,0.0,0.0,0.0,0,1,0.0
2018-01-11 00:00:00,0.0,-0.0,0.0,0.0,0.0,0,0,-0.0
2018-01-11 01:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-11 02:00:00,0.0,-0.0,0.0,0.0,0.0,0,0,-0.0
2018-01-11 03:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-11 04:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-11 05:00:00,0.0,-0.0,0.0,0.0,0.0,0,0,-0.0
2018-01-11 06:00:00,4.0,-2.2494715,1.7505285000000002,1.7505285,0.0,0,1,0.0
2018-01-11 07:00:00,8.0,-0.0,8.0,5.0105708,2.9894292,0,1,0.0
2018-01-11 08:00:00,12.0,-4.6046512,7.3953488,7.3953488,0.0,0,1,0.0
2018-01-11 09:00:00,3.0,-0.0,3.0,8.8287526,0.0,0,1,5.8287526
2018-01-11 10:00:00,6.0,-0.0,6.0,9.5010571,0.0,0,0,3.5010571
2018-01-11 11:00:00,9.0,-0.0,9.0,9.4503171,0.0,0,1,0.45031712
2018-01-11 12:00:00,6.0,-0.0,6.0,8.8287526,0.0,0,1,2.8287526
2018-01-11 13:00:00,6.0,-0.0,6.0,7.4841438,0.0,0,1,1.4841438
2018-01-11 14:00:00,15.0,-0.0,15.0,5.3023256,9.6976744,0,0,0.0
2018-01-11 15:00:00,9.0,-0.0,9.0,2.2452431,6.7547569,0,1,0.0
2018-01-11 16:00:00,18.0,-0.0,18.0,0.025369979,17.97463,0,1,0.0
2018-01-11 17:00:00,18.0,-0.0,18.0,0.0,18.0,0,0,0.0
2018-01-11 18:00:00,25.0,-0.0,25.0,0.0,25.0,0,1,0.0
2018-01-11 19:00:00,25.0,-0.0,25.0,0.0,25.0,0,1,0.0
2018-01-11 20:00:00,8.0,-0.0,8.0,0.0,8.0,0,1,0.0
2018-01-11 21:00:00,13.0,-13.0,0.0,0.0,0.0,0,0,0.0
2018-01-11 22:00:00,4.0,-0.0,4.0,0.0,4.0,0,0,0.0
2018-01-11 23:00:00,6.0,-6.0,0.0,0.0,0.0,0,1,0.0
2018-01-12 00:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-12 01:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-12 02:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-12 03:00:00,0.0,-0.0,0.0,0.0,0.0,0,0,-0.0
2018-01-12 04:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-12 05:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-12 06:00:00,4.0,-0.0,4.0,1.5729387,2.4270613,0,0,0.0
2018-01-12 07:00:00,4.0,-0.0,4.0,4.6680761,0.0,0,1,0.66807611
2018-01-12 08:00:00,21.0,-13.947146,7.052854,7.0528541,0.0,0,1,0.0
2018-01-12 09:00:00,12.0,-0.0,12.0,8.5243129,3.4756871,0,1,0.0
2018-01-12 10:00:00,6.0,-0.0,6.0,9.2346723,0.0,0,1,3.2346723
2018-01-12 11:00:00,0.0,-0.0,0.0,8.9682875,0.0,0,1,8.9682875
2018-01-12 12:00:00,3.0,-0.0,3.0,8.2832981,0.0,0,1,5.2832981
2018-01-12 13:00:00,0.0,-0.0,0.0,6.8625793,0.0,0,1,6.8625793
2018-01-12 14:00:00,3.0,-0.0,3.0,4.6173362,0.0,0,0,1.6173362
2018-01-12 15:00:00,15.0,-0.0,15.0,1.7378436,13.262156,0,1,0.0
2018-01-12 16:00:00,0.0,-0.0,0.0,0.012684989,0.0,0,1,0.012684989
2018-01-12 17:00:00,30.0,-0.0,30.0,0.0,30.0,0,1,0.0
2018-01-12 18:00:00,31.0,-0.0,31.0,0.0,31.0,0,1,0.0
2018-01-12 19:00:00,10.0,-10.0,0.0,0.0,0.0,0,1,0.0
2018-01-12 20:00:00,11.0,-11.0,0.0,0.0,0.0,0,1,0.0
2018-01-12 21:00:00,9.0,-0.0,9.0,0.0,9.0,0,1,0.0
2018-01-12 22:00:00,18.0,-0.0,18.0,0.0,18.0,0,1,0.0
2018-01-12 23:00:00,8.0,-0.0,8.0,0.0,8.0,0,1,0.0
2018-01-13 00:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-13 01:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-13 02:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-13 03:00:00,0.0,-0.0,0.0,0.0,0.0,0,0,-0.0
2018-01-13 04:00:00,0.0,-0.0,0.0,0.0,0.0,0,0,-0.0
2018-01-13 05:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-13 06:00:00,8.0,-0.0,8.0,1.4207188,6.5792812,0,1,0.0
2018-01-13 07:00:00,8.0,-0.0,8.0,4.1987315,3.8012685,0,1,0.0
2018-01-13 08:00:00,3.0,-0.0,3.0,6.2536998,0.0,0,1,3.2536998
2018-01-13 09:00:00,6.0,-0.0,6.0,7.6109937,0.0,0,1,1.6109937
2018-01-13 10:00:00,3.0,-0.0,3.0,8.8414376,0.0,0,0,5.8414376
2018-01-13 11:00:00,3.0,-0.0,3.0,9.1078224,0.0,0,0,6.1078224
2018-01-13 12:00:00,3.0,-0.0,3.0,8.2959831,0.0,0,1,5.2959831
2018-01-13 13:00:00,3.0,-0.0,3.0,7.0147992,0.0,0,1,4.0147992
2018-01-13 14:00:00,6.0,-0.0,6.0,4.8837209,1.1162791,0,1,0.0
2018-01-13 15:00:00,3.0,-0.0,3.0,1.8646934,1.1353066,0,1,0.0
2018-01-13 16:00:00,3.0,-0.0,3.0,0.012684989,2.987315,0,1,0.0
2018-01-13 17:00:00,6.0,-0.0,6.0,0.0,6.0,0,1,0.0
2018-01-13 18:00:00,11.0,-0.0,11.0,0.0,11.0,0,0,0.0
2018-01-13 19:00:00,39.0,-0.0,39.0,0.0,39.0,0,1,0.0
2018-01-13 20:00:00,20.0,-20.0,0.0,0.0,0.0,0,1,0.0
2018-01-13 21:00:00,6.0,-6.0,0.0,0.0,0.0,0,1,0.0
2018-01-13 22:00:00,10.0,-10.0,0.0,0.0,0.0,0,1,0.0
2018-01-13 23:00:00,20.0,-20.0,0.0,0.0,0.0,0,0,0.0
2018-01-14 00:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
2018-01-14 01:00:00,0.0,-0.0,0.0,0.0,0.0,0,0,-0.0
2018-01-14 02:00:00,0.0,-0.0,0.0,0.0,0.0,0,1,-0.0
