timestep,Demand,Demand shortage,Demand supplied,PV generation,Consumption from main grid,Storage discharge,Storage SOC,Storage charge,Grid availability,Excess generation
2018-01-06 06:00:00,4.0,-0.0,4.0,3.1330092,0.94029171,-0.65970829,0.2,0.73300921,1,0.0
2018-01-06 07:00:00,6.0,-0.0,6.0,11.379666,0.0,-2.4,0.2409039911111111,7.7796656,1,0.0
2018-01-06 08:00:00,15.0,-0.0,15.0,14.548686,0.0,-6.0,0.23196015111111112,5.5486865,0,0.0
2018-01-06 09:00:00,6.0,-0.0,6.0,18.978113,0.0,-2.4,0.3336517244444444,15.378113,1,0.0
2018-01-06 10:00:00,12.0,-0.0,12.0,21.246844,0.0,-4.8,0.4033598133333334,14.046844,1,0.0
2018-01-06 11:00:00,9.0,-0.0,9.0,21.210832,0.0,-3.6,0.49784647111111113,15.810832,1,0.0
2018-01-06 12:00:00,3.0,-0.0,3.0,19.086148,0.0,-1.2,0.6254689866666667,17.286148,1,0.0
2018-01-06 13:00:00,6.0,-0.0,6.0,14.908802,0.0,-2.4,0.6946060711111111,11.308802,1,0.0
2018-01-06 14:00:00,12.0,-0.0,12.0,10.443364,0.0,-4.8,0.6778863199999999,3.243364,1,0.0
2018-01-06 15:00:00,6.0,-0.0,6.0,3.421102,0.0,-2.578898,0.6549627822222223,0.0,0,0.0
2018-01-06 16:00:00,15.0,-0.0,15.0,0.0,5.8166871,-9.1833129,0.5733333333333334,0.0,1,0.0
2018-01-06 17:00:00,21.0,-0.0,21.0,0.0,21.0,-0.0,0.5733333333333334,0.0,1,0.0
2018-01-06 18:00:00,23.0,-0.0,23.0,0.0,23.0,-0.0,0.5733333333333334,0.0,1,0.0
2018-01-06 19:00:00,38.0,-0.0,38.0,0.0,0.0,-38.0,0.23555555555555555,0.0,0,0.0
2018-01-06 20:00:00,5.0,-0.0,5.0,0.0,5.0,-0.0,0.23555555555555555,0.0,1,0.0
2018-01-06 21:00:00,19.0,-0.0,19.0,0.0,19.0,-0.0,0.23555555555555555,0.0,1,0.0
2018-01-06 22:00:00,6.0,-0.0,6.0,0.0,6.0,-0.0,0.23555555555555555,0.0,1,0.0
2018-01-06 23:00:00,4.0,-0.0,4.0,0.0,0.0,-4.0,0.2,0.0,0,0.0
2018-01-07 00:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,0,0.0
2018-01-07 01:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,1,0.0
2018-01-07 02:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,1,0.0
2018-01-07 03:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,1,0.0
2018-01-07 04:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,1,0.0
2018-01-07 05:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,1,0.0
2018-01-07 06:00:00,4.0,-0.0,4.0,2.520812,1.4912692,-0.10873081,0.2,0.12081201,1,0.0
2018-01-07 07:00:00,4.0,-0.0,4.0,9.9752132,0.0,-1.6,0.22072712,4.3686683,1,3.206545
2018-01-07 08:00:00,0.0,-0.0,0.0,16.745394,0.0,-0.0,0.35469027555555555,16.745394,1,0.0
2018-01-07 09:00:00,3.0,-0.0,3.0,20.958751,0.0,-1.2,0.49729361777777775,19.158751,1,0.0
2018-01-07 10:00:00,6.0,-0.0,6.0,23.011412,0.0,-2.4,0.6312515822222222,19.411412,1,0.0
2018-01-07 11:00:00,3.0,-0.0,3.0,22.363204,0.0,-1.2,0.7850905511111111,20.563204,1,0.0
2018-01-07 12:00:00,3.0,-0.0,3.0,20.238519,0.0,-1.2,0.921932,18.438519,1,0.0
2018-01-07 13:00:00,6.0,-0.0,6.0,16.025162,0.0,-2.4,1.0,12.425162,1,0.0
2018-01-07 14:00:00,9.0,-0.0,9.0,9.1469464,0.0,-3.6,0.9979755555555555,3.7469464,0,0.0
2018-01-07 15:00:00,21.0,-0.0,21.0,2.9169396,0.0,-18.08306,0.8372372533333333,0.0,0,0.0
2018-01-07 16:00:00,3.0,-0.0,3.0,0.0,0.0,-3.0,0.8105705866666666,0.0,1,0.0
2018-01-07 17:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8105705866666666,0.0,1,0.0
2018-01-07 18:00:00,29.0,-0.0,29.0,0.0,0.0,-29.0,0.5527928088888889,0.0,1,0.0
2018-01-07 19:00:00,26.0,-0.0,26.0,0.0,12.310809,-13.689191,0.4311111111111111,0.0,1,0.0
2018-01-07 20:00:00,27.0,-0.0,27.0,0.0,27.0,-0.0,0.4311111111111111,0.0,1,0.0
2018-01-07 21:00:00,26.0,-0.0,26.0,0.0,0.0,-26.0,0.2,0.0,0,0.0
2018-01-07 22:00:00,20.0,-0.0,20.0,0.0,20.0,-0.0,0.2,0.0,1,0.0
2018-01-07 23:00:00,20.0,-0.0,20.0,0.0,20.0,-0.0,0.2,0.0,1,0.0
2018-01-08 00:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,1,0.0
2018-01-08 01:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,1,0.0
2018-01-08 02:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,1,0.0
2018-01-08 03:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,0,0.0
2018-01-08 04:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,1,0.0
2018-01-08 05:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,1,0.0
2018-01-08 06:00:00,10.0,-0.0,10.0,1.7645684,8.2354316,-0.0,0.2,0.0,1,0.0
2018-01-08 07:00:00,10.0,-0.0,10.0,7.5264244,2.626218,-1.373782,0.2,1.5264244,1,0.0
2018-01-08 08:00:00,0.0,-0.0,0.0,15.160884,0.0,-0.0,0.3212870666666667,15.160884,1,0.0
2018-01-08 09:00:00,3.0,-0.0,3.0,19.374241,0.0,-1.2,0.4512143288888889,17.574241,1,0.0
2018-01-08 10:00:00,0.0,-0.0,0.0,21.714995,0.0,-0.0,0.6249342844444445,21.714995,1,0.0
2018-01-08 11:00:00,3.0,-0.0,3.0,21.498925,0.0,-1.2,0.7718590222222222,19.698925,0,0.0
2018-01-08 12:00:00,3.0,-0.0,3.0,18.762044,0.0,-1.2,0.8968887111111111,16.962044,0,0.0
2018-01-08 13:00:00,6.0,-0.0,6.0,13.864466,0.0,-2.4,0.9576711111111111,10.264466,1,0.0
2018-01-08 14:00:00,6.0,-0.0,6.0,7.8505288,0.0,-2.4,0.9703419555555556,4.2505288,1,0.0
2018-01-08 15:00:00,6.0,-0.0,6.0,2.520812,0.0,-3.479188,0.9394159111111111,0.0,1,0.0
2018-01-08 16:00:00,3.0,-0.0,3.0,0.0,0.0,-3.0,0.9127492444444445,0.0,0,0.0
2018-01-08 17:00:00,21.0,-0.0,21.0,0.0,0.0,-21.0,0.7260825511111111,0.0,1,0.0
2018-01-08 18:00:00,26.0,-0.0,26.0,0.0,0.0,-26.0,0.49497144,0.0,1,0.0
2018-01-08 19:00:00,28.0,-0.0,28.0,0.0,4.8157131,-23.184287,0.28888888888888886,0.0,1,0.0
2018-01-08 20:00:00,24.0,-0.0,24.0,0.0,24.0,-0.0,0.28888888888888886,0.0,1,0.0
2018-01-08 21:00:00,15.0,-0.0,15.0,0.0,15.0,-0.0,0.28888888888888886,0.0,1,0.0
2018-01-08 22:00:00,10.0,-0.0,10.0,0.0,10.0,-0.0,0.28888888888888886,0.0,1,0.0
2018-01-08 23:00:00,10.0,-0.0,10.0,0.0,0.0,-10.0,0.2,0.0,0,0.0
2018-01-09 00:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,0,0.0
2018-01-09 01:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,1,0.0
2018-01-09 02:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,1,0.0
2018-01-09 03:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,1,0.0
2018-01-09 04:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,1,0.0
2018-01-09 05:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,0,0.0
2018-01-09 06:00:00,8.0,-0.0,8.0,3.6731832,4.3268168,-0.0,0.2,0.0,1,0.0
2018-01-09 07:00:00,10.0,-0.0,10.0,12.532037,0.0,-4.0,0.2,4.4444444,0,2.0875924
2018-01-09 08:00:00,12.0,-0.0,12.0,19.554299,0.0,-4.8,0.2,5.3333333,1,7.0209655
2018-01-09 09:00:00,3.0,-0.0,3.0,23.803668,0.0,-1.2,0.22389096,4.3197032,0,17.683965
2018-01-09 10:00:00,6.0,-0.0,6.0,25.89234,0.0,-2.4,0.38089634666666666,22.29234,0,0.0
2018-01-09 11:00:00,0.0,-0.0,0.0,26.612573,0.0,-0.0,0.5937969333333333,26.612573,1,0.0
2018-01-09 12:00:00,3.0,-0.0,3.0,24.920027,0.0,-1.2,0.76809048,23.120027,1,0.0
2018-01-09 13:00:00,0.0,-0.0,0.0,21.174821,0.0,-0.0,0.9374890666666666,21.174821,1,0.0
2018-01-09 14:00:00,6.0,-0.0,6.0,14.080536,0.0,-2.4,1.0,10.480536,1,0.0
2018-01-09 15:00:00,6.0,-0.0,6.0,5.6538212,0.0,-2.4,0.9950972444444445,2.0538212,1,0.0
2018-01-09 16:00:00,18.0,-0.0,18.0,0.0360116,0.0,-17.963988,0.8354173422222223,0.0,0,0.0
2018-01-09 17:00:00,33.0,-0.0,33.0,0.0,21.515549,-11.484451,0.7333333333333333,0.0,1,0.0
2018-01-09 18:00:00,41.0,-0.0,41.0,0.0,41.0,-0.0,0.7333333333333333,0.0,1,0.0
2018-01-09 19:00:00,48.0,-0.0,48.0,0.0,0.0,-48.0,0.30666666666666664,0.0,0,0.0
2018-01-09 20:00:00,27.0,-0.0,27.0,0.0,27.0,-0.0,0.30666666666666664,0.0,1,0.0
2018-01-09 21:00:00,24.0,-0.0,24.0,0.0,24.0,-0.0,0.30666666666666664,0.0,1,0.0
2018-01-09 22:00:00,10.0,-0.0,10.0,0.0,10.0,-0.0,0.30666666666666664,0.0,1,0.0
2018-01-09 23:00:00,12.0,-0.0,12.0,0.0,0.0,-12.0,0.2,0.0,0,0.0
2018-01-10 00:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,1,0.0
2018-01-10 01:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,1,0.0
2018-01-10 02:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,0,0.0
2018-01-10 03:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,1,0.0
2018-01-10 04:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,1,0.0
2018-01-10 05:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,1,0.0
2018-01-10 06:00:00,6.0,-0.0,6.0,5.6178096,0.58397134,-1.8160287,0.2,2.0178096,1,0.0
2018-01-10 07:00:00,8.0,-0.0,8.0,14.980826,0.0,-3.2,0.2,3.5555556,0,6.6252701
2018-01-10 08:00:00,3.0,-0.0,3.0,21.60696,0.0,-1.2,0.2,1.3333333,1,18.473627
2018-01-10 09:00:00,6.0,-0.0,6.0,25.712282,0.0,-2.4,0.3555649244444445,22.112282,1,0.0
2018-01-10 10:00:00,6.0,-0.0,6.0,27.620897,0.0,-2.4,0.41259693333333336,9.795667,1,14.22523
2018-01-10 11:00:00,3.0,-0.0,3.0,27.080723,0.0,-1.2,0.6041760533333334,25.280723,1,0.0
2018-01-10 12:00:00,3.0,-0.0,3.0,25.280143,0.0,-1.2,0.7813505244444444,23.480143,0,0.0
2018-01-10 13:00:00,3.0,-0.0,3.0,21.426902,0.0,-1.2,0.9276991111111111,19.626902,0,0.0
2018-01-10 14:00:00,9.0,-0.0,9.0,15.160884,0.0,-3.6,0.9737861333333333,9.7608837,1,0.0
2018-01-10 15:00:00,3.0,-0.0,3.0,6.4100648,0.0,-1.2,1.0,4.6100648,0,0.0
2018-01-10 16:00:00,21.0,-0.0,21.0,0.0720232,0.0,-20.927977,0.8139735377777778,0.0,1,0.0
2018-01-10 17:00:00,21.0,-0.0,21.0,0.0,0.0,-21.0,0.6273068711111112,0.0,1,0.0
2018-01-10 18:00:00,23.0,-0.0,23.0,0.0,0.0,-23.0,0.4228624266666667,0.0,1,0.0
2018-01-10 19:00:00,25.0,-0.0,25.0,0.0,20.927977,-4.0720232,0.38666666666666666,0.0,1,0.0
2018-01-10 20:00:00,8.0,-0.0,8.0,0.0,8.0,-0.0,0.38666666666666666,0.0,1,0.0
2018-01-10 21:00:00,21.0,-0.0,21.0,0.0,0.0,-21.0,0.2,0.0,0,0.0
2018-01-10 22:00:00,16.0,-0.0,16.0,0.0,16.0,-0.0,0.2,0.0,1,0.0
2018-01-10 23:00:00,16.0,-0.0,16.0,0.0,16.0,-0.0,0.2,0.0,1,0.0
2018-01-11 00:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,1,0.0
2018-01-11 01:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,1,0.0
2018-01-11 02:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2,0.0,1,0.0
