,Demand supply,PV generation,GenSet,Discharge storage,Charge storage,Excess electricity,Consumption from main grid,Feed into main grid
2018-01-01 21:00:00,23.793000000000003,0.0,-0.0,0.0,0.0,0.0,23.793,0.0
2018-01-01 22:00:00,13.1637,0.0,-0.0,0.0,0.0,0.0,13.1637,0.0
2018-01-01 23:00:00,6.0930599999999995,0.0,-0.0,-3.1952125e-11,0.0,0.0,6.09306,0.0
2018-01-02 00:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-02 01:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-02 02:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-02 03:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-02 04:00:00,10.3633,0.0,-0.0,0.0,0.0,0.0,10.3633,0.0
2018-01-02 05:00:00,12.7843,0.0,-0.0,0.0,0.0,0.0,12.7843,0.0
2018-01-02 06:00:00,21.6117,5.4191504,-0.0,0.0,0.0,0.0,16.19255,0.0
2018-01-02 07:00:00,17.5444,21.928655,-0.0,0.0,0.0,0.0,0.0,4.3842551
2018-01-02 08:00:00,18.1454,40.202534,-0.0,0.0,0.0,0.0,0.0,22.057134
2018-01-02 09:00:00,18.1454,53.18329,-0.0,0.0,0.0,0.0,0.0,35.03789
2018-01-02 10:00:00,21.7224,61.122976,-0.0,0.0,0.0,0.0,0.0,39.400576
2018-01-02 11:00:00,21.7224,66.794179,-0.0,0.0,0.0,0.0,14.037221,59.109
2018-01-02 12:00:00,21.7224,67.92842,-0.0,0.0,0.0,0.0,12.90298,59.109
2018-01-02 13:00:00,20.9744,64.273644,-0.0,0.0,0.0,0.0,15.809756,59.109
2018-01-02 14:00:00,21.9254,48.646327,-0.0,0.0,0.0,0.0,32.388073,59.109
2018-01-02 15:00:00,23.8114,33.901197,-0.0,0.0,0.0,0.0,0.0,10.089797
2018-01-02 16:00:00,27.934,20.416334,-0.0,0.0,0.0,0.0,7.5176659,0.0
2018-01-02 17:00:00,39.211999999999996,6.5533912,-0.0,0.0,0.0,0.0,32.658609,0.0
2018-01-02 18:00:00,52.8735,0.0,-0.0,0.0,0.0,0.0,52.8735,0.0
2018-01-02 19:00:00,59.108999999999995,0.0,-0.0,0.0,0.0,0.0,59.109,0.0
2018-01-02 20:00:00,41.52458,0.0,-0.0,0.0,0.0,0.0,41.52458,0.0
2018-01-02 21:00:00,23.793000000000003,0.0,-0.0,3.0186676e-11,0.0,0.0,23.793,0.0
2018-01-02 22:00:00,13.1637,0.0,-0.0,0.0,0.0,0.0,13.1637,0.0
2018-01-02 23:00:00,6.0930599999999995,0.0,-0.0,-3.0186676e-11,0.0,0.0,6.09306,0.0
2018-01-03 00:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-03 01:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-03 02:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-03 03:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-03 04:00:00,10.3633,0.0,-0.0,0.0,0.0,0.0,10.3633,0.0
2018-01-03 05:00:00,12.7843,0.0,-0.0,0.0,0.0,0.0,12.7843,0.0
2018-01-03 06:00:00,21.6117,4.4109364,-0.0,0.0,0.0,0.0,17.200764,0.0
2018-01-03 07:00:00,17.5444,18.65196,-0.0,0.0,0.0,0.0,0.0,1.1075595
2018-01-03 08:00:00,18.1454,39.19432,-0.0,0.0,0.0,0.0,0.0,21.04892
2018-01-03 09:00:00,18.1454,53.813424,-0.0,0.0,0.0,0.0,23.440976,59.109
2018-01-03 10:00:00,21.7224,64.903778,-0.0,0.0,0.0,0.0,0.0,43.181378
2018-01-03 11:00:00,21.7224,69.818822,-0.0,0.0,0.0,0.0,0.0,48.096422
2018-01-03 12:00:00,21.7224,72.21333,-0.0,0.0,0.0,0.0,8.6180701,59.109
2018-01-03 13:00:00,20.9744,69.566768,-0.0,0.0,0.0,0.0,0.0,48.592368
2018-01-03 14:00:00,21.9254,59.232574,-0.0,0.0,0.0,0.0,21.801826,59.109
2018-01-03 15:00:00,23.8114,42.218962,-0.0,0.0,0.0,0.0,0.0,18.407562
2018-01-03 16:00:00,27.934,23.567003,-0.0,0.0,0.0,0.0,4.3669971,0.0
2018-01-03 17:00:00,39.211999999999996,8.191739,-0.0,0.0,0.0,0.0,31.020261,0.0
2018-01-03 18:00:00,52.8735,0.25205351,-0.0,0.0,0.0,0.0,52.621446,0.0
2018-01-03 19:00:00,59.108999999999995,0.0,-0.0,0.0,0.0,0.0,59.109,0.0
2018-01-03 20:00:00,41.52458,0.0,-0.0,0.0,0.0,0.0,41.52458,0.0
2018-01-03 21:00:00,23.793000000000003,0.0,-0.0,0.0,0.0,0.0,23.793,0.0
2018-01-03 22:00:00,13.1637,0.0,-0.0,0.0,0.0,0.0,13.1637,0.0
2018-01-03 23:00:00,6.0930599999999995,0.0,-0.0,0.0,0.0,0.0,6.09306,0.0
2018-01-04 00:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-04 01:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-04 02:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-04 03:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-04 04:00:00,10.3633,0.0,-0.0,0.0,0.0,0.0,10.3633,0.0
2018-01-04 05:00:00,12.7843,0.0,-0.0,0.0,0.0,0.0,12.7843,0.0
2018-01-04 06:00:00,21.6117,4.9150434,-0.0,0.0,0.0,0.0,16.696657,0.0
2018-01-04 07:00:00,17.5444,18.525933,-0.0,0.0,0.0,0.0,0.0,0.98153279
2018-01-04 08:00:00,18.1454,34.405304,-0.0,0.0,0.0,0.0,0.0,16.259904
2018-01-04 09:00:00,18.1454,45.621685,-0.0,0.0,0.0,0.0,0.0,27.476285
2018-01-04 10:00:00,21.7224,59.862708,-0.0,0.0,0.0,0.0,20.968692,59.109
2018-01-04 11:00:00,21.7224,66.038019,-0.0,0.0,0.0,0.0,14.793381,59.109
2018-01-04 12:00:00,21.7224,71.079089,-0.0,0.0,0.0,0.0,9.7523109,59.109
2018-01-04 13:00:00,20.9744,70.827036,-0.0,0.0,0.0,0.0,0.0,49.852636
2018-01-04 14:00:00,21.9254,64.273644,-0.0,0.0,0.0,0.0,16.760756,59.109
2018-01-04 15:00:00,23.8114,43.983337,-0.0,0.0,0.0,0.0,0.0,20.171937
2018-01-04 16:00:00,27.934,23.062896,-0.0,0.0,0.0,0.0,4.8711041,0.0
2018-01-04 17:00:00,39.211999999999996,6.5533912,-0.0,0.0,0.0,0.0,32.658609,0.0
2018-01-04 18:00:00,52.8735,0.12602675,-0.0,0.0,0.0,0.0,52.747473,0.0
2018-01-04 19:00:00,59.108999999999995,0.0,-0.0,0.0,0.0,0.0,59.109,0.0
2018-01-04 20:00:00,41.52458,0.0,-0.0,0.0,0.0,0.0,41.52458,0.0
2018-01-04 21:00:00,23.793000000000003,0.0,-0.0,0.0,0.0,0.0,23.793,0.0
2018-01-04 22:00:00,13.1637,0.0,-0.0,0.0,0.0,0.0,13.1637,0.0
2018-01-04 23:00:00,6.0930599999999995,0.0,-0.0,0.0,0.0,0.0,6.09306,0.0
2018-01-05 00:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-05 01:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-05 02:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-05 03:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-05 04:00:00,10.3633,0.0,-0.0,0.0,0.0,0.0,10.3633,0.0
2018-01-05 05:00:00,12.7843,0.0,-0.0,0.0,0.0,0.0,12.7843,0.0
2018-01-05 06:00:00,21.6117,5.6712039,-0.0,0.0,0.0,0.0,15.940496,0.0
2018-01-05 07:00:00,17.5444,25.961511,-0.0,0.0,0.0,0.0,0.0,8.4171113
2018-01-05 08:00:00,18.1454,52.301103,-0.0,0.0,0.0,0.0,0.0,34.155703
2018-01-05 09:00:00,18.1454,68.936634,-0.0,0.0,0.0,0.0,8.3177657,59.109
2018-01-05 10:00:00,21.7224,75.237972,-0.0,0.0,0.0,0.0,5.5934281,59.109
2018-01-05 11:00:00,21.7224,72.717437,-0.0,0.0,0.0,0.0,8.1139631,59.109
2018-01-05 12:00:00,21.7224,70.701009,-0.0,0.0,0.0,0.0,10.130391,59.109
2018-01-05 13:00:00,20.9744,65.029805,-0.0,0.0,0.0,0.0,15.053595,59.109
2018-01-05 14:00:00,21.9254,56.712039,-0.0,0.0,0.0,0.0,24.322361,59.109
2018-01-05 15:00:00,23.8114,47.512086,-0.0,0.0,0.0,0.0,35.408314,59.109
2018-01-05 16:00:00,27.934,33.271063,-0.0,0.0,0.0,0.0,0.0,5.337063
2018-01-05 17:00:00,39.211999999999996,12.980756,-0.0,0.0,0.0,0.0,26.231244,0.0
2018-01-05 18:00:00,52.8735,0.37808026,-0.0,0.0,0.0,0.0,52.49542,0.0
2018-01-05 19:00:00,59.108999999999995,0.0,-0.0,0.0,0.0,0.0,59.109,0.0
2018-01-05 20:00:00,41.52458,0.0,-0.0,0.0,0.0,0.0,41.52458,0.0
2018-01-05 21:00:00,23.793000000000003,0.0,-0.0,0.0,0.0,0.0,23.793,0.0
2018-01-05 22:00:00,13.1637,0.0,-0.0,0.0,0.0,0.0,13.1637,0.0
2018-01-05 23:00:00,6.0930599999999995,0.0,-0.0,0.0,0.0,0.0,6.09306,0.0
2018-01-06 00:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-06 01:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-06 02:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-06 03:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-06 04:00:00,10.3633,0.0,-0.0,0.0,0.0,0.0,10.3633,0.0
2018-01-06 05:00:00,12.7843,0.0,-0.0,0.0,0.0,0.0,12.7843,0.0
2018-01-06 06:00:00,21.6117,5.4191504,-0.0,0.0,0.0,0.0,16.19255,0.0
2018-01-06 07:00:00,17.5444,19.156067,-0.0,0.0,0.0,0.0,0.0,1.6116666
2018-01-06 08:00:00,18.1454,35.413518,-0.0,0.0,0.0,0.0,0.0,17.268118
2018-01-06 09:00:00,18.1454,49.276461,-0.0,0.0,0.0,0.0,0.0,31.131061
2018-01-06 10:00:00,21.7224,53.56137,-0.0,0.0,0.0,0.0,0.0,31.83897
2018-01-06 11:00:00,21.7224,51.670969,-0.0,0.0,0.0,0.0,29.160431,59.109
2018-01-06 12:00:00,21.7224,54.443558,-0.0,0.0,0.0,0.0,26.387842,59.109
2018-01-06 13:00:00,20.9744,56.207932,-0.0,0.0,0.0,0.0,23.875468,59.109
2018-01-06 14:00:00,21.9254,52.931237,-0.0,0.0,0.0,0.0,28.103163,59.109
2018-01-06 15:00:00,23.8114,39.572401,-0.0,0.0,0.0,0.0,0.0,15.761001
2018-01-06 16:00:00,27.934,24.701244,-0.0,0.0,0.0,0.0,3.2327563,0.0
2018-01-06 17:00:00,39.211999999999996,10.712274,-0.0,0.0,0.0,0.0,28.499726,0.0
2018-01-06 18:00:00,52.8735,0.63013377,-0.0,0.0,0.0,0.0,52.243366,0.0
2018-01-06 19:00:00,59.108999999999995,0.0,-0.0,0.0,0.0,0.0,59.109,0.0
2018-01-06 20:00:00,41.52458,0.0,-0.0,0.0,0.0,0.0,41.52458,0.0
2018-01-06 21:00:00,23.793000000000003,0.0,-0.0,0.0,0.0,0.0,23.793,0.0
2018-01-06 22:00:00,13.1637,0.0,-0.0,0.0,0.0,0.0,13.1637,0.0
2018-01-06 23:00:00,6.0930599999999995,0.0,-0.0,2.7459875e-11,0.0,0.0,6.09306,0.0
2018-01-07 00:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-07 01:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-07 02:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-07 03:00:00,5.41078,0.0,-0.0,-1.7149756e-11,0.0,0.0,5.41078,0.0
2018-01-07 04:00:00,10.3633,0.0,-0.0,0.0,0.0,0.0,10.3633,0.0
2018-01-07 05:00:00,12.7843,0.0,-0.0,-1.0310119e-11,0.0,0.0,12.7843,0.0
2018-01-07 06:00:00,21.6117,11.720488,-0.0,0.0,0.0,0.0,9.8912119,0.0
2018-01-07 07:00:00,17.5444,41.210748,-0.0,0.0,0.0,0.0,0.0,23.666348
2018-01-07 08:00:00,18.1454,67.17226,-0.0,0.0,0.0,0.0,10.08214,59.109
2018-01-07 09:00:00,18.1454,84.816005,-0.0,0.0,0.0,7.5616052,0.0,59.109
2018-01-07 10:00:00,21.7224,97.418681,-0.0,0.0,0.0,16.587281,0.0,59.109
2018-01-07 11:00:00,21.7224,102.96386,-0.0,0.0,0.0,22.132458,0.0,59.109
2018-01-07 12:00:00,21.7224,92.881717,-0.0,0.0,0.0,12.050317,0.0,59.109
2018-01-07 13:00:00,20.9744,66.290072,-0.0,0.0,0.0,0.0,13.793328,59.109
2018-01-07 14:00:00,21.9254,40.832668,-0.0,0.0,0.0,0.0,0.0,18.907268
2018-01-07 15:00:00,23.8114,24.701244,-0.0,0.0,0.0,0.0,0.0,0.88984372
2018-01-07 16:00:00,27.934,12.476649,-0.0,0.0,0.0,0.0,15.457351,0.0
2018-01-07 17:00:00,39.211999999999996,4.4109364,-0.0,0.0,0.0,0.0,34.801064,0.0
2018-01-07 18:00:00,52.8735,0.0,-0.0,0.0,0.0,0.0,52.8735,0.0
2018-01-07 19:00:00,59.108999999999995,0.0,-0.0,0.0,0.0,0.0,59.109,0.0
2018-01-07 20:00:00,41.52458,0.0,-0.0,0.0,0.0,0.0,41.52458,0.0
2018-01-07 21:00:00,23.793000000000003,0.0,-0.0,0.0,0.0,0.0,23.793,0.0
2018-01-07 22:00:00,13.1637,0.0,-0.0,0.0,0.0,0.0,13.1637,0.0
2018-01-07 23:00:00,6.0930599999999995,0.0,-0.0,0.0,0.0,0.0,6.09306,0.0
2018-01-08 00:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-08 01:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-08 02:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-08 03:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-08 04:00:00,10.3633,0.0,-0.0,0.0,0.0,0.0,10.3633,0.0
2018-01-08 05:00:00,12.7843,0.0,-0.0,0.0,0.0,0.0,12.7843,0.0
2018-01-08 06:00:00,21.6117,1.2602675,-0.0,0.0,0.0,0.0,20.351432,0.0
2018-01-08 07:00:00,17.5444,5.7972307,-0.0,0.0,0.0,0.0,11.747169,0.0
2018-01-08 08:00:00,18.1454,13.484863,-0.0,0.0,0.0,0.0,4.6605374,0.0
2018-01-08 09:00:00,18.1454,33.39709,-0.0,0.0,0.0,0.0,0.0,15.25169
2018-01-08 10:00:00,21.7224,49.906594,-0.0,0.0,0.0,0.0,30.924806,59.109
2018-01-08 11:00:00,21.7224,51.796996,-0.0,0.0,0.0,0.0,29.034404,59.109
2018-01-08 12:00:00,21.7224,51.670969,-0.0,0.0,0.0,0.0,0.0,29.948569
2018-01-08 13:00:00,20.9744,44.865524,-0.0,0.0,0.0,0.0,0.0,23.891124
2018-01-08 14:00:00,21.9254,37.681999,-0.0,0.0,0.0,0.0,0.0,15.756599
2018-01-08 15:00:00,23.8114,27.473832,-0.0,0.0,0.0,0.0,0.0,3.6624323
2018-01-08 16:00:00,27.934,15.501291,-0.0,0.0,0.0,0.0,12.432709,0.0
2018-01-08 17:00:00,39.211999999999996,5.4191504,-0.0,0.0,0.0,0.0,33.79285,0.0
2018-01-08 18:00:00,52.8735,0.0,-0.0,0.0,0.0,0.0,52.8735,0.0
2018-01-08 19:00:00,59.108999999999995,0.0,-0.0,3.1510763e-11,0.0,0.0,59.109,0.0
2018-01-08 20:00:00,41.52458,0.0,-0.0,0.0,0.0,0.0,41.52458,0.0
2018-01-08 21:00:00,23.793000000000003,0.0,-0.0,0.0,0.0,0.0,23.793,0.0
2018-01-08 22:00:00,13.1637,0.0,-0.0,0.0,0.0,0.0,13.1637,0.0
2018-01-08 23:00:00,6.0930599999999995,0.0,-0.0,-3.1510763e-11,0.0,0.0,6.09306,0.0
2018-01-09 00:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-09 01:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-09 02:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-09 03:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-09 04:00:00,10.3633,0.0,-0.0,0.0,0.0,0.0,10.3633,0.0
2018-01-09 05:00:00,12.7843,0.0,-0.0,0.0,0.0,0.0,12.7843,0.0
2018-01-09 06:00:00,21.6117,4.9150434,-0.0,0.0,0.0,0.0,16.696657,0.0
2018-01-09 07:00:00,17.5444,26.717672,-0.0,0.0,0.0,0.0,0.0,9.1732718
2018-01-09 08:00:00,18.1454,50.410701,-0.0,0.0,0.0,0.0,26.843699,59.109
2018-01-09 09:00:00,18.1454,72.087303,-0.0,0.0,0.0,0.0,0.0,53.941903
2018-01-09 10:00:00,21.7224,77.2544,-0.0,0.0,0.0,0.0,3.577,59.109
2018-01-09 11:00:00,21.7224,75.363999,-0.0,0.0,0.0,0.0,5.4674013,59.109
2018-01-09 12:00:00,21.7224,67.046233,-0.0,0.0,0.0,0.0,13.785167,59.109
2018-01-09 13:00:00,20.9744,60.366815,-0.0,0.0,0.0,0.0,19.716585,59.109
2018-01-09 14:00:00,21.9254,51.292889,-0.0,0.0,0.0,0.0,29.741511,59.109
2018-01-09 15:00:00,23.8114,39.320347,-0.0,0.0,0.0,0.0,0.0,15.508947
2018-01-09 16:00:00,27.934,23.819056,-0.0,0.0,0.0,0.0,4.1149436,0.0
2018-01-09 17:00:00,39.211999999999996,9.0739263,-0.0,0.0,0.0,0.0,30.138074,0.0
2018-01-09 18:00:00,52.8735,0.12602675,-0.0,0.0,0.0,0.0,52.747473,0.0
2018-01-09 19:00:00,59.108999999999995,0.0,-0.0,0.0,0.0,0.0,59.109,0.0
2018-01-09 20:00:00,41.52458,0.0,-0.0,0.0,0.0,0.0,41.52458,0.0
2018-01-09 21:00:00,23.793000000000003,0.0,-0.0,0.0,0.0,0.0,23.793,0.0
2018-01-09 22:00:00,13.1637,0.0,-0.0,0.0,0.0,0.0,13.1637,0.0
2018-01-09 23:00:00,6.0930599999999995,0.0,-0.0,0.0,0.0,0.0,6.09306,0.0
2018-01-10 00:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-10 01:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-10 02:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-10 03:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-10 04:00:00,10.3633,0.0,-0.0,0.0,0.0,0.0,10.3633,0.0
2018-01-10 05:00:00,12.7843,0.0,-0.0,0.0,0.0,0.0,12.7843,0.0
2018-01-10 06:00:00,21.6117,7.4355785,-0.0,0.0,0.0,0.0,14.176122,0.0
2018-01-10 07:00:00,17.5444,30.624501,-0.0,0.0,0.0,0.0,0.0,13.080101
2018-01-10 08:00:00,18.1454,52.42713,-0.0,0.0,0.0,0.0,24.82727,59.109
2018-01-10 09:00:00,18.1454,77.2544,-0.0,0.0,0.0,0.0,0.0,59.109
2018-01-10 10:00:00,21.7224,92.629664,-0.0,0.0,0.0,11.798264,0.0,59.109
2018-01-10 11:00:00,21.7224,96.158413,-0.0,0.0,0.0,15.327013,0.0,59.109
2018-01-10 12:00:00,21.7224,90.487209,-0.0,0.0,0.0,9.6558091,0.0,59.109
2018-01-10 13:00:00,20.9744,83.051631,-0.0,0.0,0.0,2.9682307,0.0,59.109
2018-01-10 14:00:00,21.9254,69.566768,-0.0,0.0,0.0,0.0,11.467632,59.109
2018-01-10 15:00:00,23.8114,54.191504,-0.0,0.0,0.0,0.0,28.728896,59.109
2018-01-10 16:00:00,27.934,34.783384,-0.0,0.0,0.0,0.0,0.0,6.849384
2018-01-10 17:00:00,39.211999999999996,12.602675,-0.0,0.0,0.0,0.0,26.609325,0.0
2018-01-10 18:00:00,52.8735,0.37808026,-0.0,0.0,0.0,0.0,52.49542,0.0
2018-01-10 19:00:00,59.108999999999995,0.0,-0.0,0.0,0.0,0.0,59.109,0.0
2018-01-10 20:00:00,41.52458,0.0,-0.0,0.0,0.0,0.0,41.52458,0.0
2018-01-10 21:00:00,23.793000000000003,0.0,-0.0,0.0,0.0,0.0,23.793,0.0
2018-01-10 22:00:00,13.1637,0.0,-0.0,0.0,0.0,0.0,13.1637,0.0
2018-01-10 23:00:00,6.0930599999999995,0.0,-0.0,7.3582199e-11,0.0,0.0,6.09306,0.0
2018-01-11 00:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-11 01:00:00,5.41078,0.0,-0.0,-7.3582199e-11,0.0,0.0,5.41078,0.0
2018-01-11 02:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-11 03:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-11 04:00:00,10.3633,0.0,-0.0,0.0,0.0,0.0,10.3633,0.0
2018-01-11 05:00:00,12.7843,0.0,-0.0,0.0,0.0,0.0,12.7843,0.0
2018-01-11 06:00:00,21.6117,4.1588829,-0.0,0.0,0.0,0.0,17.452817,0.0
2018-01-11 07:00:00,17.5444,19.156067,-0.0,0.0,0.0,0.0,0.0,1.6116666
2018-01-11 08:00:00,18.1454,38.564187,-0.0,0.0,0.0,0.0,0.0,20.418787
2018-01-11 09:00:00,18.1454,58.098333,-0.0,0.0,0.0,0.0,19.156067,59.109
2018-01-11 10:00:00,21.7224,66.920206,-0.0,0.0,0.0,0.0,0.0,45.197806
2018-01-11 11:00:00,21.7224,69.692795,-0.0,0.0,0.0,0.0,11.138605,59.109
2018-01-11 12:00:00,21.7224,64.021591,-0.0,0.0,0.0,0.0,16.809809,59.109
2018-01-11 13:00:00,20.9744,55.073691,-0.0,0.0,0.0,0.0,25.009709,59.109
2018-01-11 14:00:00,21.9254,36.673785,-0.0,0.0,0.0,0.0,0.0,14.748385
2018-01-11 15:00:00,23.8114,21.046468,-0.0,0.0,0.0,0.0,2.7649321,0.0
2018-01-11 16:00:00,27.934,12.602675,-0.0,0.0,0.0,0.0,15.331325,0.0
2018-01-11 17:00:00,39.211999999999996,4.4109364,-0.0,0.0,0.0,0.0,34.801064,0.0
2018-01-11 18:00:00,52.8735,0.0,-0.0,0.0,0.0,0.0,52.8735,0.0
2018-01-11 19:00:00,59.108999999999995,0.0,-0.0,2.8862588e-11,0.0,0.0,59.109,0.0
2018-01-11 20:00:00,41.52458,0.0,-0.0,0.0,0.0,0.0,41.52458,0.0
2018-01-11 21:00:00,23.793000000000003,0.0,-0.0,0.0,0.0,0.0,23.793,0.0
2018-01-11 22:00:00,13.1637,0.0,-0.0,0.0,0.0,0.0,13.1637,0.0
2018-01-11 23:00:00,6.0930599999999995,0.0,-0.0,-2.8862588e-11,0.0,0.0,6.09306,0.0
2018-01-12 00:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-12 01:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-12 02:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-12 03:00:00,5.41078,0.0,-0.0,0.0,0.0,0.0,5.41078,0.0
2018-01-12 04:00:00,10.3633,0.0,-0.0,0.0,0.0,0.0,10.3633,0.0
2018-01-12 05:00:00,12.7843,0.0,-0.0,0.0,0.0,0.0,12.7843,0.0
2018-01-12 06:00:00,21.6117,3.7808026,-0.0,0.0,0.0,0.0,17.830897,0.0
2018-01-12 07:00:00,17.5444,16.887585,-0.0,0.0,0.0,0.0,0.65681501,0.0
2018-01-12 08:00:00,18.1454,29.742314,-0.0,0.0,0.0,0.0,0.0,11.596914
2018-01-12 09:00:00,18.1454,40.076508,-0.0,0.0,0.0,0.0,0.0,21.931108
2018-01-12 10:00:00,21.7224,47.512086,-0.0,0.0,0.0,0.0,33.319314,59.109
2018-01-12 11:00:00,21.7224,48.016193,-0.0,0.0,0.0,0.0,0.0,26.293793
2018-01-12 12:00:00,21.7224,42.344989,-0.0,0.0,0.0,0.0,0.0,20.622589
2018-01-12 13:00:00,20.9744,36.043652,-0.0,0.0,0.0,0.0,0.0,15.069252
2018-01-12 14:00:00,21.9254,30.372448,-0.0,0.0,0.0,0.0,0.0,8.4470476
2018-01-12 15:00:00,23.8114,23.188923,-0.0,0.0,0.0,0.0,0.62247732,0.0
2018-01-12 16:00:00,27.934,12.980756,-0.0,0.0,0.0,0.0,14.953244,0.0
