timestep,Demand supply,Excess electricity,Supply shortage,Consumption from main grid
2018-07-07 12:00:00,21.7224,2.089,0.0,23.8114
2018-07-07 13:00:00,20.9744,2.837,0.0,23.8114
2018-07-07 14:00:00,21.9254,0.0,21.9254,0.0
2018-07-07 15:00:00,23.8114,0.0,0.0,23.8114
