,Demand,Demand shortage,Demand supplied,PV generation,Consumption from main grid,Storage discharge,Storage SOC,Storage charge,Grid availability,Excess generation
2018-01-01 00:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.21752629649714822,0.0,1,0.0
2018-01-01 01:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.21752629649714822,0.0,1,0.0
2018-01-01 02:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.21752629649714822,0.0,0,0.0
2018-01-01 03:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.21752629649714822,0.0,0,0.0
2018-01-01 04:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.21752629649714822,0.0,1,0.0
2018-01-01 05:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.21752629649714822,0.0,1,0.0
2018-01-01 06:00:00,4.0,-0.0,4.0,1.1259213,0.0,-2.8740787,0.19999999999999998,0.0,1,0.0
2018-01-01 07:00:00,4.0,-0.0,4.0,6.620417,0.0,-1.6,0.20731766795435264,3.1111111,1,1.1093059
2018-01-01 08:00:00,3.0,-0.0,3.0,16.888819,0.0,-1.2,0.19999999999999998,0.0,1,15.088819
2018-01-01 09:00:00,3.0,-0.0,3.0,26.346558,0.0,-1.2,0.31820488214072523,22.871138,1,1.675419
2018-01-01 10:00:00,0.0,-0.0,0.0,29.273953,0.0,-0.0,0.4788676786960794,29.273953,1,0.0
2018-01-01 11:00:00,6.0,-0.0,6.0,28.553363,0.0,-2.4,0.6011826632006125,24.953363,1,0.0
2018-01-01 12:00:00,6.0,-0.0,6.0,22.518425,0.0,-2.4,0.6903764190101549,18.918425,1,0.0
2018-01-01 13:00:00,0.0,-0.0,0.0,15.852971,0.0,-0.0,0.7773814786287202,15.852971,1,0.0
2018-01-01 14:00:00,3.0,-0.0,3.0,14.59194,0.0,-1.2,0.8402692121255952,12.79194,1,0.0
2018-01-01 15:00:00,6.0,-0.0,6.0,6.1250117,0.0,-2.4,0.8394917708860116,2.5250117,1,0.0
2018-01-01 16:00:00,3.0,-0.0,3.0,0.0,0.0,-3.0,0.8211976010001301,0.0,0,0.0
2018-01-01 17:00:00,6.0,-0.0,6.0,0.0,0.0,-6.0,0.7846092612283668,0.0,1,0.0
2018-01-01 18:00:00,9.0,-0.0,9.0,0.0,0.0,-9.0,0.7297267515707221,0.0,1,0.0
2018-01-01 19:00:00,6.0,-0.0,6.0,0.0,0.0,-6.0,0.693138411798959,0.0,0,0.0
2018-01-01 20:00:00,4.0,-0.0,4.0,0.0,0.0,-4.0,0.6687461852844502,0.0,1,0.0
2018-01-01 21:00:00,4.0,-0.0,4.0,0.0,0.0,-4.0,0.6443539587699414,0.0,1,0.0
2018-01-01 22:00:00,16.0,-0.0,16.0,0.0,0.0,-16.0,0.5467850283196799,0.0,1,0.0
2018-01-01 23:00:00,16.0,-0.0,16.0,0.0,0.0,-16.0,0.4492161222616448,0.0,1,0.0
2018-01-02 00:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.4492161222616448,0.0,1,0.0
2018-01-02 01:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.4492161222616448,0.0,0,0.0
2018-01-02 02:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.4492161222616448,0.0,1,0.0
2018-01-02 03:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.4492161222616448,0.0,1,0.0
2018-01-02 04:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.4492161222616448,0.0,1,0.0
2018-01-02 05:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.4492161222616448,0.0,0,0.0
2018-01-02 06:00:00,8.0,-0.0,8.0,2.1617688,0.0,-5.8382312,0.41361425901263804,0.0,0,0.0
2018-01-02 07:00:00,10.0,-0.0,10.0,9.9081071,0.0,-4.0,0.41067070268577316,3.9081071,0,0.0
2018-01-02 08:00:00,3.0,-0.0,3.0,19.050588,0.0,-1.2,0.4980285897628143,17.250588,0,0.0
2018-01-02 09:00:00,6.0,-0.0,6.0,24.725231,0.0,-2.4,0.5993338239016622,21.125231,0,0.0
2018-01-02 10:00:00,6.0,-0.0,6.0,27.517516,0.0,-2.4,0.7159638036433082,23.917516,1,0.0
2018-01-02 11:00:00,6.0,-0.0,6.0,26.796926,0.0,-2.4,0.8286390595040438,23.196926,0,0.0
2018-01-02 12:00:00,6.0,-0.0,6.0,23.73442,0.0,-2.4,0.924506424820993,20.13442,1,0.0
2018-01-02 13:00:00,3.0,-0.0,3.0,16.888819,0.0,-1.2,1.0,15.088819,1,0.0
2018-01-02 14:00:00,9.0,-0.0,9.0,8.9172964,0.0,-3.6,0.9973508212588256,3.5172964,1,0.0
2018-01-02 15:00:00,24.0,-0.0,24.0,2.7472479,0.0,-21.252752,0.8677503482447688,0.0,0,0.0
2018-01-02 16:00:00,24.0,-0.0,24.0,0.0,0.0,-24.0,0.7213969891577163,0.0,0,0.0
2018-01-02 17:00:00,18.0,-0.0,18.0,0.0,0.0,-18.0,0.6116319698424268,0.0,1,0.0
2018-01-02 18:00:00,25.0,-0.0,25.0,0.0,0.0,-25.0,0.4591805236364639,0.0,0,0.0
2018-01-02 19:00:00,28.0,-0.0,28.0,0.0,0.0,-28.0,0.28843493803490244,0.0,0,0.0
2018-01-02 20:00:00,22.0,-0.0,22.0,0.0,9.6513378,-12.348662,0.21313209787112575,0.0,0,0.0
2018-01-02 21:00:00,6.0,-0.0,6.0,0.0,6.0,-0.0,0.21313209787112575,0.0,1,0.0
2018-01-02 22:00:00,10.0,-0.0,10.0,0.0,10.0,-0.0,0.21313209787112575,0.0,1,0.0
2018-01-02 23:00:00,22.0,-0.0,22.0,0.0,22.0,-0.0,0.21313209787112575,0.0,1,0.0
2018-01-03 00:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.21313209787112575,0.0,1,0.0
2018-01-03 01:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.21313209787112575,0.0,1,0.0
2018-01-03 02:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.21313209787112575,0.0,0,0.0
2018-01-03 03:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.21313209787112575,0.0,0,0.0
2018-01-03 04:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.21313209787112575,0.0,0,0.0
2018-01-03 05:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.21313209787112575,0.0,0,0.0
2018-01-03 06:00:00,4.0,-0.0,4.0,1.8465109,0.0,-2.1534891,0.19999999999999998,0.0,0,0.0
2018-01-03 07:00:00,4.0,-0.0,4.0,7.9264857,0.0,-1.6,0.22057384908175767,5.5264857,1,0.0
2018-01-03 08:00:00,6.0,-0.0,6.0,11.574471,0.0,-2.4,0.24970441195006884,7.9744706,1,0.0
2018-01-03 09:00:00,9.0,-0.0,9.0,12.745429,0.0,-3.6,0.2680649652804097,7.3454287,0,0.0
2018-01-03 10:00:00,3.0,-0.0,3.0,16.663635,0.0,-1.2,0.34232265342054935,14.863635,0,0.0
2018-01-03 11:00:00,3.0,-0.0,3.0,17.87963,0.0,-1.2,0.4232540242447755,16.07963,0,0.0
2018-01-03 12:00:00,3.0,-0.0,3.0,17.068966,0.0,-1.2,0.4997362773449817,15.268966,0,0.0
2018-01-03 13:00:00,6.0,-0.0,6.0,14.411792,0.0,-2.4,0.5444387705415323,10.811792,1,0.0
2018-01-03 14:00:00,3.0,-0.0,3.0,10.58366,0.0,-1.2,0.5853280330651266,8.7836599,0,0.0
2018-01-03 15:00:00,24.0,-0.0,24.0,4.7288693,0.0,-19.271131,0.46781158492943364,0.0,0,0.0
2018-01-03 16:00:00,21.0,-0.0,21.0,0.0,17.08247,-3.9175301,0.44392226514508776,0.0,0,0.0
2018-01-03 17:00:00,24.0,-0.0,24.0,0.0,24.0,-0.0,0.44392226514508776,0.0,1,0.0
2018-01-03 18:00:00,8.0,-0.0,8.0,0.0,8.0,-0.0,0.44392226514508776,0.0,1,0.0
2018-01-03 19:00:00,12.0,-0.0,12.0,0.0,0.0,-12.0,0.3707455856015614,0.0,1,0.0
2018-01-03 20:00:00,20.0,-0.0,20.0,0.0,20.0,-0.0,0.3707455856015614,0.0,1,0.0
2018-01-03 21:00:00,20.0,-0.0,20.0,0.0,0.0,-20.0,0.24878445302901753,0.0,1,0.0
2018-01-03 22:00:00,8.0,-0.0,8.0,0.0,0.0,-8.0,0.19999999999999998,0.0,1,0.0
2018-01-03 23:00:00,8.0,-0.0,8.0,0.0,8.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-04 00:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-04 01:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-04 02:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-04 03:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,0,0.0
2018-01-04 04:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-04 05:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-04 06:00:00,2.0,-0.0,2.0,2.6121373,0.0,-0.8,0.20287172121977964,1.4121373,1,0.0
2018-01-04 07:00:00,4.0,-0.0,4.0,9.637886,0.0,-1.6,0.23283816300434665,7.237886,1,0.0
2018-01-04 08:00:00,6.0,-0.0,6.0,15.492677,0.0,-2.4,0.28347282129699936,11.892677,1,0.0
2018-01-04 09:00:00,3.0,-0.0,3.0,21.347467,0.0,-1.2,0.3834365561542289,19.547467,1,0.0
2018-01-04 10:00:00,6.0,-0.0,6.0,24.995452,0.0,-2.4,0.4862248315671024,21.395452,1,0.0
2018-01-04 11:00:00,6.0,-0.0,6.0,28.733511,0.0,-2.4,0.6095285122870048,25.133511,1,0.0
2018-01-04 12:00:00,3.0,-0.0,3.0,29.138842,0.0,-1.2,0.7522532776597024,27.338842,1,0.0
2018-01-04 13:00:00,3.0,-0.0,3.0,25.355747,0.0,-1.2,0.8742154469018731,23.555747,1,0.0
2018-01-04 14:00:00,0.0,-0.0,0.0,18.194888,0.0,-0.0,0.974073563418295,18.194888,0,0.0
2018-01-04 15:00:00,6.0,-0.0,6.0,8.0165594,0.0,-2.4,0.9836773928027198,4.4165594,1,0.0
2018-01-04 16:00:00,9.0,-0.0,9.0,0.04503685,0.0,-8.9549631,0.9290695396156284,0.0,1,0.0
2018-01-04 17:00:00,15.0,-0.0,15.0,0.0,0.0,-15.0,0.8375986901862206,0.0,1,0.0
2018-01-04 18:00:00,11.0,-0.0,11.0,0.0,0.0,-11.0,0.7705200672713215,0.0,0,0.0
2018-01-04 19:00:00,39.0,-0.0,39.0,0.0,0.0,-39.0,0.5326958587548609,0.0,0,0.0
2018-01-04 20:00:00,22.0,-0.0,22.0,0.0,0.0,-22.0,0.3985386129250627,0.0,1,0.0
2018-01-04 21:00:00,10.0,-0.0,10.0,0.0,0.0,-10.0,0.33755804663879085,0.0,1,0.0
2018-01-04 22:00:00,20.0,-0.0,20.0,0.0,0.0,-20.0,0.21559691406624698,0.0,1,0.0
2018-01-04 23:00:00,20.0,-0.0,20.0,0.0,17.442314,-2.5576859,0.19999999999999998,0.0,1,0.0
2018-01-05 00:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-05 01:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-05 02:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,0,0.0
2018-01-05 03:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-05 04:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-05 05:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-05 06:00:00,4.0,-0.0,4.0,4.6387956,0.0,-1.6,0.19999999999999998,1.7777778,1,0.46101782
2018-01-05 07:00:00,4.0,-0.0,4.0,15.312529,0.0,-1.6,0.19999999999999998,1.7777778,1,11.134751
2018-01-05 08:00:00,0.0,-0.0,0.0,25.130563,0.0,-0.0,0.19999999999999998,0.0,1,25.130563
2018-01-05 09:00:00,6.0,-0.0,6.0,30.354837,0.0,-2.4,0.32447684924634423,25.347271,1,1.407566
2018-01-05 10:00:00,6.0,-0.0,6.0,32.921938,0.0,-2.4,0.47076766666461367,29.321938,1,0.0
2018-01-05 11:00:00,3.0,-0.0,3.0,33.687564,0.0,-1.2,0.6384569550683601,31.887564,1,0.0
2018-01-05 12:00:00,3.0,-0.0,3.0,31.660906,0.0,-1.2,0.7950234613581703,29.860906,1,0.0
2018-01-05 13:00:00,3.0,-0.0,3.0,27.112184,0.0,-1.2,0.9266253775383083,25.312184,0,0.0
2018-01-05 14:00:00,6.0,-0.0,6.0,19.636067,0.0,-2.4,1.0,16.036067,1,0.0
2018-01-05 15:00:00,15.0,-0.0,15.0,8.7821858,0.0,-6.2178142,0.9620834425139555,0.0,1,0.0
2018-01-05 16:00:00,15.0,-0.0,15.0,0.04503685,0.0,-14.954963,0.8708871885745346,0.0,1,0.0
2018-01-05 17:00:00,21.0,-0.0,21.0,0.0,0.0,-21.0,0.7428279993733636,0.0,0,0.0
2018-01-05 18:00:00,40.0,-0.0,40.0,0.0,0.0,-40.0,0.4989057586205025,0.0,1,0.0
2018-01-05 19:00:00,22.0,-0.0,22.0,0.0,0.0,-22.0,0.36474851279070425,0.0,1,0.0
2018-01-05 20:00:00,7.0,-0.0,7.0,0.0,0.0,-7.0,0.3220621163903139,0.0,1,0.0
2018-01-05 21:00:00,8.0,-0.0,8.0,0.0,0.0,-8.0,0.2732776633612964,0.0,1,0.0
2018-01-05 22:00:00,4.0,-0.0,4.0,0.0,0.0,-4.0,0.2488854368467876,0.0,1,0.0
2018-01-05 23:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2488854368467876,0.0,1,0.0
2018-01-06 00:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2488854368467876,0.0,1,0.0
2018-01-06 01:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2488854368467876,0.0,1,0.0
2018-01-06 02:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2488854368467876,0.0,0,0.0
2018-01-06 03:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2488854368467876,0.0,1,0.0
2018-01-06 04:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2488854368467876,0.0,0,0.0
2018-01-06 05:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2488854368467876,0.0,1,0.0
2018-01-06 06:00:00,4.0,-0.0,4.0,3.918206,0.0,-1.6,0.24746083934749086,1.518206,1,0.0
2018-01-06 07:00:00,6.0,-0.0,6.0,14.231645,0.0,-2.4,0.2911746363286723,10.631645,1,0.0
2018-01-06 08:00:00,15.0,-0.0,15.0,18.194888,0.0,-6.0,0.305050148283394,9.1948876,0,0.0
2018-01-06 09:00:00,6.0,-0.0,6.0,23.73442,0.0,-2.4,0.40091756238479626,20.13442,1,0.0
2018-01-06 10:00:00,12.0,-0.0,12.0,26.571742,0.0,-4.8,0.4779638735270373,19.371742,1,0.0
2018-01-06 11:00:00,9.0,-0.0,9.0,26.526705,0.0,-3.6,0.5719595257346223,21.126705,1,0.0
2018-01-06 12:00:00,3.0,-0.0,3.0,23.869531,0.0,-1.2,0.6857650076070207,22.069531,0,0.0
2018-01-06 13:00:00,6.0,-0.0,6.0,18.645256,0.0,-2.4,0.7537018100312666,15.045256,1,0.0
2018-01-06 14:00:00,12.0,-0.0,12.0,13.060687,0.0,-4.8,0.7565960086877793,5.8606866,1,0.0
2018-01-06 15:00:00,6.0,-0.0,6.0,4.2785008,0.0,-2.4,0.7456845120399115,0.67850079,1,0.0
2018-01-06 16:00:00,15.0,-0.0,15.0,0.0,0.0,-15.0,0.6542136626105036,0.0,1,0.0
2018-01-06 17:00:00,21.0,-0.0,21.0,0.0,0.0,-21.0,0.5261544429190494,0.0,1,0.0
2018-01-06 18:00:00,23.0,-0.0,23.0,0.0,0.0,-23.0,0.385899140460624,0.0,1,0.0
2018-01-06 19:00:00,38.0,-0.0,38.0,0.0,7.5150191,-30.484981,0.19999999999999998,0.0,1,0.0
2018-01-06 20:00:00,5.0,-0.0,5.0,0.0,5.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-06 21:00:00,19.0,-0.0,19.0,0.0,19.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-06 22:00:00,6.0,-0.0,6.0,0.0,6.0,-0.0,0.19999999999999998,0.0,0,0.0
2018-01-06 23:00:00,4.0,-0.0,4.0,0.0,4.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-07 00:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,0,0.0
2018-01-07 01:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-07 02:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-07 03:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-07 04:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-07 05:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,0,0.0
2018-01-07 06:00:00,4.0,-0.0,4.0,3.1525795,0.92267842,-0.67732158,0.19999999999999998,0.75257953,1,0.0
2018-01-07 07:00:00,4.0,-0.0,4.0,12.475208,0.0,-1.6,0.2455383782108631,10.075208,1,0.0
2018-01-07 08:00:00,0.0,-0.0,0.0,20.942135,0.0,-0.0,0.3604740738988114,20.942135,1,0.0
2018-01-07 09:00:00,3.0,-0.0,3.0,26.211447,0.0,-1.2,0.48713255168850006,24.411447,1,0.0
2018-01-07 10:00:00,6.0,-0.0,6.0,28.778547,0.0,-2.4,0.6106834171338439,25.178547,0,0.0
2018-01-07 11:00:00,3.0,-0.0,3.0,27.967884,0.0,-1.2,0.7469816296653868,26.167884,1,0.0
2018-01-07 12:00:00,3.0,-0.0,3.0,25.31071,0.0,-1.2,0.8686966446723993,23.51071,1,0.0
2018-01-07 13:00:00,6.0,-0.0,6.0,20.041398,0.0,-2.4,0.9442958381922141,16.441398,1,0.0
2018-01-07 14:00:00,9.0,-0.0,9.0,11.43936,0.0,-3.6,0.9554883942700954,6.03936,1,0.0
2018-01-07 15:00:00,21.0,-0.0,21.0,3.6479849,0.0,-17.352015,0.8496747936890237,0.0,0,0.0
2018-01-07 16:00:00,3.0,-0.0,3.0,0.0,0.0,-3.0,0.831380623803142,0.0,1,0.0
2018-01-07 17:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.831380623803142,0.0,0,0.0
2018-01-07 18:00:00,29.0,-0.0,29.0,0.0,0.0,-29.0,0.6545369815729535,0.0,1,0.0
2018-01-07 19:00:00,26.0,-0.0,26.0,0.0,0.0,-26.0,0.49598750922864643,0.0,1,0.0
2018-01-07 20:00:00,27.0,-0.0,27.0,0.0,0.0,-27.0,0.33133998025571226,0.0,0,0.0
2018-01-07 21:00:00,26.0,-0.0,26.0,0.0,4.4619941,-21.538006,0.19999999999999998,0.0,1,0.0
2018-01-07 22:00:00,20.0,-0.0,20.0,0.0,20.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-07 23:00:00,20.0,-0.0,20.0,0.0,20.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-08 00:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-08 01:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-08 02:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-08 03:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-08 04:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-08 05:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-08 06:00:00,10.0,-0.0,10.0,2.2068057,7.7931943,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-08 07:00:00,10.0,-0.0,10.0,9.4127017,0.92856843,-3.0714316,0.19999999999999998,3.4127017,1,0.0
2018-01-08 08:00:00,0.0,-0.0,0.0,18.960514,0.0,-0.0,0.3040600617111135,18.960514,1,0.0
2018-01-08 09:00:00,3.0,-0.0,3.0,24.229826,0.0,-1.2,0.4198429055239673,22.429826,0,0.0
2018-01-08 10:00:00,0.0,-0.0,0.0,27.157221,0.0,-0.0,0.5688885505145022,27.157221,1,0.0
2018-01-08 11:00:00,3.0,-0.0,3.0,26.887,0.0,-1.2,0.6992546406363396,25.087,1,0.0
2018-01-08 12:00:00,3.0,-0.0,3.0,23.464199,0.0,-1.2,0.8108355392545016,21.664199,1,0.0
2018-01-08 13:00:00,6.0,-0.0,6.0,17.339187,0.0,-2.4,0.8716043200340613,13.739187,1,0.0
2018-01-08 14:00:00,6.0,-0.0,6.0,9.8180334,0.0,-2.4,0.8910951115721785,6.2180334,1,0.0
2018-01-08 15:00:00,6.0,-0.0,6.0,3.1525795,0.0,-2.8474205,0.8737313831666929,0.0,0,0.0
2018-01-08 16:00:00,3.0,-0.0,3.0,0.0,0.0,-3.0,0.8554372132808112,0.0,1,0.0
2018-01-08 17:00:00,21.0,-0.0,21.0,0.0,0.0,-21.0,0.7273780240796401,0.0,1,0.0
2018-01-08 18:00:00,26.0,-0.0,26.0,0.0,0.0,-26.0,0.5688285273431066,0.0,1,0.0
2018-01-08 19:00:00,28.0,-0.0,28.0,0.0,0.0,-28.0,0.39808294174154524,0.0,1,0.0
2018-01-08 20:00:00,24.0,-0.0,24.0,0.0,0.0,-24.0,0.2517295826544926,0.0,0,0.0
2018-01-08 21:00:00,15.0,-0.0,15.0,0.0,6.5170384,-8.4829616,0.19999999999999998,0.0,0,0.0
2018-01-08 22:00:00,10.0,-0.0,10.0,0.0,10.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-08 23:00:00,10.0,-0.0,10.0,0.0,10.0,-0.0,0.19999999999999998,0.0,0,0.0
2018-01-09 00:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-09 01:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-09 02:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-09 03:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-09 04:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-09 05:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-09 06:00:00,8.0,-0.0,8.0,4.5937587,3.4062413,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-09 07:00:00,10.0,-0.0,10.0,15.672824,0.0,-4.0,0.19999999999999998,4.4444444,1,5.2283795
2018-01-09 08:00:00,12.0,-0.0,12.0,24.45501,0.0,-4.8,0.19999999999999998,5.3333333,1,11.921676
2018-01-09 09:00:00,3.0,-0.0,3.0,29.769358,0.0,-1.2,0.30816339523206365,21.041506,1,6.9278524
2018-01-09 10:00:00,6.0,-0.0,6.0,32.381495,0.0,-2.4,0.45148813010228206,28.781495,1,0.0
2018-01-09 11:00:00,0.0,-0.0,0.0,33.282232,0.0,-0.0,0.6341493488464641,33.282232,1,0.0
2018-01-09 12:00:00,3.0,-0.0,3.0,31.165501,0.0,-1.2,0.7879969146272682,29.365501,1,0.0
2018-01-09 13:00:00,0.0,-0.0,0.0,26.481668,0.0,-0.0,0.9333350082662206,26.481668,1,0.0
2018-01-09 14:00:00,6.0,-0.0,6.0,17.609409,0.0,-2.4,0.9955867754372961,14.009409,1,0.0
2018-01-09 15:00:00,6.0,-0.0,6.0,7.0707855,0.0,-2.4,1.0,3.4707855,1,0.0
2018-01-09 16:00:00,18.0,-0.0,18.0,0.04503685,0.0,-17.954963,0.8905096371552639,0.0,1,0.0
2018-01-09 17:00:00,33.0,-0.0,33.0,0.0,0.0,-33.0,0.6892737684105665,0.0,1,0.0
2018-01-09 18:00:00,41.0,-0.0,41.0,0.0,0.0,-41.0,0.43925343444073833,0.0,0,0.0
2018-01-09 19:00:00,48.0,-0.0,48.0,0.0,32.765626,-15.234374,0.3463533590870526,0.0,1,0.0
2018-01-09 20:00:00,27.0,-0.0,27.0,0.0,27.0,-0.0,0.3463533590870526,0.0,1,0.0
2018-01-09 21:00:00,24.0,-0.0,24.0,0.0,0.0,-24.0,0.19999999999999998,0.0,0,0.0
2018-01-09 22:00:00,10.0,-0.0,10.0,0.0,10.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-09 23:00:00,12.0,-0.0,12.0,0.0,12.0,-0.0,0.19999999999999998,0.0,0,0.0
2018-01-10 00:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,0,0.0
2018-01-10 01:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-10 02:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-10 03:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-10 04:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-10 05:00:00,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19999999999999998,0.0,1,0.0
2018-01-10 06:00:00,6.0,-0.0,6.0,7.0257487,0.0,-2.4,0.19999999999999998,2.6666667,0,0.759082
2018-01-10 07:00:00,8.0,-0.0,8.0,18.73533,0.0,-3.2,0.20731766795435264,4.8888889,1,9.0464409
2018-01-10 08:00:00,3.0,-0.0,3.0,27.02211,0.0,-1.2,0.19999999999999998,0.0,1,25.22211
2018-01-10 09:00:00,6.0,-0.0,6.0,32.156311,0.0,-2.4,0.310671050275001,22.831752,0,5.7245592
2018-01-10 10:00:00,6.0,-0.0,6.0,34.543264,0.0,-2.4,0.4658601153374234,30.943264,1,0.0
2018-01-10 11:00:00,3.0,-0.0,3.0,33.867712,0.0,-1.2,0.6345380999565391,32.067712,1,0.0
2018-01-10 12:00:00,3.0,-0.0,3.0,31.615869,0.0,-1.2,0.7908573910306246,29.815869,1,0.0
2018-01-10 13:00:00,3.0,-0.0,3.0,26.796926,0.0,-1.2,0.9207291056035225,24.996926,1,0.0
2018-01-10 14:00:00,9.0,-0.0,9.0,18.960514,0.0,-3.6,0.9731996509228463,13.560514,1,0.0
2018-01-10 15:00:00,3.0,-0.0,3.0,8.0165594,0.0,-1.2,1.0,6.2165594,1,0.0
2018-01-10 16:00:00,21.0,-0.0,21.0,0.090073701,0.0,-20.909926,0.8724900627593694,0.0,0,0.0
2018-01-10 17:00:00,21.0,-0.0,21.0,0.0,0.0,-21.0,0.7444308735581984,0.0,1,0.0
2018-01-10 18:00:00,23.0,-0.0,23.0,0.0,0.0,-23.0,0.6041756015900561,0.0,0,0.0
